id,translate,translate_description,source
2601,prize money,money sum set as a prize,AI
2602,priest,mediator between human and divine for example through sacrifice,AI
2603,producer,person or company that produces or makes something,AI
2604,protocol,written record according to a defined schema,AI
2605,provocation,challenge meant to trigger reactions,AI
2606,psychiatry,medical field dealing with mental illness,AI
2607,quarters,place where someone is housed,AI
2608,flower bed,narrow ornamental bed bordering paths or lawns,AI
2609,female cyclist,female person who rides a bicycle,AI
2610,radical,particle with a free electron highly reactive,AI
2611,lawyer,licensed jurist who represents clients in and out of court,AI
2612,right wing extremism,ideologies rejecting democratic constitutional state,AI
2613,rule of law state,state where public power is bound by law and judges are independent,AI
2614,legal dispute,legal proceeding in court,AI
2615,reduction,restriction or decrease to a smaller amount,AI
2616,reduction,reducing decreasing something,AI
2617,government program,government plans and goals for a matter,AI
2618,government councillor,title of higher officials,AI
2619,female director,female person who directs and has artistic leadership,AI
2620,stimulus,external or internal effect on an organism,AI
2621,relevance,importance in a given context,AI
2622,pension insurance,statutory or private insurance paying a pension,AI
2623,repair,measures that restore a damaged object to working condition,AI
2624,resonance,oscillation of a system through external excitation,AI
2625,rescuer,person who helps another and rescues,AI
2626,review,revision or audit of objects conditions or processes,AI
2627,recession,phase of negative economic growth or shrinking GDP,AI
2628,rhetoric,art of effective speech,AI
2629,wrestling,combat sport practiced with holds,AI
2630,tear,split formed by tearing a material object,AI
2631,scooter,short for motor scooter,AI
2632,wheelchair,vehicle for people who cannot or can barely walk,AI
2633,routine,practiced habitual usual action,AI
2634,veteran,person very experienced and routine in a field,AI
2635,oar,rod with blade used to move a boat,AI
2636,round tour,walk leading back to the starting point,AI
2637,facts,facts and their relationships,AI
2638,season win,win in a season,AI
2639,Sauer,river in Germany and Luxembourg,AI
2640,Sauerland,region in North Rhine Westphalia,AI
2641,shell,hard protective covering for fruits seeds eggs foods,AI
2642,treasure,hidden collection of objects of precious metal or gemstones,AI
2643,drama,dramatic stage play,AI
2644,divorce,formal legal dissolution of a marriage,AI
2645,layer,geological formation over between or under other formations,AI
2646,rail,steel beam pair forming the track for rail wheels,AI
2647,bedroom,room for sleeping,AI
2648,exchange of blows,sequence of mutual blows as in boxing or rugby,AI
2649,tail light,light at the rear of a vehicle,AI
2650,Scotland,country in the United Kingdom,AI
2651,terror,horror caused by an unexpected dreadful event,AI
2652,desk,table for writing often with drawers for supplies and files,AI
2653,principal,head of a school,AI
2654,village headman,in earlier centuries head of a village who collected dues for the lord,AI
2655,firearm,weapon for shooting often used as synonym for firearm,AI
2656,Black Forest,low mountain range in Baden Wurttemberg,AI
2657,swimming pool,public facility with pools for bathing and swimming,AI
2658,segment,section part of a larger whole,AI
2659,longing,urge desire for something,AI
2660,sideline,line marking the side boundary of the playing field,AI
2661,change of sides,process where teams change halves because time or score reached,AI
2662,self determination,freedom of a person or country over its own existence and will,AI
2663,self confidence,self esteem and self assurance,AI
2664,rarity,quality of being rare,AI
2665,sensation,event that causes great attention often emotional,AI
2666,settlement,settlement of houses and stalls where people and domestic animals live,AI
2667,New Years Eve night,night from last day of year to first day of next year,AI
2668,ski area,region with ski runs where skiing and snowboarding are possible,AI
2669,sofa,upholstered seating for at least two people with arms and back,AI
2670,soldier,member of the military personnel of armed forces of a country,AI
2671,variety,type within a larger genus with uniform traits,AI
2672,division,splitting by an effect,AI
2673,groundbreaking,first cut into the ground with a spade,AI
2674,female player,female person who plays in sports or games,AI
2675,playing field,area on which a game is played especially in sport,AI
2676,sport,discipline in sport,AI
2677,sports hall,hall designed for practicing various sports,AI
2678,sports field,marked outdoor area for athletics or ball games,AI
2679,jumper,person who performs a jump especially in sport,AI
2680,saying,short ready made set of words similar to a verse,AI
2681,head of state,person at the top of a state,AI
2682,stabilization,securing an object against external influences,AI
2683,stage,phase or time section within a development,AI
2684,stable,room for keeping domestic animals,AI
2685,Styrian,inhabitant of Styria,AI
2686,job cuts,reduction of personnel,AI
2687,importance,importance attributed to someone within a group or to something in an order,AI
2688,stempost,ship component extending the keel at bow and stern,AI
2689,stab,penetration of a body by a sharp object,AI
2690,deadline,designated date by which a specific measure must be carried out,AI
2691,keyword,word found in a dictionary or used as a reference,AI
2692,criminal report,reporting a crime to police or prosecutor,AI
2693,strike,collective work stoppage to enforce demands in a labor dispute,AI
2694,strictness,hard uncompromising interpretation of rules or morals,AI
2695,power outage,unplanned interruption of electricity supply,AI
2696,power grid,technical system of plants and lines supplying consumers,AI
2697,power supply,provision and delivery of electricity,AI
2698,suicide,ending ones own life with full awareness and free will,AI
2699,table position,rank in the table of a sports league,AI
2700,daily newspaper,newspaper published on workdays,AI
