id,translate,translate_description,source
13701,circle of experts,circle of specialists,AI
13702,facsimile,exact reproduction of a manuscript book or drawing usually by photographic methods,AI
13703,leaflet,small sheet of paper folded at least once with information or advertising,AI
13704,family minister,head of a family ministry,AI
13705,family name,part of the full name shared by members of a family,AI
13706,family group,group of related individuals,AI
13707,fate,higher power that orders the events that happen to a person,AI
13708,purgatory,process of purification that prepares the soul of the dead for heaven in Roman Catholic teaching,AI
13709,mistake,decision or action that leads to a faulty or undesired result,AI
13710,fineness,fine quality of a fabric or structure,AI
13711,window lifter,device for raising a window,AI
13712,holiday guest,person staying somewhere on vacation away from home,AI
13713,television broadcaster,institution or company for developing and broadcasting television programs,AI
13714,television set,electronic device that receives broadcasts via terrestrial waves satellite or cable and reproduces them,AI
13715,television appearance,appearance of a person on a TV program,AI
13716,television image,image displayed on the TV,AI
13717,television camera,camera for recording TV images,AI
13718,television channel,frequency band in which a TV station broadcasts,AI
13719,television screen,screen of a television set,AI
13720,television station,TV station,AI
13721,distant destination,far away destination,AI
13722,prefab house,house prefabricated in a factory and assembled on site,AI
13723,festival guest,person attending a festival as a guest,AI
13724,festivity,festive event,AI
13725,festival performance,splendid cultural event,AI
13726,wetland,wet biotope; habitat rich in water,AI
13727,fire blight,bacterial disease in fruit trees,AI
13728,firefight,combat with firearms,AI
13729,tax official,employee in a special service relationship at a finance authority,AI
13730,financial service,service in the financial sector,AI
13731,financial problem,problem with money or budget,AI
13732,female finance senator,female senator for finances,AI
13733,company customer,customer of a company,AI
13734,fishing boat,boat used for catching fish and seafood,AI
13735,wing,body part that enables a creature to fly,AI
13736,fixing,rate setting in the financial market,AI
13737,flaneur,person who strolls idly in a lively attractive environment,AI
13738,tile,thin plate of ceramic stone or glass used for floors or wall cladding,AI
13739,foil,thrusting weapon with straight blunt square blade,AI
13740,aircraft movement,takeoff or landing of an aircraft,AI
13741,flying lesson,lesson in flying,AI
13742,consequential damage,damage as a result of an event,AI
13743,torture,carrying out or suffering torture,AI
13744,research result,result produced by successful research,AI
13745,research program,program for research projects,AI
13746,research reactor,nuclear reactor for research and production of radioisotopes,AI
13747,further development,change in the right direction over time,AI
13748,group member,member of a parliamentary group,AI
13749,womens commissioner,woman tasked with enforcing equal rights,AI
13750,womens commissioner genitive,genitive singular form of the noun Frauenbeauftragte,AI
13751,womens question,topic of equality,AI
13752,womens organization,organization for women,AI
13753,female voice,voice of a woman,AI
13754,liberal,member of a liberal party,AI
13755,civil liberty,basic right to act freely without legal restriction,AI
13756,free ticket,ticket for free admission,AI
13757,tourist office,tourism office,AI
13758,unfamiliarity,state of lack of familiarity,AI
13759,peace negotiation,negotiation aimed at achieving a peace treaty,AI
13760,fundamentalism,determined adherence to the foundations of an idea or belief,AI
13761,fundamentalist,person with uncompromising stance based on unquestioned truths,AI
13762,radio exhibition,exhibition for radio or electronics,AI
13763,radio image,image transmitted by radio,AI
13764,furrow,long narrow shallow depression in the ground usually in a field,AI
13765,future tense,verb tense indicating the future,AI
13766,crook,person who cheats or commits serious crimes,AI
13767,curtain,thin curtain used to block view and soften light,AI
13768,gardener,person who gardens,AI
13769,Gatt,family name,AI
13770,Gaullist,supporter of Gaullism,AI
13771,culinary delight,tasty food or drink,AI
13772,bones,bones or skeleton of a living human,AI
13773,donor country,country that gives aid or money,AI
13774,regional health insurance,health insurance responsible for a geographic area in Austria,AI
13775,territorial reform,reorganization of certain districts,AI
13776,consumer good,object for everyday use,AI
13777,given circumstance,existing fact or state,AI
13778,reply,formulation of another view that supplements or corrects a published story,AI
13779,counter demonstrator,participant in a counter demonstration,AI
13780,assistant,person who has passed a helper exam,AI
13781,hostage drama,hostage taking with a dramatic course,AI
13782,humanities,group of sciences concerned with culture and intellectual life,AI
13783,money market,market for short term loans,AI
13784,money bag,bag for money,AI
13785,rail track,track for rail vehicles,AI
13786,community member,person who belongs to a community,AI
13787,municipal election,election of community or city councils,AI
13788,malice,maliciousness or unfriendliness,AI
13789,gendarmerie officer,officer of the gendarmerie,AI
13790,gendarmerie post,station of the gendarmerie,AI
13791,general director,chief manager of a theater or broadcasting institution,AI
13792,genetic technology,technology for decoding changing and using genetic information,AI
13793,genetic test,procedure to obtain information about an individual from DNA,AI
13794,Germanic person,member of various tribes from northern and central Europe using Germanic languages,AI
13795,complete edition,publication of all works of an author or composer,AI
13796,occurrence,interesting or significant process,AI
13797,facial feature,particular aspect of facial features,AI
13798,like minded person,person with the same political religious or ideological attitude,AI
13799,yeast,substance with yeast used to start fermentation and make dough rise,AI
13800,health expert,specialist in health topics,AI
