id,translate,translate_description,source
7401,childrens program,program content aimed at children,AI
7402,cinema hall,room where cinema films are shown,AI
7403,church district,association of neighboring parishes,AI
7404,church music,music intended for worship,AI
7405,Kirchner,family name or church official,AI
7406,Knesset,parliament of Israel,AI
7407,knack,act of pinching someone,AI
7408,comet,small celestial body on an elliptical orbit with a coma,AI
7409,communism,political theory opposing capitalism and advocating a planned economy,AI
7410,female composer,female artist who creates musical works,AI
7411,compost,organic matter in the final stage of decomposition,AI
7412,willingness to compromise,willingness to make compromises,AI
7413,consumer,person who consumes something,AI
7414,opponent,opponent in a competition or conflict,AI
7415,control point,place where checks are carried out,AI
7416,convention,often international multilateral agreement,AI
7417,convoy,group of vehicles moving in line at similar speed,AI
7418,group revenue,revenue generated by a corporate group,AI
7419,concertgoer,person who attends a concert,AI
7420,coordinator,person who organizes and balances ideas and conditions,AI
7421,head injury,injury to the head,AI
7422,corruption scandal,scandal triggered by corruption,AI
7423,cost item,cost aspect of a matter,AI
7424,carriage,horse drawn hired carriage,AI
7425,kris,dagger with distinctive wavy blade,AI
7426,crisis meeting,conference convened for an emergency,AI
7427,cultural heritage,cultural heritage,AI
7428,cultural history,change of socio cultural life in general,AI
7429,art form,form of artistic design,AI
7430,art history,historical development of fine art,AI
7431,art scene,cultural environment where art is produced and consumed,AI
7432,price development,development of a rate,AI
7433,course correction,change of direction of movement,AI
7434,short film,film with a duration of only a few minutes,AI
7435,lagoon,body of water separated from the sea,AI
7436,state leader,head of a state government,AI
7437,state league club,sports club in a state league,AI
7438,state executive board,executive board at state level,AI
7439,thief,someone who steals,AI
7440,Lauda,place name name of a town in Germany,AI
7441,drive,computer storage device with read write access,AI
7442,end of life,end of life,AI
7443,livelihood,basic prerequisite for life needed for living,AI
7444,delicacy,food that tastes very good,AI
7445,lederhosen,pants made of leather,AI
7446,leather jacket,jacket made of leather,AI
7447,training year,year of apprenticeship in company and vocational school,AI
7448,curriculum,plan containing learning objectives contents and didactic notes,AI
7449,glue,aqueous solution of adhesives,AI
7450,readership,totality of readers of certain publications,AI
7451,liberalization,removal of state or social restrictions,AI
7452,liberation,liberation in English,AI
7453,couple,two people in a love relationship,AI
7454,singer songwriter,singer who writes or adapts most of the music or lyrics,AI
7455,lion,lion in English,AI
7456,ski track,machine prepared trail for cross country skiing,AI
7457,local politician,politician active in municipal politics,AI
7458,locomotive,powered unit of a train for pulling cars,AI
7459,lottery,game of chance with drawings of prizes and blanks,AI
7460,Louisiana,US state,AI
7461,lung cancer,malignant tumor of the airways in the lung,AI
7462,authoritative decision,decision made by one person that must be accepted due to authority or competence,AI
7463,magnetic field,field produced by magnets electric currents or changing electric fields,AI
7464,malaria,feverish infectious disease with recurring attacks caused by Plasmodium,AI
7465,chard,leafy spinach like cultivated beet,AI
7466,mara,rodent type of guinea pig native to South America,AI
7467,market position,position in the market,AI
7468,Moroccan,citizen of Morocco,AI
7469,insolvency administrator,administrator of an insolvency estate,AI
7470,media conglomerate,very large company in the media industry,AI
7471,media representative,representative of the media,AI
7472,medical technology,economic research field dealing with technical means in medicine,AI
7473,overtime,additional work,AI
7474,additional effort,additional effort or costs beyond normal,AI
7475,history of humanity,history of human evolution and civilization,AI
7476,methodology,research on and teaching of methods,AI
7477,metro,French term for subway especially in Paris and Moscow,AI
7478,female tenant,female person who rents something,AI
7479,rental apartment,apartment rented for a period for a fee,AI
7480,microwave,spectrum of electromagnetic waves 30 cm to 1 mm 1 to 300 GHz,AI
7481,ministry spokesperson,person who makes official announcements for a ministry,AI
7482,vote of no confidence,majority parliamentary decision that removes a government or minister,AI
7483,right to a say,right to participate in decisions and planning,AI
7484,low mountain range,mountain range under about 1500 m with rounded peaks,AI
7485,mean value,value in the middle between minimum and maximum in a series,AI
7486,mob,agitated rebellious crowd,AI
7487,mobile network,totality of technical facilities for mobile signals,AI
7488,Montana,US state,AI
7489,mora,smallest time unit of a verse foot the length of a short syllable,AI
7490,dialect,regional variety of a language,AI
7491,muscle fiber tear,tear of some muscle fibers,AI
7492,mommy,pet name for mother,AI
7493,imitator,person who imitates someone or something,AI
7494,neighborly help,help among neighbors,AI
7495,neighboring city,city in the neighborhood of another city or town,AI
7496,makeup game,game played later because it did not take place as planned,AI
7497,surname,family name placed after the given name,AI
7498,backbiting,negative statement about a person who is not present,AI
7499,obituary,oral or written tribute to a recently deceased person,AI
7500,afterthought,additional remark placed afterward,AI
