id,translate,translate_description,source
4501,herd,group of larger mammals living together in a social association,AI
4502,hierarchy,system of superiority and subordination,AI
4503,relief organization,organization for assistance,AI
4504,backyard,open space at the rear of a building,AI
4505,hinterland,area behind the front,AI
4506,buttocks,body part used for sitting,AI
4507,flood protection,preventive measures to limit flood effects,AI
4508,hockey,ball sport using curved sticks to shoot into goal,AI
4509,hospice,care home for terminally ill people,AI
4510,hotel room,room in a hotel where guests stay,AI
4511,dog owner,male person who keeps a dog as a pet,AI
4512,famine,so great a lack of food that many are undernourished or starve,AI
4513,mine cart,open box shaped mine cart,AI
4514,hurricane,tropical cyclone with at least hurricane force,AI
4515,hygiene,measures to maintain cleanliness and body care,AI
4516,idol,object of excessive veneration,AI
4517,idyll,paradise like landscape or simple life,AI
4518,Illinois,US state,AI
4519,empire,large connected territory under central rule,AI
4520,epitome,typical representative or association,AI
4521,Indiana,US state,AI
4522,clue,hint or indication that makes events likely,AI
4523,initiator,person who triggers or carries out an event,AI
4524,Inca,member of a historical South American people,AI
4525,Inn,river in Tyrol and Bavaria,AI
4526,domestic policy,politics dealing with internal affairs,AI
4527,inspection,inspection through regular review,AI
4528,maintenance,preventive maintenance to keep good condition,AI
4529,intuition,ability to decide and act impulsively and unconsciously,AI
4530,inventory,collection of items of a certain kind,AI
4531,investment bank,bank whose core business is asset management and related business,AI
4532,Iranian,citizen of Iran,AI
4533,Italian,Romance language spoken in Italy and southern Switzerland,AI
4534,beginning of the year,first period of a year,AI
4535,annual report,report on events or revenues of the previous year,AI
4536,annual general meeting,yearly meeting of shareholders to decide matters,AI
4537,yearly course,course over the year,AI
4538,yes word,expression of consent,AI
4539,youth fire brigade,youth division of a volunteer fire brigade,AI
4540,youth protection,legal rules protecting youths from harm,AI
4541,youth center,facility offering leisure activities for youths,AI
4542,virgin,unmarried or untouched woman; also constellation,AI
4543,cabaret,stage for small satirical performances,AI
4544,cabaret artist,artist of cabaret,AI
4545,empress,female ruler of an empire,AI
4546,chancellorship,office of a chancellor,AI
4547,capital market,market for medium and long term capital procurement,AI
4548,kart,small racing vehicle,AI
4549,cathedral,church that serves as a bishop seat,AI
4550,ceramic,mineral material used to make vessels or art objects,AI
4551,guy,person usually male with positive or negative connotation,AI
4552,candle,light with open flame made of wax,AI
4553,kettle,large open metal vessel,AI
4554,desire for children,desire to have children,AI
4555,childrens room,room intended for the child or children,AI
4556,clause,clause formed by disjunction of literals,AI
4557,minibus,small bus for up to nine seats,AI
4558,crux,decisive aspect determining success or failure,AI
4559,button,object used to fasten clothing through a buttonhole,AI
4560,button press,single operation that triggers an event,AI
4561,collection,assortment of goods,AI
4562,police station,office of a commissioner or police,AI
4563,compass,device for determining cardinal directions,AI
4564,accomplice,participant in a crime,AI
4565,composition,process of forming words by combining morphemes,AI
4566,competitive struggle,constant effort to assert against competition,AI
4567,controversy,prolonged dispute due to differing views,AI
4568,concentration camp,internment camp used to suppress political opponents,AI
4569,cooperation partner,partner for cooperation,AI
4570,firecracker,firework producing a loud bang without light effects,AI
4571,feat of strength,action requiring all available means,AI
4572,fuel,combustible used as energy source for a machine,AI
4573,credit card,cashless payment card similar to a debit card,AI
4574,spinning top,small toy that spins on a point,AI
4575,district administration,administration of a district,AI
4576,manger,feeding trough or covered feeding place,AI
4577,criterion,important decision and distinguishing feature,AI
4578,crown prince,son or grandson entitled to succeed a king or emperor,AI
4579,cult,worship based on rites,AI
4580,cult status,state of high recognition or veneration,AI
4581,cultural asset,work or achievement of value within a culture,AI
4582,art hall,exhibition hall for art,AI
4583,art craft,craft requiring artistic skills,AI
4584,spa park,park for guests in a spa town,AI
4585,rennet,enzyme mixture from calf stomachs used to make cheese,AI
4586,state level,level of action or decision concerning the federal state,AI
4587,state politics,political activities at state level,AI
4588,state chairwoman,chairwoman at state level,AI
4589,country house,house in the countryside,AI
4590,map,scaled generalized representation of the Earth surface a visualization of spatial knowledge,AI
4591,state parliament member,nominative singular of the weak declension of the noun Landtagsabgeordneter,AI
4592,state parliament member,elected representative to a state parliament,AI
4593,boredom,feeling of idleness and monotony,AI
4594,laser,source of intense directed coherent light of a single wavelength range,AI
4595,lantern,light source with protection against wind and rain,AI
4596,laudation,ceremonial speech honoring achievements at a celebration,AI
4597,life assistance,assistance for people with disabilities,AI
4598,livelihood,financial means needed to secure life,AI
4599,way of living,way of living,AI
4600,sign of life,proof or indication that an absent person is still alive,AI
