id,translate,translate_description,source
14101,nomad,member of a people who moves from place to place without fixed residence,AI
14102,nomenklatura,ruling class in a state especially in socialist communist states,AI
14103,North Baden,region in Baden Wurttemberg,AI
14104,northern lights,aurora of the northern polar circle,AI
14105,emergency doctor vehicle,rescue service vehicle for initial care and transport,AI
14106,nuclear weapon,weapon whose explosive energy comes from nuclear processes,AI
14107,commercial vehicle,vehicle used economically for transport or work,AI
14108,high church leader,senior church leader,AI
14109,commander in chief,person with command authority over an armed force,AI
14110,upper secondary center,center for upper grades,AI
14111,obligation,financial or contractual duty,AI
14112,odeon,concert or theater house,AI
14113,oven opening,opening of an oven,AI
14114,offer,offer in Swiss usage,AI
14115,occupation,military occupation of foreign territory with transfer of state authority,AI
14116,Olympic host city,city where the Olympic Games are or were held,AI
14117,opposition group,group of opposition members,AI
14118,steward,person for maintaining order,AI
14119,annatto,orange red dye from the annatto shrub used to color food,AI
14120,ornament,artistic or architectural decoration,AI
14121,Easter egg,decorated or artificial egg used at Easter,AI
14122,eastern policy,policy toward Eastern Europe,AI
14123,eastern state,state in the east,AI
14124,East Timor,state in Southeast Asia,AI
14125,ozone level,measured amount of ozone in air or stratosphere,AI
14126,Paisley,paisley pattern form,AI
14127,Pale,city in Bosnia also English pale,AI
14128,parliament debate,discussion of a topic in parliament,AI
14129,political parties law,law regulating processes within a political party,AI
14130,party comrade,member of the political party one belongs to,AI
14131,partisan,variant of Partisan,AI
14132,register,alignment of colors in multi color printing,AI
14133,flap,ornament on clothing in the form of an attached piece of fabric,AI
14134,pension entitlement,earned claim to a pension,AI
14135,perestroika,slogan of Soviet leader Mikhail Gorbachev for reforming the USSR state and economy,AI
14136,Persian,member of an oriental people,AI
14137,Persia,historical name for Iran,AI
14138,staffing issue,question about staffing situation,AI
14139,peseta,former Spanish currency also used in Andorra until 2002,AI
14140,pessimist,person with a negative attitude to life,AI
14141,covered bond,interest bearing bond issued by a Pfandbrief bank,AI
14142,plant species,taxonomic rank below genus and above subspecies,AI
14143,philologist,person trained in philology working with texts of languages,AI
14144,philology,umbrella term for language and literature studies,AI
14145,phrasing,shaping of musical phrases,AI
14146,pilot,pilot in French,AI
14147,pinakothek,art gallery for paintings,AI
14148,brushstroke,short irregular line made with a brush,AI
14149,pipa,Peruvian wind instrument,AI
14150,billboard,area often outdoors repeatedly covered with posters ads or party posters,AI
14151,plank,thick heavy board,AI
14152,planning department,department for planning,AI
14153,plebiscite,vote of the electorate on an important political topic,AI
14154,plutonium,chemical element atomic number 94 actinide,AI
14155,pneumatic tire,air cushioned tire short for pneumatic,AI
14156,police statement,official statement by police,AI
14157,pop song,song from pop music,AI
14158,pore,small cavity or opening in a material or tissue,AI
14159,portfolio folder,folder often a collection of prior work as sample,AI
14160,trombonist,male person who plays trombone,AI
14161,postal officer,person employed by a postal company as a civil servant,AI
14162,postal union,union of the post,AI
14163,postal worker,postal employee,AI
14164,pound,british currency pound,AI
14165,price fixing,agreement among producers of similar products about prices,AI
14166,press comment,comment published in a current medium or style of reporting,AI
14167,press officer,person responsible for press work,AI
14168,press center,space equipped for press work at large events,AI
14169,Prim,family name also prime number in mathematics,AI
14170,chief physician,chief physician in Austria,AI
14171,primo,first also a given name,AI
14172,print medium,classic paper based medium such as newspaper magazine or book,AI
14173,privatdozent,habilitated lecturer without professorship,AI
14174,private company,private company,AI
14175,private initiative,initiative by private persons,AI
14176,private customer,individual private customer as opposed to companies,AI
14177,private radio,private radio station,AI
14178,private collection,collection in private ownership,AI
14179,privilege,privileged right in Latin,AI
14180,propagandist,person who spreads propaganda,AI
14181,proportion,more or less balanced ratio of sizes between parts,AI
14182,protectorate,protectorate over something,AI
14183,Protestantism,political religious movement against the Catholic Church in 16th and 17th centuries,AI
14184,psychopath,person with impaired empathy and conscience,AI
14185,psychotropic drug,drug that affects mental state,AI
14186,purist,representative of the art movement Purism,AI
14187,coup plotter,person who plans or carries out a coup,AI
14188,quarterly figures,figures published every three months for company finances,AI
14189,quarrel,dispute based on competing interests,AI
14190,cross connection,connection across something,AI
14191,etching,graphic technique or work,AI
14192,radio program,content program broadcast by a radio station,AI
14193,radio station,local facility of a radio broadcaster,AI
14194,framework condition,condition imposed from outside a system or process,AI
14195,fringe group,group differing from the majority and often isolated or discriminated,AI
14196,Rangoon,former capital of Myanmar,AI
14197,dragnet search,search for suspects by criteria in a larger group using computers,AI
14198,rationalization,optimization of operations and efficiency,AI
14199,pirated copy,illegal copy of copyrighted media,AI
14200,robbery murder,crime where victim is murdered and robbed,AI
