id,translate,translate_description,source
3101,family doctor,doctor one consults first and who may make home visits,AI
3102,Hawaii,US state made up of islands,AI
3103,saint female,female person venerated as holy,AI
3104,healing,medical measures to overcome illness,AI
3105,brightness,sufficient to high light intensity,AI
3106,Heller plural,genitive plural of the noun Helles,AI
3107,shirt,upper body garment especially for men,AI
3108,challenger,person who competes against another,AI
3109,hearth,central fire and cooking place in a house,AI
3110,lifeblood,life,AI
3111,myocardial infarction,destruction of heart muscle areas due to blocked blood supply,AI
3112,aid,means used to make something easier or faster,AI
3113,aid organization,organization providing help in emergencies,AI
3114,obstacle,object that prevents or hinders progress,AI
3115,stag,deer living in forests with antlers,AI
3116,history,history or collection of past events,AI
3117,high rise,building with many floors,AI
3118,Homburg,stylish felt hat for men with rolled brim,AI
3119,homage,event or artistic work designed as an honor,AI
3120,identification,identification or identifying with something,AI
3121,hedgehog,spiny mammal of the Erinaceidae family,AI
3122,icon,cult image of Orthodox churches of the Byzantine rite,AI
3123,illusion,something pretended or deception,AI
3124,snack,short meal outside main meals,AI
3125,Indonesia,state in Southeast Asia,AI
3126,inflation rate,percentage indicating the extent of inflation,AI
3127,entry into force,process by which a regulation becomes effective,AI
3128,insolvency administrator,court appointed person to manage insolvency,AI
3129,artistic director,artistic head of an opera theater or broadcaster,AI
3130,intensive care unit,hospital ward for critically ill patients,AI
3131,interaction,mutual influence of actors or systems,AI
3132,intervention,intervention by a previously uninvolved party in a conflict,AI
3133,irony,veiled mockery with a difference between literal and real meaning,AI
3134,insulation,material resisting electric current or heat loss,AI
3135,jackpot,common stake in a game,AI
3136,yearly comparison,comparison of a value from one year to another,AI
3137,jasmine,ornamental shrub with yellow white or pink flowers,AI
3138,joint,cigarette rolled with hashish or marijuana,AI
3139,Jordan,state in the Middle East,AI
3140,Jew,person belonging to the religion of Judaism,AI
3141,junior,son of a company owner,AI
3142,jurist,person who studied law,AI
3143,Cambodia,state in Southeast Asia,AI
3144,chancery,office of an authority lawyer or notary,AI
3145,capitalism,economic order based on private ownership and market production,AI
3146,capitulation,act of declaring military defeat,AI
3147,career end,end of a professional career,AI
3148,Kazakhstan,state in Central Asia,AI
3149,disaster protection,coordinated measures to protect life health and environment,AI
3150,purchasing power,ability to pay based on income available for consumption,AI
3151,security deposit,agreed security deposit,AI
3152,Kenya,state in East Africa,AI
3153,khan,title of a Mongolian or Turkic ruler,AI
3154,kilowatt hour,unit of energy equal to 1000 watt hours,AI
3155,stroller,usually four wheeled pushcart for transporting children,AI
3156,dump,garbage dump or heap,AI
3157,classroom,room where a class is taught,AI
3158,pub,simple tavern,AI
3159,knee injury,injury affecting the knee,AI
3160,coalition committee,informal body of government and coalition party members,AI
3161,cabbage,vegetable plant Brassica oleracea,AI
3162,column,individual column of printed text,AI
3163,committee,leading committee,AI
3164,command,command authority,AI
3165,commissioner,government commissioner with authority,AI
3166,local politics,political activities at the municipal level,AI
3167,component,element or part of a whole,AI
3168,composer,artist who creates musical works,AI
3169,confrontation,bringing things or people face to face,AI
3170,competitor,person pursuing the same goal as rivals,AI
3171,consolidation,stabilization and securing of a situation,AI
3172,coordination,aligning activities and improving interaction,AI
3173,basket,open woven container,AI
3174,power plant,facility where electrical energy is generated,AI
3175,shopkeeper,person who runs a small shop,AI
3176,crane,device with boom for lifting and moving loads,AI
3177,female sick person,female person who is ill,AI
3178,ambulance,vehicle to transport sick or injured people,AI
3179,crimped fabric,wavy or pleated fabric,AI
3180,cancer disease,disease process caused by cancer cells,AI
3181,circulation,circulation of blood in the body,AI
3182,district town,town where district authorities are located,AI
3183,Crete,island in Greece,AI
3184,cruciate ligament tear,partial or complete tear of the cruciate ligament,AI
3185,war start,time when a war begins,AI
3186,culture minister,minister for culture at state level,AI
3187,copper,red easily shaped metal that is a good conductor of electricity,AI
3188,kiss,touch of the lips to the lips or other body parts including tongue and genitals of another person or to an object that is loved or revered,AI
3189,label,tag or sticker that gives information about a product,AI
3190,storage hall,large room for storing items for a while,AI
3191,storage,storage or warehousing of items,AI
3192,state councillor,member of an Austrian state government,AI
3193,compatriot,inhabitant of a country,AI
3194,foliage,collective leaf organs of deciduous trees and shrubs,AI
3195,leader,leading athlete or leading team in a table,AI
3196,lifespan,duration of life from birth to death,AI
3197,lifes work,body of work lifes achievement of a person,AI
3198,leather,material from tanned animal skin,AI
3199,vacancy,empty rental space,AI
3200,dead body,body of a deceased person,AI
