id,translate,translate_description,source
10201,chancellor candidacy,application for the chancellery,AI
10202,carrot,round carrot variety harvested young,AI
10203,cart,simple robust vehicle with two three or four wheels,AI
10204,disaster area,area where a severe disaster occurs,AI
10205,cookie,sweet small flat baked good,AI
10206,key question,most fundamental question,AI
10207,Kigali,capital of Rwanda,AI
10208,daycare,care facility for children under 3,AI
10209,childhood,time of childhood,AI
10210,Kingston,city such as in Jamaica,AI
10211,putty,plastic mass for gluing and sealing,AI
10212,sound image,overall sound,AI
10213,class trip,multi day trip of a school class,AI
10214,adhesive,nonmetal material that bonds parts,AI
10215,client,person who is cared for or represented by another,AI
10216,boy,male child,AI
10217,basket,basket for transporting food,AI
10218,chest of drawers,furniture piece with several drawers,AI
10219,condom,latex sheath worn before sex to prevent pregnancy and disease,AI
10220,denomination,confession or affiliation to a religion,AI
10221,confrontational course,behavior accepting clash of views or goals,AI
10222,conglomerate,mixture or accumulation of different things,AI
10223,counterpoint,independent melodic and rhythmic voice in polyphony,AI
10224,council,church assembly of the Catholic Church,AI
10225,cooperation agreement,contractual agreement on cooperation,AI
10226,cost increase,increase of costs,AI
10227,cost structure,structure of costs,AI
10228,taste sample,small amount of food for tasting,AI
10229,creature,living being or created thing,AI
10230,lender,person or institution that grants loans,AI
10231,chalk,soft white limestone mainly calcium carbonate,AI
10232,district chair,chairman of a district,AI
10233,district board,board of a district,AI
10234,crematorium,facility where bodies are cremated,AI
10235,crossfire,fire from multiple sides,AI
10236,war service,performing tasks in a war,AI
10237,prisoner of war captivity,period when soldiers are held as POWs,AI
10238,war opponent,opponent in a war,AI
10239,state of war,condition of being at war,AI
10240,crown witness,key witness who testifies in return for leniency,AI
10241,cuckoo,native bird species that lays its eggs in other nests,AI
10242,culture officer,head responsible for cultural matters,AI
10243,education ministers conference,meeting of German state education ministers,AI
10244,art academy,academy devoted to the arts,AI
10245,art fair,fair for art,AI
10246,coupling,machine element that connects two rotating parts to transmit torque,AI
10247,course instructor,leader of a course,AI
10248,price level,level of a rate,AI
10249,course participant,someone who participates in a course,AI
10250,price decline,decline of a rate,AI
10251,storage room,part of a building where items are stored for further use or sale or archiving,AI
10252,stage fright,tension of a performer shortly before a stage appearance,AI
10253,landau,four seat horse carriage with a convertible top,AI
10254,state library,library of a federal state,AI
10255,state politician,politician active in state politics,AI
10256,national language,language predominantly spoken in a country or region,AI
10257,landscape picture,picture that depicts a landscape,AI
10258,cross country skiing,ski sport in open terrain,AI
10259,slowness,being slow or the slow manner,AI
10260,avalanche slide,the release of an avalanche,AI
10261,avalanche danger,danger posed by falling avalanches,AI
10262,lifestyle,way of shaping and conducting ones own life,AI
10263,lust for life,great joy of life,AI
10264,vacancy,unfilled function or position,AI
10265,textbook,book that enables learning a subject in self study or instruction,AI
10266,carelessness,lack of caution and consideration in action,AI
10267,affected woman,female person who must bear the consequences of a negative event,AI
10268,Leningrad,former name of Saint Petersburg,AI
10269,letter to the editor,written opinion on a topic usually response to articles,AI
10270,libero,defensive playing position in football and volleyball,AI
10271,ID photo,photograph used to identify a person on official documents,AI
10272,light source,something that emits light especially in the visible range,AI
10273,Lithuanian,citizen of Lithuania or person of Lithuanian people,AI
10274,lobbyist,person who advocates for group interests in political bodies,AI
10275,loft,apartment of one large high room often former warehouse or industrial hall,AI
10276,wage tax,tax on monthly wage deducted from gross pay,AI
10277,local newspaper,newspaper limited to a local area,AI
10278,air war,combat conducted by air forces,AI
10279,poet,person who writes lyric texts,AI
10280,anorexia,psychological eating disorder with insufficient food intake,AI
10281,magnum,cartridge with higher ballistic performance,AI
10282,meal act,act of eating a meal,AI
10283,nightmare spirit,night ghost that torments sleepers by sitting on their chest,AI
10284,small man,small thin man,AI
10285,team performance,performance of a team,AI
10286,market researcher,researcher for market analysis,AI
10287,market research institute,institute that researches trade consumption and the economy,AI
10288,direction of march,direction a march takes,AI
10289,machine gun,rapid fire weapon on a mount that self loads,AI
10290,mass grave,grave filled with many often uncoffined bodies,AI
10291,mass murder,murder of many people,AI
10292,mole,mammal of family Talpidae that digs through the earth,AI
10293,toll,customs duty or toll,AI
10294,Mecklenburg,region in northern Germany,AI
10295,mediation,procedure to resolve or avoid conflicts,AI
10296,media policy,political measures regulating the media,AI
10297,seabed,bottom of the sea covered by seawater,AI
10298,majority stake,holding with majority,AI
10299,exchange of opinions,mutual sharing of opinions,AI
10300,melon,tropical plant and its large sweet fruit,AI
