id,translate,translate_description,source
5301,darling,pet name for a loved person also a beloved animal,AI
5302,delivery van,vehicle with a loading area for bulky items,AI
5303,lifestyle,way of life,AI
5304,Lille,city in France,AI
5305,lentil,plant of genus Lens especially Lens culinaris,AI
5306,lobby,interest group that seeks to push its opinion,AI
5307,lodge,holiday accommodation or resort,AI
5308,logos,nominative plural of the noun Logo,AI
5309,lotus,plant or brand Lotus,AI
5310,lounge,room in a hotel entrance area with comfortable seats,AI
5311,mafia,organized criminal organizations,AI
5312,vigil,assembly often outdoors without speeches to draw attention to a political issue,AI
5313,broker,intermediary for contracts,AI
5314,scarce goods,goods or service whose supply does not meet demand,AI
5315,marmalade,fruit pulp or fruit cooked with sugar used as spread,AI
5316,mascot,figure used as symbol or good luck charm,AI
5317,mass tourism,tourism by very many people to a region or place,AI
5318,master plan,overarching plan with subordinate plans as a coherent concept,AI
5319,sea floor,bottom of a sea,AI
5320,multi purpose hall,hall used for different purposes,AI
5321,melody,sequence of tones,AI
5322,human trafficking,trade in people as goods,AI
5323,human rights organization,group working to uphold human rights,AI
5324,measuring rod,rod with scale used in surveying,AI
5325,butcher,craft dealing with slaughtering animals and preparing meat,AI
5326,milligram,one thousandth of a gram,AI
5327,million city,city with over one million inhabitants,AI
5328,facial expressions,totality of possible facial expressions,AI
5329,co determination,participation in a decision,AI
5330,participation,participating in a matter cooperation,AI
5331,mixed,mixed event where men and women play together against another team,AI
5332,furniture,totality of furniture in a house or room,AI
5333,Moor,term once for a dark skinned North African later for any dark skinned person,AI
5334,snapshot,photo with short exposure time,AI
5335,month end,last days of a month,AI
5336,Mongolia,state in East Asia,AI
5337,grape must,grape juice obtained by pressing and unfermented grape juice,AI
5338,scooter,two wheeled single track vehicle with engine body and floorboard,AI
5339,music scene,scene where music is made and consumed,AI
5340,parent group,company group parent that exerts controlling influence over its subsidiaries,AI
5341,intelligence service,state organizations that secretly collect and evaluate political military economic and scientific information,AI
5342,disadvantage,disadvantage of the person who did not achieve something,AI
5343,afterpiece,small piece performed after a larger theater or music work,AI
5344,seam,line where two pieces of fabric sewn together meet,AI
5345,national assembly,term for parliament in some countries,AI
5346,envy,intense negative feeling when one begrudges others possessions success or happiness,AI
5347,tilt,process of tilting,AI
5348,new development,area newly developed for building houses,AI
5349,Neubrandenburg,city in Mecklenburg Vorpommern,AI
5350,news,information about a recent event,AI
5351,New Year reception,reception held for the turn of the year,AI
5352,New Years Day,first day of the year,AI
5353,reordering,act of ordering anew and its result,AI
5354,fresh snow,freshly fallen snow not older than three days,AI
5355,Nevada,US state,AI
5356,newcomer,person who joins or is new in something,AI
5357,establishment,act of settling or opening a business in a place,AI
5358,oasis,area within a desert with water and plants,AI
5359,colonel,rank above lieutenant colonel highest staff officer rank,AI
5360,upper part,part that lies above another section,AI
5361,officer,holder of a military rank,AI
5362,fainting,temporary loss of consciousness,AI
5363,opera house,building for musical theater performances,AI
5364,opposition politician,politician belonging to the opposition,AI
5365,orbit,elliptical path in which an object moves around a more massive object,AI
5366,organ,part with specific form and function in a larger system,AI
5367,town transit,passage through a town,AI
5368,town entrance,point where one enters a town,AI
5369,local group,group of people with common interests at local level,AI
5370,East Tyrol,region in Austria,AI
5371,pact,contract or agreement often political between states,AI
5372,password,string used to authenticate a user,AI
5373,blunder,minor mistake,AI
5374,flat rate,amount covering a service without itemization,AI
5375,group of people,group of different persons,AI
5376,female pastor,female person leading services and pastoral care,AI
5377,Pentecost Monday,Christian holiday on Monday of Pentecost,AI
5378,pharma group,large corporation active in pharmaceuticals,AI
5379,pharmaceutical company,company that manufactures medicines,AI
5380,female pianist,female person who plays the piano professionally,AI
5381,Pichler,family name,AI
5382,pilgrim,believer who travels for religious reasons to pilgrimage sites,AI
5383,pioneer,trailblazer,AI
5384,plaque,small sign with an imprint to identify something,AI
5385,platinum,chemical element Pt atomic number 78 noble metal,AI
5386,plenary hall,room where parliament or a plenary meets,AI
5387,plot,storyline of a story,AI
5388,plus point,positive point credited to someone,AI
5389,cup match,match in a cup competition,AI
5390,popcorn,corn kernels popped by heating under pressure,AI
5391,poster,poster with artistic or provocative claim,AI
5392,pricing,design of prices,AI
5393,press service,service for press work,AI
5394,retail investor,private investor,AI
5395,probation period,agreed or legally ordered period with easier termination,AI
5396,production company,company that produces for example tv series or films,AI
5397,promenade,attractive pedestrian way for strolling,AI
5398,celebrity,distinction of people who stand out,AI
5399,protein,macromolecule built from amino acids,AI
5400,percentage,portion expressed in hundredths,AI
