id,translate,translate_description,source
4401,railway,rail transport and its facilities,AI
4402,moose,"largest deer species, with palmate antlers",AI
4403,elephant,large land mammal with tusks and big ears,AI
4404,final result,result that can no longer be changed,AI
4405,final round,last round of a competition,AI
4406,energy policy,policy dealing with energy supply,AI
4407,engineering,English for engineering,AI
4408,granddaughter,female child of a son or daughter,AI
4409,removal,taking something out of a stock,AI
4410,decision making,process of bringing about a decision,AI
4411,development aid,support for economically disadvantaged countries,AI
4412,recipe for success,optimal concept to achieve success,AI
4413,exploration,action to gain certainty or knowledge,AI
4414,investigation,activity to determine the unknown,AI
4415,conquest,violent appropriation of foreign territory,AI
4416,achievement,act of reaching something,AI
4417,expectant attitude,attitude characterized by certain expectations,AI
4418,production,bringing about the emergence of something; producing,AI
4419,expo,short for exhibition especially world exposition,AI
4420,excellence,special quality of an object ability or performance; being excellent,AI
4421,specialist doctor,doctor who completed years of further training and passed a specialist exam,AI
4422,subject area,specific subject area,AI
4423,university of applied sciences,university with mostly application oriented study programs,AI
4424,specialist,male person trained in a field with corresponding knowledge,AI
4425,investigator,person who searches for something or someone on behalf of an authorized institution,AI
4426,travel time,duration of a trip and time needed to cover a route by vehicle,AI
4427,vehicle driver,driver of a vehicle,AI
4428,farm,large agricultural enterprise in the USA and other overseas English speaking countries,AI
4429,carnival,festive season before Lent starting on Epiphany or on 11 November and ending on Ash Wednesday,AI
4430,favorite status,role with high chance of success,AI
4431,feather,keratin structure growing from bird skin with a shaft and barbs that form plumage,AI
4432,false start,non compliant start in a sport race usually too early,AI
4433,field path,narrow usually unpaved path between fields,AI
4434,fur,hairy skin of an animal,AI
4435,window pane,flat thin glass plate of a window,AI
4436,festival hall,hall for festivals and events,AI
4437,determination,act of specifying regulating or deciding something,AI
4438,fairground,place for festivals or fairs,AI
4439,fiddler,person who plays a fiddle,AI
4440,film festival,regular event where films are presented discussed and awarded by jury or audience,AI
4441,finish,last section of a competition or race,AI
4442,F sharp,tone of 367 Hz and all tones an octave apart as a semitone raised F,AI
4443,flight operations,totality of air traffic processes,AI
4444,foal,young horse,AI
4445,female researcher,female person who investigates scientifically,AI
4446,research group,group with common research activity and goal,AI
4447,research project,project aimed at investigating something,AI
4448,managed forest,forest section managed for use such as hunting or timber,AI
4449,forestry,planned economic activity in the forest,AI
4450,questionnaire,form for collecting answers,AI
4451,group chair,person who chairs a parliamentary group,AI
4452,Frank,member of a Germanic tribe,AI
4453,female share,proportion of women in a group,AI
4454,Frauenfeld,city in Switzerland,AI
4455,free trade agreement,treaty between states on free trade,AI
4456,third party fault,fault caused by others,AI
4457,frequency,number of events per time interval,AI
4458,Nobel Peace Prize,prize founded by Alfred Nobel for significant merits for world peace,AI
4459,hairstyle,way the hair is cut and arranged,AI
4460,gift,aptitude or talent such as genius or athletic ability,AI
4461,guarantor,person or thing that guarantees something,AI
4462,wardrobe,all outer clothing a person wears or owns,AI
4463,female host,female person who hosts someone,AI
4464,inn,country inn that offers restaurant and limited lodging,AI
4465,mountain range,connected group of mountains,AI
4466,security,feeling of safety and well being,AI
4467,memorial service,ceremony to remember a deceased person or historical event,AI
4468,poem,lyrical work usually written in verses and stanzas,AI
4469,conceded goal,goal conceded by a team,AI
4470,defense,reaction of defense when exposed to violence or impact,AI
4471,team,harnessed team of draft animals,AI
4472,health department,state or municipal authority responsible for public health,AI
4473,rifle,firearm with overall length from 30 cm,AI
4474,female winner,female person who wins a competition or prize,AI
4475,acquisition,process of obtaining,AI
4476,greed,excessive desire,AI
4477,gigabyte,multiple of the data unit byte either 1e9 or 1.073741824e9 bytes,AI
4478,grate,lattice usually of wire steel or wood,AI
4479,glamour,luxurious or splendid appearance,AI
4480,glass fiber,long thin fiber made of glass,AI
4481,Glasgow,city in Scotland,AI
4482,gloria,part of Latin praise to the honor of God,AI
4483,basic order,order serving as a determining principle,AI
4484,detention facility,building complex where suspects and convicted criminals are held,AI
4485,hedge,hedge or enclosure made of bushes,AI
4486,halftime break,break after half the playing time,AI
4487,shelf life,life or usability of products,AI
4488,handwork,work done purely by hand or physical force without machines,AI
4489,trading day,day when stock exchange trading takes place,AI
4490,hare,mammal with long ears of genus Lepus,AI
4491,hood,head covering,AI
4492,lead actress,actress who plays the main role,AI
4493,main entrance,most important entrance usually at the front,AI
4494,Hauser,family name,AI
4495,budget committee,group responsible for the budget of a public institution,AI
4496,house wall,outer wall of a house,AI
4497,army,totality of land forces of a state,AI
4498,female hero,female person who acts bravely,AI
4499,Helsinki,capital of Finland,AI
4500,editor,person or group responsible for publishing works,AI
