id,translate,translate_description,source
1101,mass,cause of inertia and gravity of matter in relativity equivalent to energy,AI
1102,match,contest where two players or teams compete directly,AI
1103,material,collective term for raw materials and parts used to make something,AI
1104,medicine,scientific medical art,AI
1105,milestone,carved column stone showing mile or distance,AI
1106,championship,competition to determine the best in a sport discipline,AI
1107,report,passing on information or news,AI
1108,method,way of doing something to reach a goal,AI
1109,tenant,person who rents something,AI
1110,billion,one thousand million 10 to the ninth,AI
1111,female minister,female head of a ministry,AI
1112,ministry,highest authority of a state led by a minister,AI
1113,minus,shortfall in an account,AI
1114,mixture,process and result of mixing different things,AI
1115,abuse,use of something for a purpose it was not intended for,AI
1116,mission,important task or assignment,AI
1117,help,helping together in a matter,AI
1118,midfield,middle part of a playing field,AI
1119,midnight,24:00,AI
1120,mobile,hanging balanced lightweight structure moved by air,AI
1121,fashion,custom habit or fashion,AI
1122,moderator,person who moderates a discussion event or broadcast,AI
1123,female moderator,female person who moderates a discussion event or broadcast,AI
1124,moon,celestial body orbiting a planet,AI
1125,Monday evening,evening of a Monday,AI
1126,Monday morning,morning of a Monday,AI
1127,murder,intentional killing under aggravating circumstances,AI
1128,motive,incentive or reason for an action especially a crime,AI
1129,motivation,will to achieve a goal,AI
1130,motor,driving machine,AI
1131,motorcycle,two wheeled single track vehicle with an engine,AI
1132,motorcyclist,person who rides a motorcycle,AI
1133,pattern,constant structure underlying something that repeats,AI
1134,succession,taking over a position office or work from a previous holder,AI
1135,sustainability,effect lasting beyond a short period,AI
1136,stoppage time,additional time in each half of a football match to compensate interruptions,AI
1137,offspring,children of a family descendants also of animals,AI
1138,nose,organ of smell and breathing in the middle of the face,AI
1139,national team,term for a national team,AI
1140,national team,national selection of athletes competing internationally,AI
1141,national team player,player in a national selection team,AI
1142,fog,mixture of fine liquid droplets or ice crystals in gases,AI
1143,negative,photo with inverted brightness used to make prints,AI
1144,negatives,nominative plural of Negativ,AI
1145,network,network like connection of people or objects,AI
1146,new arrival,person or thing newly added,AI
1147,standard,measure or standard for calibration and control of other measures,AI
1148,normal line,line that makes a right angle with another object,AI
1149,Norway,state in northern Europe,AI
1150,need,state of lack of essential necessities,AI
1151,emergency call,signal to alert help usually by phone to emergency services,AI
1152,necessity,unavoidable action or omission decision or object,AI
1153,offensive,action against an opponent or enemy,AI
1154,surgery,surgical intervention in the body,AI
1155,opposition,opposing party or formation to a government,AI
1156,option,choice alternative possibility to choose between offers,AI
1157,orientation,finding ones way in space for example in terrain buildings or cities,AI
1158,district,part of a town or city with its own name,AI
1159,local time,time valid for all places in a time zone,AI
1160,Oscar,Academy Award film prize statuette,AI
1161,Baltic Sea,sea in northern Europe,AI
1162,package,package of one or more items for protection bundling or surprise effect,AI
1163,Pakistan,state in South Asia,AI
1164,female partner,female person or institution pursuing a common goal,AI
1165,partnership,cooperation between groups organizations or political institutions,AI
1166,party,social gathering or celebration often in the evening,AI
1167,Beijing,capital of China,AI
1168,performance,artistic action presentation or performance,AI
1169,perspective,way in which a thing is viewed,AI
1170,pastor,person leading services and pastoral care and usually a congregation,AI
1171,care,care and support for people or animals needing help,AI
1172,duty,what must be done and is expected,AI
1173,police inspection,police office,AI
1174,police spokesperson,person speaking on behalf of police,AI
1175,policeman,member of the police,AI
1176,portal,gate entrance portal,AI
1177,Portugal,state in southern Europe,AI
1178,item,part of a total quantity,AI
1179,Potsdam,city in Brandenburg,AI
1180,premier,prime minister head of government in parliamentary states,AI
1181,prime minister,head of government in parliamentary states,AI
1182,press,device used for pressing,AI
1183,press release,written or recorded announcement to journalists,AI
1184,prince,son of a king,AI
1185,princess,female descendant of a monarchy or wife of a prince,AI
1186,principle,principle or standard guiding a person,AI
1187,product,result of production or service offered,AI
1188,professor,researcher and teacher at a university,AI
1189,pro,person highly skilled or trained in an activity,AI
1190,forecast,prediction of future events or development using methods,AI
1191,permille,one thousandth,AI
1192,protest,words or actions expressing disagreement,AI
1193,province,administrative or self governing unit of a state,AI
1194,qualification,entitlement or acquisition of entitlement to participate in a competition,AI
1195,radio,electronic device to receive radio programs,AI
1196,lawn,maintained grass area,AI
1197,advice,recommendation to behave in a certain way,AI
1198,bill,request for payment for services such as a restaurant or hotel,AI
1199,regulation,ordering or rule,AI
1200,head of government,politician leading a states government,AI
