id,translate,translate_description,source
5801,charisma,gift of receiving revelations or inspiration,AI
5802,boss's matter,matter of highest importance handled by the boss,AI
5803,chili,pepper type from Central America,AI
5804,surgery,medical field treating organs by operations,AI
5805,Christian woman,female follower of Christianity,AI
5806,Christmas market,pre-Christmas market with seasonal goods,AI
5807,clown,performer in costume who makes jokes,AI
5808,coaching,supporting and developing a person or group,AI
5809,comic,picture story sequence,AI
5810,female cousin,daughter of an aunt or uncle,AI
5811,curry,spice mix with turmeric and other spices,AI
5812,attic floor,part or floor directly under the roof,AI
5813,roof terrace,open area on a roof used as a terrace,AI
5814,existence,a person's life,AI
5815,dealer,person who sells drugs,AI
5816,dean,head and spokesperson of a faculty,AI
5817,Delhi,capital region of India,AI
5818,dismantling,disassembly of objects,AI
5819,monument preservation,measures to maintain cultural monuments,AI
5820,deregulation,abolition or reduction of regulations,AI
5821,destination,destination airport or travel destination,AI
5822,service,performance not producing a material good,AI
5823,record library,collection of records,AI
5824,dissertation,scientific thesis,AI
5825,thunder,crashing sound produced by lightning,AI
5826,double standards,moral views contradicting actual behavior,AI
5827,one-two,double pass between two players,AI
5828,villager,inhabitant of a village,AI
5829,dosage,setting the exact dose,AI
5830,dossier,file of documents on a case or person,AI
5831,wire drawer,person who draws wire using machines,AI
5832,potter's wheel,device with a horizontal rotating disk,AI
5833,penetrating power,ability of a projectile to penetrate armor,AI
5834,thirst,strong desire to drink,AI
5835,Edinburgh,capital of Scotland,AI
5836,spouse,one of two married persons,AI
5837,squirrel,small rodent with bushy tail,AI
5838,jealousy,pathological envy,AI
5839,self-direction,self-determination,AI
5840,expedited procedure,fast court procedure,AI
5841,bucket,tall round container with a handle,AI
5842,simplicity,quality of being simple,AI
5843,school enrollment,enrolling a child in school,AI
5844,insertion,inserting or adding something,AI
5845,first day,start at a new workplace,AI
5846,immigration policy,policy regarding immigration,AI
5847,throw-in,regulation throw-in in sports,AI
5848,eleven,"something with size, value, measure or number 11",AI
5849,elbow,bony projection at the elbow joint,AI
5850,final score,final result of a game,AI
5851,terminal,last stop of a vehicle,AI
5852,energy corporation,large energy company producing and distributing energy,AI
5853,bottleneck,shortage of resources; economic shortage,AI
5854,development,process of unfolding,AI
5855,accommodation,willingness to give way,AI
5856,elaboration,working out; creating,AI
5857,inheritance tax,tax on inheritance based on relation and amount,AI
5858,ground,"solid ground, Earth's surface",AI
5859,soil,upper loose layer of earth,AI
5860,landslide,sudden sliding of earth and rock masses,AI
5861,winning streak,series of successes,AI
5862,erosion,destructive process eroding surfaces,AI
5863,producer,manufacturer of a product,AI
5864,donkey,hoofed animal of the horse family with gray to brown coat short upright mane long ears and tufted tail; domesticated as work pack and riding animal,AI
5865,ethics,branch of philosophy and field of study dealing with right human action,AI
5866,label,label on branded goods that mainly informs about the brand or the product,AI
5867,European Cup,sports competition at European level,AI
5868,European cup competition,European cup competition,AI
5869,expert commission,advisory group of experts,AI
5870,top class,particularly high class,AI
5871,face,face in English,AI
5872,trade magazine,magazine dealing with specialist topics,AI
5873,elevator,installation that moves people or objects vertically by a cabin,AI
5874,running gear,all parts of a land vehicle that connect the chassis via the wheels to the road,AI
5875,fauna,totality of all animals of a defined area,AI
5876,rule of thumb,customary but inexact rule that has proven itself over time but is not officially fixed,AI
5877,fairy,beautiful usually good female fairy tale figure,AI
5878,wrong decision,erroneous decision,AI
5879,celebratory hour,time when one can celebrate,AI
5880,outfield player,player in the field not a goalkeeper,AI
5881,shred,irregular small piece of something such as a sheet of paper,AI
5882,film series,series of films,AI
5883,final qualification,reaching the final in a competition,AI
5884,financial planning,planning of finances,AI
5885,darkness,intense darkness or near complete absence of light,AI
5886,fixed point,fixed point,AI
5887,flagship,lead ship of a fleet,AI
5888,flirt,casual spontaneous play of mutual attraction between two people,AI
5889,air traffic control,guidance and control system for civil and military air traffic,AI
5890,fluctuation,irregular random change such as around a mean value,AI
5891,flood disaster,devastating flood that causes many deaths and damage,AI
5892,following year,the subsequent year,AI
5893,formality,mere formality,AI
5894,foul play,illegal action,AI
5895,friendly match,match played outside competitions to maintain friendly relations,AI
5896,peace process,efforts to conclude peace,AI
5897,peacekeeping force,military unit stationed on a peace mission in a crisis area,AI
5898,Friedrichshafen,city on Lake Constance,AI
5899,fruit,covering of the seeds of a plant,AI
5900,fleet,all vehicles of an organization,AI
