id,translate,translate_description,source
11401,exhibition hall,large hall where exhibitions are held,AI
11402,autodidact,person who learns independently without a teacher,AI
11403,automatic mode,self-regulating mode of operation,AI
11404,brick,single ceramic building element,AI
11405,bather,person staying at a bathing resort or facility,AI
11406,railway track,track of a railway,AI
11407,banja,"public Russian bath, usually a steam bath",AI
11408,female bank employee,nominative singular of the weak declension of Bankangestellter,AI
11409,bank clerk,commercial banking profession,AI
11410,barrack,primitive one- or two-story building built by simple methods,AI
11411,tinkerer,person who does small craft or technical work as a hobby,AI
11412,construction boom,phase of increased construction activity,AI
11413,building department head,official with decision authority in a building authority,AI
11414,construction company,construction firm,AI
11415,construction cycle,business cycle in construction,AI
11416,construction machine,machine used in construction,AI
11417,building plot,plot intended for new construction,AI
11418,building senator,senator responsible for construction,AI
11419,objection,criticism due to a defect,AI
11420,state of mind,felt condition someone is in,AI
11421,time limit,time frame within which something applies or occurs,AI
11422,belles-lettres,literary genre of non-scientific literature,AI
11423,gasoline price,price of gasoline on the world market,AI
11424,Berber,communities in North Africa,AI
11425,career soldier,person serving indefinitely as a soldier,AI
11426,sedative,drug that calms or reduces anxiety,AI
11427,beast,wild and dangerous animal or fictional creature,AI
11428,busyness,"active, busy activity",AI
11429,day of repentance,church day of repentance and prayer,AI
11430,junk,"useless, old, worthless things",AI
11431,motive,basis for a decision to act or refrain,AI
11432,male admirer,male person who greatly admires someone,AI
11433,district leader,head of a district,AI
11434,reference point,point of reference,AI
11435,balance-sheet press conference,press conference on the balance sheet,AI
11436,biochemistry,science of chemical composition and reactions in living organisms,AI
11437,bitterness,quality of being bitter or embittered,AI
11438,supplicant,person who presents a request,AI
11439,bluff,behavior meant to deceive about facts,AI
11440,blood trail,blood that allows conclusions about an event,AI
11441,candy,sweet that melts in the mouth,AI
11442,messenger substance,chemical that transmits information in or between organisms,AI
11443,Breton,inhabitant of Brittany,AI
11444,brie,French soft cheese with white mold,AI
11445,Britain,island of Great Britain; historical name,AI
11446,book form,object with the appearance of a book,AI
11447,book market,economic sector for trading books,AI
11448,Federal Ministry of Labour,federal ministry for labor,AI
11449,federal railway,state-operated railway,AI
11450,federal monuments office,authority for monument protection,AI
11451,federal spokesperson,spokesperson at federal level,AI
11452,Federal Convention,constitutional body that elects the federal president,AI
11453,Bundeswehr soldier,soldier of the Bundeswehr,AI
11454,bungalow,"single-story house, often with a flat roof",AI
11455,Burma,another name for Myanmar,AI
11456,flounder,North German name for the flounder,AI
11457,bye,farewell greeting,AI
11458,convertible,passenger car with a fold-down roof,AI
11459,charter,lease of an aircraft or ship,AI
11460,chemical industry,companies producing chemical products,AI
11461,cholera,bacterial intestinal infection,AI
11462,choral chant,"monophonic church chant, known as Gregorian chant",AI
11463,choral singing,singing in a choir,AI
11464,computer program,sequence of instructions for a computer,AI
11465,computer system,system of computers,AI
11466,coupon,detachable part of a voucher,AI
11467,season ticket,ticket granting access over a longer period,AI
11468,dean,head of a church district,AI
11469,decor,decoration on a building or object,AI
11470,decentralization,shift away from the center,AI
11471,department official,official responsible for a division,AI
11472,diagram,graphic representation of a quantified issue,AI
11473,nominative plural of Dienstpost,nominative plural of Dienstpost,AI
11474,diploma thesis,thesis written as part of a diploma program,AI
11475,documentary filmmaker,person who makes documentaries,AI
11476,double burden,overstrain from two responsibilities,AI
11477,village renewal,modernization of a village,AI
11478,urgent request,written request for priority handling,AI
11479,drug addiction,dependence on narcotics,AI
11480,sphere of influence,area where someone has influence,AI
11481,dynamite,explosive mostly made of nitroglycerin,AI
11482,nobleman,noble man,AI
11483,gemstone,rare precious stone,AI
11484,husband,male spouse,AI
11485,matter of honor,matter of honor,AI
11486,acorn,fruit of the oak,AI
11487,Swiss citizen,resident or citizen of Switzerland,AI
11488,Swiss Confederation,federal state of Switzerland since 1848,AI
11489,stubbornness,stubborn insistence on one's own view,AI
11490,unambiguity,quality of allowing only one interpretation,AI
11491,incorporation,incorporating a municipality into another,AI
11492,rapid response unit,rapidly deployable unit,AI
11493,shopping street,street lined with many shops,AI
11494,switching on,switching on; inclusion,AI
11495,admission fee,fee for entering a place or event,AI
11496,catchment area,regional area from which users or customers come,AI
11497,iron ring,ring made of iron,AI
11498,iron bar,bar made of iron,AI
11499,El Dorado,legendary land of gold,AI
11500,embargo,economic boycott and sanctions against a state,AI
