id,translate,translate_description,source
5201,headquarters,secure strategic place where leadership is located,AI
5202,main sponsor,sponsor who finances largely,AI
5203,main cause,decisive essential reason,AI
5204,pet,domesticated animal accustomed to humans,AI
5205,skin cancer,malignant change of the skin,AI
5206,midwife,trained person who supports mothers during pregnancy birth and postpartum,AI
5207,home place,place where one feels at home,AI
5208,journey home,trip back home,AI
5209,hectic rush,feverish haste and busy activity,AI
5210,sequence,exact course of events,AI
5211,country of origin,country from which someone or something originates,AI
5212,hertz,unit of frequency 1 Hz equals 1 cycle per second,AI
5213,witch,evil female fairy tale figure with magical powers,AI
5214,willingness to help,attitude of wanting to help others,AI
5215,execution,killing of a person in custody as a death sentence,AI
5216,bad news,very bad shocking message,AI
5217,brain,brain,AI
5218,fortress,castle on a hill,AI
5219,high season,period of the year with particularly intense activity,AI
5220,glimmer of hope,a little hope,AI
5221,hoard,treasure especially of gold,AI
5222,hospital,institution for care of the sick,AI
5223,dog owner,male person who owns a dog,AI
5224,implementation,implementing a software design or algorithm,AI
5225,influenza,acute febrile viral infection of the respiratory tract,AI
5226,interior ministers conference,conference of interior ministers,AI
5227,island state,independent country consisting of one or more islands,AI
5228,insolvency petition,application to open insolvency proceedings,AI
5229,female artistic director,female artistic head of an opera theater or broadcaster,AI
5230,interest representation,totality of actions to act according to interests,AI
5231,interior,interior of a room and its design,AI
5232,boarding school,school where students also live and are fed,AI
5233,madness,obsolete psychiatric term for mental disorder,AI
5234,Bad Ischl,city Bad Ischl in Austria,AI
5235,Islamabad,capital of Pakistan,AI
5236,annual financial statements,annual accounts consisting of balance sheet and income statement,AI
5237,millennium turn,turn from one millennium to the next,AI
5238,barge,small open flat bottomed boat,AI
5239,cameraman,male person who films professionally,AI
5240,fireplace,hearth in living rooms for heating and light,AI
5241,challenge,public declaration of a fight,AI
5242,fighting spirit,willingness to fight or resist,AI
5243,jet fighter,fighter aircraft with jet engines,AI
5244,sewer system,network of pipes that carries wastewater,AI
5245,cantonal bank,bank established by cantonal law in Switzerland,AI
5246,canoe,boat moved with paddles,AI
5247,cape,landform projecting into the sea,AI
5248,hood,hood on a coat or jacket that also protects the neck,AI
5249,barracks,building for permanent accommodation of soldiers,AI
5250,neighborhood,urban area with its own infrastructure,AI
5251,church village,village with a church,AI
5252,cushion,soft filled pillow for support,AI
5253,flap,hinged device that closes an opening,AI
5254,seclusion,solitude or seclusion,AI
5255,clientele,totality of clients,AI
5256,cliche,printing plate for image reproduction in letterpress,AI
5257,toilet,toilet,AI
5258,club chairman,chairman of a club or parliamentary group,AI
5259,Knorr,family name or brand name,AI
5260,junction,intersecting traffic routes,AI
5261,colony,overseas territory of a state without its own power,AI
5262,columnist,author of a short regularly appearing journalistic piece,AI
5263,bankruptcy,financial state of insolvency of a business,AI
5264,consortium,working group or association of members,AI
5265,contact initiation,act of making contact,AI
5266,Korea,region or peninsula in East Asia,AI
5267,feces,excrement,AI
5268,wreath,ring shaped decoration made of flowers or other materials,AI
5269,district association,association at district level,AI
5270,cruise ship,ship used for cruises,AI
5271,warrior,person who fights in war,AI
5272,crime statistics,statistical survey of criminal cases,AI
5273,point of criticism,aspect to be criticized,AI
5274,Croatian,citizen of Croatia,AI
5275,cultural center,public facility for cultural purposes,AI
5276,culture struggle,conflict between state and Catholic Church under Pius IX,AI
5277,cultural landscape,landscape shaped by human economy,AI
5278,cultural scene,environment where culture is produced and consumed,AI
5279,worry,feeling of worry or sadness,AI
5280,female customer,female person or institution that buys,AI
5281,art museum,museum exhibiting artworks,AI
5282,artificial turf,artificial grass resembling natural turf,AI
5283,guardian,legal guardian or custodian,AI
5284,female guardian,a legal guardian or a female custodian,AI
5285,short time work,temporary phase in employment with reduced hours and pay,AI
5286,salmon,fish of genera Salmo Salmothymus and Oncorhynchus from trout family Salmonidae within order Salmoniformes,AI
5287,state border,territorial border of a state or federal state,AI
5288,rural youth,youth organization in rural areas,AI
5289,chamber of agriculture,chamber for agriculture,AI
5290,agriculture minister,head of an agriculture ministry,AI
5291,life phase,part of life bounded by notable events,AI
5292,life story,course of what happened in a persons life,AI
5293,life course,sequence of what happens over the course of a life,AI
5294,leak,leaking point in a vessel or pipe where contents can escape or enter,AI
5295,legalization,official certification,AI
5296,guideline,brief presentation introducing a field of knowledge,AI
5297,lesson,section in a teaching program or textbook,AI
5298,steering,the steering or guiding action,AI
5299,leopard,predator in Africa and Asia a big cat with pale to reddish yellow fur and black ring spots,AI
5300,female reader,female person who reads,AI
