id,translate,translate_description,source
601,company,organization engaged in production trade or services,AI
602,entrepreneur,person who owns a company,AI
603,difference,non agreement of two objects or things,AI
604,examination,close observation or examination to determine a matter,AI
605,leave,free time granted by an employer,AI
606,cause,preceding circumstance determining a current state,AI
607,judgment,court decision to finally resolve a legal dispute,AI
608,father,male parent,AI
609,organizer,person or organization that prepares an event,AI
610,event,organizing and conducting a time limited event with participants,AI
611,responsibility,obligation and readiness to answer for actions,AI
612,association,organization of persons with common interest,AI
613,connection,something that connects,AI
614,prohibition,strict demand to refrain from an action,AI
615,consumer,person who buys and consumes goods,AI
616,suspicion,assumption without certainty that a fact exists,AI
617,association,organization of people with a common goal,AI
618,procedure,way of carrying out something,AI
619,past,time period that has passed,AI
620,comparison,placing things side by side to see similarities by a criterion,AI
621,behavior,what someone does or omits and how,AI
622,sale,act of selling,AI
623,traffic,movement of vehicles people goods or messages on routes,AI
624,traffic accident,incident in traffic causing material or personal damage,AI
625,course,sequence of events or actions,AI
626,injury,damage to tissue,AI
627,loss,act of losing,AI
628,version,one of several possibilities,AI
629,supply,provision of something missing or needed,AI
630,attempt,trying something; act,AI
631,defender,defensive player who disrupts the opponents play,AI
632,defense,justification or defense against criticism,AI
633,contract,legally binding agreement between at least two partners,AI
634,trust,conviction of correctness or truth leading to mutual reliability,AI
635,representative,person acting for others in certain matters,AI
636,administration,organization and execution of processes in institutions,AI
637,video,video film electronic sequence of images with sound,AI
638,diversity,many different things properties or possibilities,AI
639,four,natural number between three and five,AI
640,preparation,activity that makes a subsequent process possible,AI
641,incident,unusual and usually negative event,AI
642,forefield,area or time period lying before something,AI
643,approach,defined way of acting,AI
644,project,what is to be realized,AI
645,previous year,the year before,AI
646,suggestion,recommendation or advice on how to handle something,AI
647,board,executive person in a company,AI
648,representation,mental inner image or idea of reality,AI
649,advantage,positive aspect or effect of something,AI
650,reproach,accusation or reproachful statement,AI
651,growth,natural growth of a living organism,AI
652,ceasefire,agreed short local halt to fighting,AI
653,wagon,one or multi axle vehicle moved by muscle power,AI
654,choice,decision between two or more options,AI
655,election campaign,advertising by parties or candidates for votes,AI
656,truth,what is true or valid; correctness and authenticity,AI
657,forest,large area densely covered by trees,AI
658,water,chemical compound H2O in liquid state composed of hydrogen and oxygen,AI
659,change,exchange of persons or objects,AI
660,path,simple often unpaved route for walking or driving,AI
661,Christmas,Christian holiday on December 25 celebrating the birth of Jesus,AI
662,world,planet Earth,AI
663,work,activity of working on a substantial thing,AI
664,value,material equivalent of a thing service or information usually in money,AI
665,west,cardinal direction opposite east between north and south,AI
666,competition,meeting of participants who measure themselves in a discipline,AI
667,resistance,ability to remain unchanged despite an influence,AI
668,Vienna,capital of Austria,AI
669,wind,directed movement of air in the atmosphere,AI
670,winter,season after autumn before spring on northern hemisphere Dec to Mar,AI
671,effect,result of a cause,AI
672,inn,guesthouse restaurant,AI
673,knowledge,knowledge and understanding of facts and information,AI
674,week,7 day period,AI
675,weekend,end of the week usually Saturday and Sunday,AI
676,well being,state of doing well physically and mentally also health and happiness,AI
677,apartment,one or more rooms forming a self contained living area,AI
678,wool,product from animal hair used to make yarn,AI
679,word,smallest language unit with independent meaning,AI
680,wish,desire for something,AI
681,number,numeric value quantity,AI
682,ten,natural number between nine and eleven,AI
683,sign,sensory thing serving as a hint,AI
684,time,continuous flow of time units,AI
685,point in time,short time span,AI
686,time period,delimited and defined time,AI
687,newspaper,printed news medium published regularly,AI
688,headquarters,center and control point of an organization or company,AI
689,center,middle point of an object or space,AI
690,goal,orientation or endpoint of an endeavor,AI
691,access,approach or entry to something,AI
692,home,rooms where one lives,AI
693,future,time that is still to come,AI
694,collaboration,working together on something,AI
695,connection,relationship where change in one part accompanies change in another,AI
696,spectator,person who watches a performance or event,AI
697,state,way something is at a certain time,AI
698,consent,statement of agreement with an opinion or plan,AI
699,two,natural number between one and three,AI
700,doubt,inner hesitation uncertainty about trust actions or beliefs,AI
