id,translate,translate_description,source
2101,living room,room for daily living in a house or apartment,AI
2102,impact,transfer of momentum and strong intensity of energy,AI
2103,payment,act of paying,AI
2104,fence,fence made of wire or metal or wood bars to enclose an area,AI
2105,schedule,planned timeline,AI
2106,central bank,bank with monetary policy tasks of a country,AI
2107,ceremony,solemn ritual act,AI
2108,female witness,female person who saw or perceived something and can confirm it,AI
2109,target group,group to be reached by a certain action or advertising,AI
2110,carpenter,construction craftsman who works with wood,AI
2111,sugar,sweet food obtained from plants,AI
2112,approval,process of approval or permission,AI
2113,increase,process of increasing in amount or volume,AI
2114,interaction,cooperative interaction among persons in play or sports,AI
2115,entry,act of entering a building area or room,AI
2116,confidence,firm belief that something positive will happen,AI
2117,growth,increase in size or value,AI
2118,twenty,natural number between nineteen and twenty one,AI
2119,tack,short nail with a wide head,AI
2120,incident,unforeseen disruptive event,AI
2121,termination,ending of something,AI
2122,dinner,meal eaten at the end of the day,AI
2123,Abitur,final exam at higher school,AI
2124,turning away,ceasing to follow a direction; distancing from a person,AI
2125,subscription,subscription,AI
2126,deterrence,inducing fear to prevent something,AI
2127,agreement,understanding about future actions or omissions,AI
2128,relegation battle,fight to avoid relegation to a lower league,AI
2129,absence,state of not being physically present,AI
2130,withdrawal,troop withdrawal; tactical movement,AI
2131,eagle,large birds of prey from the hawk family,AI
2132,aggression,action against someone or something,AI
2133,airline,company transporting passengers by airplane,AI
2134,actor,person who acts,AI
2135,share price,current trading value of a share,AI
2136,nightmare,unpleasant dream,AI
2137,avenue,long straight road lined with trees on both sides,AI
2138,retirement provision,measures to secure living standards after leaving work,AI
2139,aluminum,chemical element; silvery lightweight metal,AI
2140,ambience,"surroundings, atmosphere of a place",AI
2141,rampage,spree of violence by an amok runner,AI
2142,cultivation,cultivation of useful or ornamental plants,AI
2143,tethering,fastening of animals or movable parts with chains or ropes,AI
2144,influx,large influx of people,AI
2145,statement,"statement, claim, or information",AI
2146,increase,raising to a higher value,AI
2147,contact point,institution or person to turn to for help or support,AI
2148,bonds,plural of Anleihe,AI
2149,instructions,written explanation how to use something,AI
2150,purchase,acquisition of something,AI
2151,participation,participation in a competition,AI
2152,user,person who uses or applies something,AI
2153,presence,state of being present,AI
2154,approach,act of drawing or moving closer,AI
2155,pharmacy,shop selling medicines and remedies,AI
2156,chamber of labor,representation of employees,AI
2157,working group,group of people working together,AI
2158,working time,fixed period in which work is performed,AI
2159,architect,trained professional who plans buildings,AI
2160,archive,collection of historically or otherwise significant documents,AI
2161,argumentation,presentation of arguments to support a thesis; reasoning,AI
2162,ash,combustion residue,AI
2163,asphalt,mixture of bitumen and minerals used in road construction,AI
2164,breath,air stream exhaled from the lungs,AI
2165,Athens,capital of Greece,AI
2166,Atlantic,ocean between America and Europe/Africa,AI
2167,nuclear program,plan for the civilian or military use of nuclear power,AI
2168,assassination,"murder or attempted murder of a public, usually political, figure or a group",AI
2169,opinion,personal assessment; way someone understands something,AI
2170,marriage banns,public notice of a marriage,AI
2171,abolition,ending or abolishing something previously existing,AI
2172,catch-up,effort to make up a deficit,AI
2173,impact,"striking, hitting hard on a fall",AI
2174,supervision,"observation, control, oversight",AI
2175,endurance,ability to persevere for a long time,AI
2176,exit,place where one can leave by driving,AI
2177,initial situation,situation before the start,AI
2178,starting point,beginning or origin of something,AI
2179,livelihood,means to cover daily needs,AI
2180,utilization,"capacity utilization, workload",AI
2181,delivery,delivery or extradition,AI
2182,state of emergency,extraordinary situation; exception to the normal state,AI
2183,exhibitor,person who exhibits something; participant in an exhibition,AI
2184,withdrawal,"leaving an organization, party, company, or association",AI
2185,car maker,person or company that builds cars,AI
2186,car manufacturer,company that produces cars,AI
2187,automation,process of transferring work from humans to machines,AI
2188,automobile industry,industry for manufacturing and servicing automobiles and other motor vehicles,AI
2189,excavator,machine for digging or removing earth or rubble,AI
2190,platform,platform beside the tracks for boarding trains,AI
2191,bandwidth,range of varieties or scope of something,AI
2192,banner,flag fixed to a crossbar and the flagpole,AI
2193,barrel,"unit of volume; various imperial and US barrels, including for oil or brewing",AI
2194,beard,facial hair,AI
2195,basketball,team sport throwing a ball through a hoop,AI
2196,battery,energy storage and power source based on chemical to electrical conversion,AI
2197,farm,"small agricultural operation with house, barns, yard, and fields",AI
2198,building block,stone for building walls or structures,AI
2199,structure,immovable object built by humans,AI
2200,construction time,time required for building,AI
