id,translate,translate_description,source
13101,local section,local section of a newspaper,AI
13102,Lorraine,region in France,AI
13103,pipe dream,something desired or dreamed but hard to realize,AI
13104,hackwork,derogatory term for a text film or artwork seen as botched,AI
13105,mafioso,member of a mafia,AI
13106,magister,academic degree equivalent to a diploma in humanities,AI
13107,brand name,proper name of a product usually protected,AI
13108,margrave,commander of a border territory with certain rights,AI
13109,machine factory,industrial facility for making machines,AI
13110,masquerade ball,dance and celebration where participants wear masks,AI
13111,mass unemployment,state of many people seeking work and not finding it,AI
13112,mass media,technically produced medium that transmits information to large groups,AI
13113,masseur,person who performs massages after training and certification,AI
13114,graduate,student who takes or has taken the matura,AI
13115,media authority,state supervisory authority regulating private broadcasting and media,AI
13116,media center,center for media,AI
13117,perjury,crime of swearing a false statement before a court,AI
13118,melodrama,dramatic theater or film genre,AI
13119,merchandising,totality of measures to promote sale of a product,AI
13120,trade fair visitor,visitor of a fair,AI
13121,metaphysics,branch of philosophy about origin ground and goal of being,AI
13122,metropolis,world city capital with metropolitan character,AI
13123,microchip,very small die or semiconductor chip with circuit,AI
13124,militarism,dominance of military thinking in society,AI
13125,minority stake,stake under 50 percent,AI
13126,altar server,altar server in the Catholic church assisting during mass,AI
13127,co editor,person responsible with others for publishing a printed work,AI
13128,middle level,middle level in an organization,AI
13129,Moabit resident,inhabitant of the Berlin district Moabit,AI
13130,rot,result of a decay process,AI
13131,fashion show,presentation of usually new clothing,AI
13132,monthly report,report recording events of a month,AI
13133,monthly ticket,admission or travel ticket valid for one month,AI
13134,monthly wage,payment for work done in a month,AI
13135,monster,horrible creature or large monster,AI
13136,Mont Blanc,mountain in the Alps,AI
13137,installer,person who assembles or maintains technical equipment,AI
13138,murder threat,threat to murder someone,AI
13139,morning hour,morning time between about 6 and 10 am,AI
13140,Muslim,follower of the Islamic faith,AI
13141,musician,person who makes music for dance or entertainment sometimes with a negative tone,AI
13142,music channel,radio or tv channel for music,AI
13143,music style,specific type of music characterized by rhythm melody harmony and instrumentation,AI
13144,thoughtfulness,state of deep thought,AI
13145,night work,paid work between about 23 and 6,AI
13146,aftereffect,consequence or lasting effect afterwards,AI
13147,afterword,concluding part of a literary work,AI
13148,nail test,test of drinking a glass in one go or carpenters test of driving a nail in three blows,AI
13149,name list,list of names,AI
13150,jester,jester and clown at a royal court or comic figure in theater,AI
13151,natural scientist,researcher in natural sciences,AI
13152,adjoining room,room adjacent to the one where main events occur,AI
13153,negro,person of sub Saharan African descent,AI
13154,envier,person who envies others,AI
13155,nervous breakdown,sudden failure of the nervous system due to extreme strain,AI
13156,net wage,wage after taxes and deductions,AI
13157,renegotiation,renewed negotiation,AI
13158,lowland,low lying terrain especially near waters,AI
13159,average consumer,person with normal average consumption,AI
13160,noodle,uncooked or cooked dough product of various shapes,AI
13161,numerus,argument of the logarithm function,AI
13162,livestock,domesticated animal whose utility is predominant,AI
13163,fruit tree,tree on which fruit grows,AI
13164,ox,castrated male domestic cattle,AI
13165,earring,ring or jewelry worn on the ear through a piercing or as a clip,AI
13166,October Revolution,Bolshevik seizure of power in Russia in 1917,AI
13167,olive,Mediterranean stone fruit from the olive tree,AI
13168,opium,dried latex of unripe seed pods of the opium poppy,AI
13169,orchid,plant of the Orchidaceae family,AI
13170,ordinary,superior with ordinary jurisdiction in Catholic canon law,AI
13171,organizational form,way something is organized and structured,AI
13172,orgy,large feast with lavish food and excessive often sexual behavior,AI
13173,original version,original version,AI
13174,orthodoxy,orthodox faith or doctrine,AI
13175,place name,proper name of a topographic object,AI
13176,eastern border,eastern border of something,AI
13177,ozone hole,area in the ozone layer where ozone is depleted,AI
13178,Padua,city in Italy,AI
13179,pamphlet,written piece often polemical about a topic,AI
13180,paper mill,production facility for paper,AI
13181,paper industry,totality of companies producing paper cardboard and pulp,AI
13182,poplars,tree genus Populus,AI
13183,papal visit,visit of a pope,AI
13184,paraglider,air sports person who flies a paraglider,AI
13185,parasite,parasitic organism,AI
13186,parliamentary majority,majority of seats or votes in a parliament,AI
13187,parliament seat,seat in a parliament,AI
13188,party left,left wing of a party,AI
13189,magic formula,very fitting solution to achieve success or a goal,AI
13190,pacifist,person who rejects war and violence and advocates peace,AI
13191,pedal,foot lever,AI
13192,persiflage,witty mockery of a work or genre using imitation irony and exaggeration,AI
13193,pesticide,agent whose active ingredient kills or repels unwanted organisms,AI
13194,kerosene,colorless liquid from crude oil used for light or heat by burning,AI
13195,stake,worked narrow upright post of wood metal or stone,AI
13196,paving stone,stone block used to pave roads or squares,AI
13197,pharmaceutical company,company that makes medicines,AI
13198,Piller,family name,AI
13199,pirouette,centered single or multiple fast turn around ones body axis,AI
13200,plagiarism,illegitimate and illegal use of intellectual property for personal advantage,AI
