id,translate,translate_description,source
401,user,person who makes use of something,AI
402,use,use or utilization of something,AI
403,October,tenth month of the calendar year,AI
404,offering,usually ritual gift to a god,AI
405,order,organization order,AI
406,organization,ordered structured interaction of elements and factors,AI
407,east,cardinal direction opposite west and between north and south,AI
408,couple,two people connected by a relationship often an intimate bond,AI
409,paper,thin sheet material from plant fibers used for writing printing and packaging,AI
410,Pope,head of the Roman Catholic Church and bishop of Rome,AI
411,park,extensive area mainly designed with plants,AI
412,parking lot,area to park vehicles beyond a brief stop,AI
413,parliament,part of the legislature where elected representatives debate and vote on laws,AI
414,party,group of people who want to achieve the same goal,AI
415,match,game or contest of a sport,AI
416,partner,persons or institutions pursuing a common goal,AI
417,person,human being,AI
418,staff,workforce of a business or company,AI
419,phase,steady development stage or time course,AI
420,planning,thought out process leading to a plan or description of a project,AI
421,platform,limited flat raised area,AI
422,square,open area used for activity recreation events or gatherings,AI
423,plus,plus sign,AI
424,politics,totality of measures by state institutions to regulate affairs,AI
425,politician,person involved in politics,AI
426,police,authority responsible for public safety and order,AI
427,position,place location,AI
428,potential,development possibility and unused resources,AI
429,practice,actual applied exercise and sum of social cultural actions,AI
430,price,amount of money to pay for a good or service,AI
431,premiere,first performance of a play or film,AI
432,press conference,meeting where public interest people give information to journalists,AI
433,problem,difficult unsolved task,AI
434,production,creation of goods services information or energy,AI
435,program,sequence of instructions for a machine often a computer,AI
436,project,planned undertaking of special scope with a goal,AI
437,percent,part of one hundred,AI
438,process,sequence of activities leading to an end state,AI
439,public,audience and the general public,AI
440,point,very small thing with almost no space,AI
441,square meter,SI area unit equal to a square with side length of one meter,AI
442,quarter,period of three months,AI
443,cyclist,person who rides a bicycle,AI
444,frame,stabilizing framework for example of a vehicle or device,AI
445,rank,level in a hierarchy,AI
446,town hall,administrative building of a municipality or city,AI
447,space,geometric magnitude extending in three dimensions,AI
448,reaction,response action or effect following a prior action or stimulus,AI
449,law,state established order of human coexistence enforced by the state,AI
450,editorial office,editing and processing of a manuscript,AI
451,speech,address or talk to others,AI
452,reform,gradual planned nonviolent transformation and improvement,AI
453,rule,rule of conduct,AI
454,government,exercise of state power internally and externally,AI
455,region,area that forms a unit and includes multiple cities and towns,AI
456,row,arranged in a straight line,AI
457,journey,travel from a starting point to a distant place with stay and return,AI
458,relative,something relative or a relation,AI
459,race,competition for speed of movement,AI
460,pension,retirement pay due to age or disability,AI
461,republic,form of state where leadership is elected,AI
462,remainder,remaining part of a whole,AI
463,restaurant,place where food can be bought and eaten,AI
464,emergency medical service,service that treats and transports injured or sick in emergencies,AI
465,judge,holder of a public office at a court who administers justice,AI
466,direction,position or direction of movement of an object,AI
467,risk,estimated probability of danger,AI
468,roller,rotating circular wheel or roller,AI
469,novel,literary genre of a long narrative in book form,AI
470,quiet,absence of distraction noise and movement,AI
471,round,something circular or spherical or curved,AI
472,round,completion of a path returning to start,AI
473,thing,single object or group of things belonging to a person or matter,AI
474,property damage,damage or destruction of a thing,AI
475,season,period of the year when activities are more intensive,AI
476,Saturday,sixth day of the week by ISO 8601 seventh by other counts day between Friday and Sunday,AI
477,Saturday evening,evening of a Saturday,AI
478,velvet,fine cotton fabric,AI
479,rehabilitation,restoring an orderly condition,AI
480,sentence,completed thought built by grammar with finite verb and required parts,AI
481,damage,undesired negative impact,AI
482,work,productive activity,AI
483,hatch sealing,seal of a hatch on ships,AI
484,actor,performer in film or theater,AI
485,actress,female performer in film theater or television,AI
486,lock,locking device mounted on an access point,AI
487,end,end or act of ending,AI
488,fast person,person with high speed,AI
489,intersection,intersection of two sets the elements common to both,AI
490,writing,process of composing text in writing,AI
491,step,placing a foot or the act of walking,AI
492,school,public or private institution for teaching,AI
493,protection,thing act or measure that improves safety or prevents harm,AI
494,Swede genitive,genitive singular of the noun Swede,AI
495,Switzerland,state in Central Europe,AI
496,heaviness,property of having high weight,AI
497,six,natural number between five and seven,AI
498,being,state of being existence,AI
499,side,boundary surface lying in a certain direction,AI
500,self,ones own person as a whole,AI
