id,translate,translate_description,source
13001,joke,prank for amusement,AI
13002,cable network,network for cable transmission,AI
13003,stove tile,ceramic tile used to clad and store heat in stoves,AI
13004,chamber choir,small choir specialized in chamber music,AI
13005,chamber opera,small opera house,AI
13006,attack helicopter,helicopter equipped with weapons,AI
13007,fighting dog,dog specially trained for fights,AI
13008,corporation,company form with capital shares,AI
13009,capitalist,person with significant capital or means of production,AI
13010,career ladder,path of advancement in a career,AI
13011,antitrust law,law focused on enforcing the cartel ban,AI
13012,health insurance doctor,doctor who treats members of statutory health insurance,AI
13013,female cashier,female person who manages the cash,AI
13014,chestnut,deciduous tree of the beech family,AI
13015,caste,closed social class in a society,AI
13016,prospective buyer,person or company considering buying something,AI
13017,cavalier,chivalrous refined man,AI
13018,bowler,person who bowls,AI
13019,password,word used as a password,AI
13020,childrens film,film genre aimed mainly at children,AI
13021,after school care,facility for care of school children outside class,AI
13022,childrens song,song sung to or by children,AI
13023,parish hall,house of the parish community,AI
13024,clarinetist,person who plays the clarinet,AI
13025,classmate,person in the same school class,AI
13026,small business,company with few employees or low turnover,AI
13027,small group,group with few members,AI
13028,blast effect,sudden strong effect,AI
13029,small boy,small boy,AI
13030,bone fracture,fracture of a bone into two or more fragments,AI
13031,bone marrow,soft substance in the core of bones,AI
13032,bud,new shoot from which leaves or flowers develop,AI
13033,coal power plant,power plant using coal for energy,AI
13034,collaborator,person who works with the enemy,AI
13035,communion,eucharistic gifts or their distribution and reception,AI
13036,partner,partner in a business enterprise,AI
13037,compendium,concise textbook or overview,AI
13038,confectioner,craftsman making sweets pastries and ice cream,AI
13039,conflicting party,party in a dispute,AI
13040,confusion,state of disorder or confusion,AI
13041,congress house,house for congresses,AI
13042,stimulus program,government program to stimulate the economy,AI
13043,bankruptcy estate,assets in bankruptcy,AI
13044,conservatory,Italian institutions for musical orphans; music education,AI
13045,canned goods,can or tin,AI
13046,designer,person who designs things using technical drawings,AI
13047,consul,representative of a country with limited diplomatic functions,AI
13048,contact group,group for contacts or negotiations,AI
13049,account number,number identifying an account,AI
13050,conversion,transition from one confession to another,AI
13051,coupling,linking or coupling,AI
13052,cork,stopper for a bottle often made of cork oak bark,AI
13053,cormorant,bird of the genus Phalacrocorax,AI
13054,crab,decapod crustacean living mostly in the sea,AI
13055,test of strength,show of force,AI
13056,claw,curved pointed horny growth on toes of vertebrates,AI
13057,medical certificate,doctor certificate of health status for a period,AI
13058,front crawl,crawl swimming style,AI
13059,cancer patient,patient suffering from malignant tumor,AI
13060,cancer cell,cell transformed by cancer,AI
13061,conscientious objector,person who refuses military service,AI
13062,war year,year in which war is waged,AI
13063,wartime,time when war prevails,AI
13064,criminalist,person involved in solving criminal cases,AI
13065,crisis area,larger area where a crisis prevails,AI
13066,cubic centimeter,unit of volume of a cube one centimeter on a side,AI
13067,cultural work,work in the cultural field,AI
13068,cultural revolution,communist idea of creating a new human,AI
13069,cultural event,event presenting cultural content,AI
13070,medical malpractice,medical treatment error,AI
13071,art school,institution offering fine arts studies,AI
13072,art collector,collector of art objects,AI
13073,spa director,director of a spa resort,AI
13074,female course instructor,female leader of a course,AI
13075,course,a class a training event or a module of a program,AI
13076,laboratory,place where scientific investigations analyses and experiments are carried out,AI
13077,shop counter,sales counter in a shop,AI
13078,state studio,studio of a broadcaster in the federal state,AI
13079,landscape protection,measures to preserve the natural environment and landscape appearance,AI
13080,country estate,large estate in the countryside,AI
13081,student association,traditional student association of those from the same region,AI
13082,region,bounded region,AI
13083,larva,juvenile stage that differs from the adult animal,AI
13084,tractor trailer,truck with at least one trailer,AI
13085,Latino,person in the Americas with Latin American roots,AI
13086,life plan,ideas plans for shaping ones life,AI
13087,life insurer,provider of life insurance,AI
13088,Leis,family name,AI
13089,lead figure,person regarded as benchmark or most important figure,AI
13090,reader,collection of texts usually for children and students,AI
13091,loess,unusable clayey rock or clayey soil,AI
13092,lieutenant,officer rank below first lieutenant with variations by branch,AI
13093,play of light,natural or artificial light phenomenon seen as aesthetic,AI
13094,eyelid,skin that covers the eyes in higher animals and humans,AI
13095,liquidation,winding up a company or association with sale of assets,AI
13096,literary critic,person who writes reviews of literary works,AI
13097,wage agreement,collective wage settlement,AI
13098,wage compensation,compensation for wage differences,AI
13099,wage level,average wage level,AI
13100,wage policy,measures to influence general wage level,AI
