id,translate,translate_description,source
5701,coat of paint,painting or applying paint,AI
5702,inaugural speech,speech at the beginning of a role,AI
5703,Antwerp,city in Belgium,AI
5704,Arab,"member of various Semitic peoples settled in North Africa, the Arabian Peninsula and the Near East",AI
5705,labor court,court dealing with cases concerning labor law,AI
5706,working life,part of life spent on professional work and its conditions,AI
5707,unemployment benefit,money paid by unemployment insurance; a social benefit,AI
5708,labor law,body of legal rules governing employment relationships,AI
5709,female architect,female professional who plans buildings,AI
5710,army chief,head of an army,AI
5711,testimony of incompetence,proof of unfitness,AI
5712,Ash Wednesday,start of the 40-day fast in Christianity,AI
5713,astronomy,study of the stars as an exact science,AI
5714,asylum law,body of legal rules on granting asylum,AI
5715,breath,single act of inhaling or exhaling,AI
5716,athlete,person who trains and competes in sports,AI
5717,female athlete,female athlete and competitor,AI
5718,breathing,process of inhaling and exhaling air,AI
5719,maintenance,measures to keep something in existence,AI
5720,opening match,first match in a tournament or season,AI
5721,inspection,direct observation,AI
5722,male eyewitness,male person who witnessed an event or act,AI
5723,auction house,"company that appraises, documents, presents and sells goods",AI
5724,organizer,person or organization that prepares and organizes an event,AI
5725,selection procedure,process in which people or items are selected for a purpose,AI
5726,car trip,trip by car,AI
5727,automatism,activity without control by the central nervous system,AI
5728,car race,competition where four-wheeled vehicles race for speed,AI
5729,bathhouse keeper,owner of a bath who also performed healing and barber work,AI
5730,swimming lake,lake where swimming is possible,AI
5731,bathtub,elongated tub in a bathroom for bathing,AI
5732,station district,area of a city around the station,AI
5733,rail line,line on which trains run regularly,AI
5734,bacterium,single-celled prokaryotic organism without a cell nucleus,AI
5735,Baltic region,region of the Baltic states,AI
5736,banana,"elongated, usually yellow tropical fruit",AI
5737,bank account,account at a bank managed by it,AI
5738,bass singer,singer with a bass voice,AI
5739,building application,written request for a building permit,AI
5740,construction trade,sector of companies whose business is construction,AI
5741,building land,land that can be built on according to zoning plans,AI
5742,cotton,seed hairs of the cotton plant,AI
5743,construction company,company that performs construction work,AI
5744,answering,oral or written answer to a question or inquiry,AI
5745,authority,authorization to do something,AI
5746,desire,intense desire for something or someone,AI
5747,inspection,entering and inspecting an area or room,AI
5748,female companion,female person who accompanies someone,AI
5749,Beirut,capital of Lebanon,AI
5750,contributor,person who regularly pays contributions,AI
5751,coating,layer applied to a surface,AI
5752,siege,encircling a city to force surrender by starvation,AI
5753,disadvantage,worse treatment compared to others,AI
5754,naming,word or expression for something meant,AI
5755,use,use of something,AI
5756,comfort,presence of pleasant feelings due to objects or facilities,AI
5757,female advisor,qualified female person who gives advice,AI
5758,consulting company,company for consulting,AI
5759,authorization,authority to do something,AI
5760,riot police,support and rapid response units of police forces,AI
5761,mountain station,"terminal of a mountain railway, cable car, or chairlift",AI
5762,female Berliner,female person born or living in Berlin,AI
5763,work experience,knowledge and experience gained through practice,AI
5764,vocational school,part-time vocational school in the dual system,AI
5765,appeal proceedings,court proceedings reviewing a lower court's judgment,AI
5766,calming,relaxing a situation,AI
5767,modesty,unobtrusive restraint,AI
5768,best performance,best possible performance,AI
5769,punishment,imposition of a penalty,AI
5770,operating company,company that operates something,AI
5771,operations manager,head of an operation,AI
5772,affected person,person affected or impacted,AI
5773,management,running or management of an operation,AI
5774,district government,highest administrative authority of a government district,AI
5775,district head,supporter of the mayor in district affairs,AI
5776,biathlon,winter sport combining cross-country skiing and shooting,AI
5777,sculptor,artist who creates sculptures,AI
5778,education policy,political measures and decisions about education,AI
5779,link,device or person that connects different units,AI
5780,bistro,small simple place for drinks and small meals,AI
5781,eye-catcher,conspicuous object attracting attention,AI
5782,bombardment,continuous attack with heavy guns or bombs,AI
5783,Bolzano,city in South Tyrol,AI
5784,arsonist,person who causes a fire intentionally or negligently,AI
5785,roast,roasted piece of meat,AI
5786,bravura,ability to master something despite setbacks,AI
5787,back,back or hump,AI
5788,federal institution,federal authority,AI
5789,female federal health minister,female head of health at federal level,AI
5790,federal institute,institute of the federal government,AI
5791,female federal minister,female head of a federal ministry,AI
5792,Federal Court of Auditors,independent authority controlling federal finances,AI
5793,federal association,association at federal level,AI
5794,federal executive board,board of a federal organization,AI
5795,young man,young man; boy,AI
5796,bus station,transport facility with bus platforms,AI
5797,castle,castle (English),AI
5798,catering,professional provision of food and drink at any location,AI
5799,equal opportunity,equality of chances,AI
5800,batch,lot produced in one production run,AI
