id,translate,translate_description,source
1601,facade,front view of a building,AI
1602,feedback,report of a perception or evaluation that can be used to change or improve something,AI
1603,holiday,day set apart from everyday life devoted to an event person or special circumstance,AI
1604,enemy,person or group with a particularly negative relationship to another,AI
1605,distance,great spatial distance,AI
1606,television set,device for receiving and displaying TV signals,AI
1607,completion,process of bringing something to an end such as a job or task,AI
1608,fortress,archaic poetic term,AI
1609,fireworks,display with rockets and or firecrackers,AI
1610,branch,shop belonging to the same company and part of a chain,AI
1611,Finland,state in northern Europe,AI
1612,roof ridge,highest edge of a sloped roof,AI
1613,fish,animal that lives underwater and breathes through gills,AI
1614,flag,flag attached to a rope as a national or honorary symbol of a state,AI
1615,bottle,container for storing and transporting liquids or gases with a characteristic shape and neck,AI
1616,Flensburg,city in Schleswig Holstein,AI
1617,Florida,US state,AI
1618,fox,fox in English,AI
1619,Frenchman,citizen or resident of France,AI
1620,release,permission to use something such as money or a network,AI
1621,prison sentence,punishment of deprivation of liberty for a period in prison,AI
1622,Friday morning,morning of a Friday,AI
1623,Friday afternoon,afternoon of a Friday,AI
1624,leisure time,time freely available,AI
1625,cemetery,place often near a church for burial of the dead,AI
1626,frustration,feeling of disappointment from repeated failure,AI
1627,fox,member of certain short legged species of the dog family,AI
1628,foundation,base of a building or machine,AI
1629,fusion,merging of objects,AI
1630,gala,formal attire or court dress,AI
1631,gallery,open corridor on one side in or on buildings,AI
1632,garage,room for parking motor vehicles,AI
1633,use,use or application,AI
1634,thought,process of thinking,AI
1635,commemoration,honoring and remembering a past event or deceased person,AI
1636,sidewalk,pedestrian area next to a roadway,AI
1637,Gelsenkirchen,city in North Rhine Westphalia,AI
1638,gene,sequence on DNA coding for a specific RNA,AI
1639,general,officer rank,AI
1640,enjoyment,consumption of food smoke or drink,AI
1641,Gera,city in Thuringia,AI
1642,court,higher instance for deciding legal disputes,AI
1643,sex,property of higher living beings to be male or female,AI
1644,sisters totality,totality of sisters,AI
1645,design,measure for shaping an object,AI
1646,gesture,sign by movements of hands arms head or body for communication,AI
1647,healthcare system,totality of institutions persons and processes for health,AI
1648,shine,shine or reflection especially on smooth materials,AI
1649,equilibrium,state of reversible chemical reaction where forward and reverse balance,AI
1650,gold price,price of gold on the world market,AI
1651,worship service,gathering of believers to pray and celebrate according to liturgy,AI
1652,governor,governor or highest official of a province or colony,AI
1653,grave,burial place or final resting place,AI
1654,horror,feeling of fear or dread from something threatening,AI
1655,gymnasium,secondary school with Abitur or Matura,AI
1656,The Hague,seat of the Dutch government,AI
1657,prison sentence,form of penal deprivation of liberty,AI
1658,hook,curved device for hanging or hooking objects,AI
1659,peninsula,land surrounded by water on three sides,AI
1660,stop,place where public transport stops,AI
1661,action,human action or deliberate act,AI
1662,need for action,need or necessity to act,AI
1663,Hanseatic city,city that was a member of the Hanse,AI
1664,hardware,physical components of a computer or system,AI
1665,breath,weak breath,AI
1666,leading role,most important role in a film or play,AI
1667,annual general meeting,annual meeting of shareholders to receive information,AI
1668,Heidelberg,city in Baden Wurttemberg,AI
1669,Christmas Eve,24 December the eve of Christmas,AI
1670,home country,country where one was born or grew up,AI
1671,home city,city where one feels at home,AI
1672,heating,system or device for warming,AI
1673,historian,scientist who researches and presents history,AI
1674,hit,very successful product,AI
1675,hobby,activity or interest done voluntarily for enjoyment,AI
1676,flood,water overflowing riverbanks,AI
1677,holding,company that owns capital stakes in subsidiaries,AI
1678,Hollywood,district of Los Angeles,AI
1679,Holstein,region in northern Germany,AI
1680,horn,wind instrument consisting of one or two coiled tubes,AI
1681,horoscope,schematic representation of planetary positions at a time,AI
1682,tornado,small scale air vortex in the atmosphere,AI
1683,hunger,desire for food,AI
1684,image,internal picture of an object influencing its reputation,AI
1685,real estate,immovable property asset,AI
1686,import dative,dative singular form of the noun Import,AI
1687,owner,person who owns something,AI
1688,interior space,space enclosed by walls and ceiling inside something,AI
1689,insider,person with internal information,AI
1690,inspiration,illuminating idea,AI
1691,institution,institution or organization or agency,AI
1692,staging,artistic staging of a performance,AI
1693,invasion,incursion of hostile attackers into foreign territory,AI
1694,investment,investment of capital to achieve profit,AI
1695,investment,capital investment,AI
1696,Ireland,island state in Europe,AI
1697,jacket,garment for men and women covering the upper body,AI
1698,hunt,searching stalking catching and killing game by hunters,AI
1699,anniversary,day on which an event recurs,AI
1700,cohort,people born in a specific year,AI
