id,translate,translate_description,source
10301,knife fight,fight or attack involving stabbing with a knife,AI
10302,metal fan,person who listens to a metal subgenre,AI
10303,meteorite,natural cosmic body that enters atmosphere and reaches Earth,AI
10304,meteorology,study of physical processes and laws in the atmosphere,AI
10305,rent index,overview of rental prices,AI
10306,reduction,act of making something smaller or reduced,AI
10307,displeasure,rejection or dissatisfaction with something,AI
10308,mismanagement,failed coordination of planning execution and control,AI
10309,Mediterranean island,island located in the Mediterranean area,AI
10310,middle part,middle part,AI
10311,Monopoly,board game simulating building a property empire,AI
10312,mister,form of address equivalent to Mr,AI
10313,assassination attempt,attack intended to kill one or more people,AI
10314,morning star,name for the planet Venus in the eastern morning sky,AI
10315,multi,multiple and short for multinational,AI
10316,mouth corner,outer corner of the mouth where upper and lower lip meet,AI
10317,band,group of people who make music together,AI
10318,music conservatory,higher education institution offering music programs,AI
10319,music teacher,teacher who teaches music,AI
10320,music lessons,lessons that teach skills and topics in music,AI
10321,dare,challenge in which someone must prove courage,AI
10322,womb,belly of a pregnant woman referring to the developing embryo,AI
10323,neighboring state,state sharing a border with another,AI
10324,second helping,additional portion of the previous dish,AI
10325,nightingale,European songbird species Luscinia megarhynchos,AI
10326,supplementary budget,budget adjusted after an already approved budget,AI
10327,additional payment,final payment and its transfer,AI
10328,nudity,state of being unclothed,AI
10329,national league,top national sports league,AI
10330,law of nature,natural phenomenon that can be described and proven,AI
10331,natural science,group of sciences studying nonliving and living nature,AI
10332,navigator,person responsible for navigation on ship or aircraft,AI
10333,Nazi era,period of National Socialist rule in Germany 1933 to 1945,AI
10334,side job,job providing additional income,AI
10335,side effect,undesired but weaker effect often from medical treatment,AI
10336,net income,money someone receives after deductions,AI
10337,retina,layer of nerve cells in the eye converting light into nerve impulses,AI
10338,new line,new rail or road line,AI
10339,suppression,violent ending of an uprising or demonstration,AI
10340,Nippon,Japanese name for Japan,AI
10341,nitrate,salt of nitric acid,AI
10342,emergency aid,aid for someone in need,AI
10343,nuance,very subtle barely noticeable difference within a continuum,AI
10344,zero point,point on a scale representing zero,AI
10345,zero fare,fare of zero free of charge,AI
10346,upper class,higher school class,AI
10347,high command,highest command authority,AI
10348,Olympus,mountain of the Greek gods,AI
10349,Olympic bid,bid for the Olympic Games,AI
10350,Olympic victory,victory won in an Olympic competition,AI
10351,omega,last letter of the Greek alphabet,AI
10352,optimist,person filled with optimism,AI
10353,ordination,religious ritual commissioning to a clerical office,AI
10354,disorientation,lack of orientation disoriented state,AI
10355,original title,title originally given to a work by its creator,AI
10356,hurricane,storm of force 12 on the Beaufort scale extremely violent,AI
10357,bypass,road that bypasses a town to avoid passing through,AI
10358,osteoporosis,pathological bone loss,AI
10359,ozone,colorless aggressive toxic compound of three oxygen atoms formed by UV or electrical discharge,AI
10360,parabola,set of points in a plane equidistant from a focus and a directrix,AI
10361,parking management,management of parking space,AI
10362,party financing,financing of political parties,AI
10363,party chairman,chair of a voter association with party status,AI
10364,party program,document presenting a partys positions and goals,AI
10365,party chairman,person who holds the chair of a political party,AI
10366,score,notation of polyphonic music,AI
10367,passenger aircraft,aircraft used exclusively to transport passengers,AI
10368,unlucky person,person with little luck and much misfortune,AI
10369,embarrassment,something that is felt as embarrassing,AI
10370,pendulum,mass hanging on a rod or string that swings back and forth,AI
10371,pension reform,reform of the pension system,AI
10372,percussion,percussion instruments drums,AI
10373,personnel costs,expenses for personnel deployment,AI
10374,personnel policy,policy in dealing with staff,AI
10375,passenger car,motor vehicle for transporting a few persons,AI
10376,peso,unit derived from a Spanish silver coin and used in former colonies,AI
10377,scouts,international youth organization independent of religion and politics,AI
10378,peacock,ornamental bird with striking tail feathers,AI
10379,whistling concert,sustained collective whistling as expression of displeasure,AI
10380,piazza,square or marketplace,AI
10381,pimple,infected raised spot of the skin,AI
10382,sticker,self adhesive label,AI
10383,penguin,flightless seabird,AI
10384,planning approval decision,decision in a planning approval procedure,AI
10385,plantation,large agricultural or forestry operation with monocultures,AI
10386,planned economy,centrally administered economy with key decisions by government,AI
10387,lack of space,very little space,AI
10388,politicization,growth of political aspects,AI
10389,police service,professional activity in the police,AI
10390,pomp,exaggerated splendor for show,AI
10391,power,ability or capability for an action,AI
10392,pragmatist,person who acts pragmatically,AI
10393,female intern,female person who completes an internship,AI
10394,practitioner,person active in practice,AI
10395,price range,difference between lowest and highest price range of prices,AI
10396,price decline,drop in achievable price,AI
10397,press council,body for press matters,AI
10398,chief physician,leading doctor,AI
10399,private house,house privately owned and used,AI
10400,private enterprise,company not owned or run by the state,AI
