id,translate,translate_description,source
2401,hail,precipitation of small ice pellets,AI
2402,rooster,male animal of various bird species,AI
2403,Halloween,evening of 31 October the eve of All Saints,AI
2404,holder,device that holds something in place,AI
2405,handball,leather ball filled with air for handball,AI
2406,trade partner,state or company that trades with another,AI
2407,handbag,small to medium bag carried by hand or over the shoulder,AI
2408,craftsman,person who practices a trade professionally,AI
2409,slope,natural slope or embankment,AI
2410,harmony,good agreement especially between partners,AI
2411,Hartmann,family name,AI
2412,main reason,decisive cause,AI
2413,head office,most important seat of a company or institution,AI
2414,home,house or apartment where someone lives,AI
2415,home win,win by the home team,AI
2416,hero,person who acts bravely or successfully for others or a cause,AI
2417,helper,person who helps,AI
2418,helicopter,aircraft kept aloft by one or more horizontal rotors,AI
2419,brightness,presence of light,AI
2420,rulership,designation for rulers or persons with leadership roles,AI
2421,duchess,female person holding the dignity of a duke,AI
2422,haste,extreme haste,AI
2423,heat wave,long period of very hot days,AI
2424,Hofmann,family name,AI
2425,Holocaust,mass systematic persecution and extermination of European Jews by Nazi Germany,AI
2426,Hong Kong,special administrative region in China,AI
2427,honey,product made by honey bees from nectar,AI
2428,horizon,boundary line between the visible earth and sky,AI
2429,ideology,worldview or system of ideas supporting a social standpoint,AI
2430,immune system,biological defense system of higher organisms,AI
2431,vaccination,administration of antigen to produce immunity,AI
2432,impulse,stimulus or prompt,AI
2433,commissioning,first time use of a plant or machine,AI
2434,infection,transmission of pathogens,AI
2435,home country,ones own country or the country one refers to,AI
2436,inner courtyard,open space surrounded by buildings,AI
2437,authority,authority or institution for a matter,AI
2438,website,overall internet presence of a company organization or person,AI
2439,interpretation,attempt to uncover meaning in a work,AI
2440,Isar,river in Bavaria,AI
2441,Islam,monotheistic religion founded in 7th century by Muhammad,AI
2442,joker,playing card of special value that can replace other cards,AI
2443,Jordan,river and also a proper name,AI
2444,journalism,practical work of a journalist,AI
2445,youth work,work with youth,AI
2446,female jurist,female person who studied law,AI
2447,prison,prisons for serving sentences or pre trial detention,AI
2448,female justice minister,female head of the justice ministry,AI
2449,justice ministry,ministry responsible for justice,AI
2450,correctional facility,facility housing prisoners serving sentences or remand,AI
2451,Canadian,citizen of Canada,AI
2452,cardinal,religious title granted by the Pope eligible to elect a pope,AI
2453,Caribbean,southeastern part of the American Mediterranean with islands,AI
2454,carnival,period of exuberant celebration before Lent,AI
2455,box,lockable box shaped container,AI
2456,merchant,owner of a trading business or skilled employee in one,AI
2457,purchase price,amount of money to pay for acquiring goods,AI
2458,foosball,table football game and table,AI
2459,childcare,caring for and educating small children,AI
2460,kiosk,freestanding booth open on several sides,AI
2461,parish,smallest organized unit of a Christian community,AI
2462,plain text,unencrypted and directly understandable text,AI
2463,piano,keyboard instrument producing sound by strings,AI
2464,dress,one piece garment for women,AI
2465,small town,town with 5000 to 20000 inhabitants in German speaking area,AI
2466,compact car,small but full fledged automobile with affordable price,AI
2467,bang,very short loud noise like a detonation,AI
2468,squire,assistant and apprentice of a knight,AI
2469,knot,tightly interlaced part of a thread or rope,AI
2470,Koblenz,city in Rhineland Palatinate,AI
2471,car trunk,space for luggage usually in the rear of a car,AI
2472,coal,carbon rich combustible substance from fossilized plants,AI
2473,commander,person commanding a unit or facility,AI
2474,complex,collection of interrelated details forming a whole,AI
2475,console,electronic device for setting various functions,AI
2476,constellation,position of planets relative to each other and zodiac signs,AI
2477,construction,designing and planning a tangible thing,AI
2478,counterattack,quick counterattack by a team under pressure,AI
2479,contrast,noticeable difference between things,AI
2480,header,ball played with the head,AI
2481,correction,spelling and grammar correction of a text,AI
2482,health insurance fund,carrier of statutory health insurance,AI
2483,health insurance,insurance covering costs in case of illness,AI
2484,district league,league level limited to a sports district,AI
2485,district council,local representative body of a district,AI
2486,roundabout,circular road layout with entrances and exits,AI
2487,war end,end of a war; time when hostilities cease,AI
2488,war crime,acts in war violating international law,AI
2489,Crimea,peninsula on the Black Sea,AI
2490,crime story,story about a serious crime,AI
2491,criminal police,short for criminal police,AI
2492,Cuba,state in the Caribbean,AI
2493,cubic meter,unit of volume of a cube one meter on a side,AI
2494,plastic,solid material made of synthetic or semi synthetic polymers,AI
2495,artwork,creative work of an artist,AI
2496,courier,someone who delivers confidential messages on official duty,AI
2497,course change,change of direction of movement,AI
2498,brine,solution of salt water and possibly other spices for pickling food,AI
2499,state office,authority in the responsibility of a federal state,AI
2500,state criminal police office,top state authority subordinate to the interior ministry,AI
