id,translate,translate_description,source
6401,дольщик,"человек, владеющий долей чего-либо",AI
6402,адвокатская контора,офис адвоката,AI
6403,табло,"видимо размещенная панель с постоянно обновляемой информацией (например на вокзалах, в аэропортах, на стадионах)",AI
6404,апартаменты,небольшая комфортная квартира,AI
6405,аппарат,техническое устройство повышенной сложности,AI
6406,аквариум,емкость с водой для содержания и наблюдения за водными животными и растениями,AI
6407,арабский язык,"язык Корана, происходящий с Аравийского полуострова и ныне говоримый примерно 300 млн человек",AI
6408,министерство труда,"министерство, ответственное за вопросы рынка труда",AI
6409,трудовой договор,договор между работником и работодателем с условиями труда,AI
6410,ковчег,спасательный корабль Ноя,AI
6411,высокомерие,"самоуверенное, надменное отношение к другим",AI
6412,визит к врачу,посещение врача,AI
6413,передышка,короткая фаза отдыха,AI
6414,подготовка,подготовка чего-либо к использованию,AI
6415,настроение перемен,настроение или импульс к позитивным изменениям,AI
6416,перечень,списочное расположение информации,AI
6417,председательница наблюдательного совета,женская форма: председатель наблюдательного совета,AI
6418,портфель заказов,сумма открытых заказов.,AI
6419,смягчение,размягчение; ослабление.,AI
6420,инструктор,"человек, обучающий других (или животных)",AI
6421,экспорт,вывоз товаров из страны; экспорт,AI
6422,поездка за границу,путешествие за рубеж,AI
6423,правило-исключение,"правило, представляющее собой исключение",AI
6424,содержательная ценность,ценность высказывания по воздействию и значимости,AI
6425,забастовка,"стачка, прекращение работы",AI
6426,автомат,"машина, которая действует по программе и реагирует на ввод пользователя",AI
6427,купальный сезон,"период года, когда можно купаться",AI
6428,глава Deutsche Bahn,председатель правления Deutsche Bahn AG,AI
6429,балансирование,"выступление, в котором сохраняют равновесие",AI
6430,бальный зал,большой украшенный зал для танцев,AI
6431,страх,"страх, тревога, робость",AI
6432,банкир,специалист банковского дела,AI
6433,барон,"французский дворянский титул, равный немецкому фрайхерру",AI
6434,зона застройки,"территория, предназначенная под строительство",AI
6435,строительные нормы,правовой документ с правилами строительства региона,AI
6436,серия,"изделия, выполненные в одинаковом исполнении",AI
6437,строительный забор,временное ограждение стройплощадки,AI
6438,оплодотворение,соединение половых клеток для возникновения нового организма,AI
6439,сопровождающее лицо,"человек, который сопровождает.",AI
6440,помилование,снижение или отмена наказания,AI
6441,снятие,"австр.: снятие суммы денег, всего капитала",AI
6442,привкус,побочный вкус,AI
6443,урегулирование,прекращение конфликта/спора,AI
6444,член комиссии,член коллегии без функции председателя,AI
6445,обнародование,публичное сообщение,AI
6446,знакомство,начало контакта или личной связи,AI
6447,признательное письмо,"письмо, в котором кто-то признается в совершении чего-либо",AI
6448,задание,назначение или конфигурация значения,AI
6449,благотворительный концерт,"концерт, доход от которого идет на помощь нуждающимся",AI
6450,бензиновый автомобиль,автомобиль с бензиновым двигателем,AI
6451,горная деревня,деревня в горах,AI
6452,профессиональное обучение,обучение для овладения профессией,AI
6453,свойство,особенность или состояние вещи,AI
6454,метла,инструмент для уборки с щетиной и рукояткой,AI
6455,инвентаризация,"физический учет путем подсчета, измерения, взвешивания",AI
6456,столовые приборы,инструменты для еды,AI
6457,посетительница,женщина‑посетитель,AI
6458,ударение,выделение слога силой и высотой,AI
6459,кураторка,"женщина, сопровождающая, ухаживающая или помогающая другим",AI
6460,прибыль предприятия,прибыль предприятия.,AI
6461,вооружение,обеспечение оружием,AI
6462,сохранение,сохранение состояния или вещи,AI
6463,Биби,женское имя или прозвище,AI
6464,участник торгов,"тот, кто делает ставку; тот, кто предлагает",AI
6465,книжка с картинками,книга с множеством картинок и небольшим количеством текста,AI
6466,позор,"стыд, ситуация, ведущая к потере лица, неловкая",AI
6467,духовой ансамбль,"музыкальная группа, играющая на духовых инструментах и духовую музыку",AI
6468,поле зрения,"область, которую можно охватить взглядом",AI
6469,блондинка,женщина с белокурыми волосами,AI
6470,тело,"тело, обычно хорошо сложенное, мускулистое",AI
6471,укрепление,"защитное сооружение, ранее строившееся из досок",AI
6472,желтая газета,"газета с очень броской подачей, в основном о тривиальных темах",AI
6473,пит-стоп,кратковременная остановка гоночного автомобиля в боксах,AI
6474,очаг пожара,"место, откуда начинается и распространяется пожар",AI
6475,топливо,"материал, который хорошо горит и служит для получения энергии",AI
6476,бухгалтерия,"подразделение предприятия, фиксирующее все хозяйственные операции",AI
6477,киоск,небольшая торговая точка; киоск,AI
6478,федеральное министерство финансов,министерство финансов федерации,AI
6479,федеральный министр обороны,руководитель федерального министерства обороны,AI
6480,федеральный председатель (жен.),"женщина, руководящая и несущая ответственность за союз, партию или организацию на федеральном уровне",AI
6481,федеральное министерство экономики,"министерство федерации, отвечающее за экономическое развитие",AI
6482,руины замка,руины крепости,AI
6483,каньон,глубокое узкое ущелье,AI
6484,химический концерн,"крупная компания, производящая синтетические продукты",AI
6485,дирижер хора,"человек, который дирижирует и руководит хором",AI
6486,коктейль,алкогольный смешанный напиток,AI
6487,кокс,зимнее яблоко с красновато‑желтой кожурой,AI
6488,танцы,танцы; танцевальное мероприятие,AI
6489,дамба,"вал у водоемов (например рек, морских побережий) для защиты от наводнений",AI
6490,правонарушение,нарушение действующего уголовного права,AI
6491,демонстрационное шествие,"группа людей, движущаяся публично для продвижения своих целей",AI
6492,полигон,место или сооружение для хранения отходов и мусора,AI
6493,депортация,насильственное перемещение человека или группы в удаленное место,AI
6494,толкование,попытка понять более глубокий смысл чего‑либо,AI
6495,диагональ,"косая линия или объекты, расположенные по косой линии",AI
6496,слуга,"домашний работник, выполняющий обязанности для господина",AI
6497,сектор услуг,"сектор экономики, в котором оказываются услуги",AI
6498,устный переводчик,"человек, переводящий устную речь",AI
6499,двойная роль,одновременное исполнение двух ролей,AI
6500,драматизм,"напряженная, волнующая ситуация",AI
