id,translate,translate_description,source
12001,транспортная сеть,"совокупность линий, связывающих регион",AI
12002,транспортный планировщик,специалист по планированию транспорта,AI
12003,заявление,публикация информации,AI
12004,замешательство,чувство неуверенности и смущения,AI
12005,арендодатель,"лицо, сдающее вещь за плату или залог",AI
12006,почтовая торговля,торговля с доставкой,AI
12007,похищение,принудительное увозение людей,AI
12008,страховая компания,"фирма, обещающая возмещение ущерба",AI
12009,национализация,передача управления частными предприятиями государству,AI
12010,раздражение,плохое настроение,AI
12011,вовлеченность,состояние запутанности в ситуации,AI
12012,оскорбление,"унижение, порочащие высказывания",AI
12013,украшение,необязательный декоративный элемент,AI
12014,вибрация,быстрое колебательное движение,AI
12015,видеозапись,запись события на видео,AI
12016,виртуоз,мастер своего искусства,AI
12017,Виста,название ОС; также вид,AI
12018,охрана птиц,меры по сохранению и восстановлению птиц,AI
12019,омбудсмен,защитник прав граждан,AI
12020,народный конгресс,собрание представителей населения,AI
12021,предчувствие,неясное чувство грядущего,AI
12022,результат прошлого года,"показатель, достигнутый в прошлом году",AI
12023,повестка,официальное требование явиться,AI
12024,заставка,вступление к фильму или книге,AI
12025,прибыль до налогов,прибыль до учета налогов,AI
12026,давние времена,очень давний период,AI
12027,торговля оружием,торговля оружием,AI
12028,паломническое место,"место, куда совершают паломничество",AI
12029,переходящий кубок,"приз, передаваемый следующему победителю",AI
12030,день похода,день для экскурсии или похода,AI
12031,товарооборот,транспортирование товаров разными видами транспорта,AI
12032,водная игра,игра с водой; водная аттракция,AI
12033,баба,пренебрежительное название женщины,AI
12034,мировой успех,успех на мировом уровне,AI
12035,мировая литература,литература мирового значения,AI
12036,мировая слава,известность на мировом уровне,AI
12037,рекламная акция,акция для рекламы,AI
12038,выставка работ,экспозиция всего творчества,AI
12039,жест,"знак глазами, головой или рукой",AI
12040,экономическое сообщество,"группа, взаимодействующая экономически",AI
12041,экономический союз,объединение по экономическим интересам,AI
12042,вдовец,"мужчина, потерявший жену",AI
12043,благосостояние,общественное благо и гарантии,AI
12044,социальная организация,некоммерческая организация в соцсфере,AI
12045,удовольствие,приятное чувство,AI
12046,жилой массив,компактная зона с жилыми домами,AI
12047,мечта,"надежда, часто нереалистичная",AI
12048,протезирование зубов,искусственный заменитель зубов,AI
12049,зубная паста,паста для чистки зубов,AI
12050,волшебное слово,слово или формула для магии,AI
12051,современник,человек одной эпохи,AI
12052,дзен,"направление буддизма, основанное на медитации",AI
12053,Центральная Европа,регион Европы,AI
12054,гражданский,"человек, не состоящий в армии",AI
12055,каторжная тюрьма,устаревшее: тюрьма строгого режима,AI
12056,доплата,собственный взнос к возмещаемым суммам,AI
12057,принудительная продажа с торгов,"принудительная продажа объекта, чаще недвижимости, для удовлетворения кредиторов",AI
12058,промежуточная остановка,остановка транспорта между отправлением и конечной,AI
12059,циник,"человек, который язвителен и оскорбителен",AI
12060,подписчик/абонент,"лицо, которое пользуется правом на регулярные услуги или товары (обычно по предоплате)",Ilia
12061,остановка депортации,остановка депортаций.,Ilia
12062,адажио,медленный музыкальный темп.,AI
12063,шило,"инструмент для прокалывания отверстий в плотных материалах, например в коже",AI
12064,предок,предок; предки группы или народа,AI
12065,папка-регистратор,"большая прочная папка, в которую подшиваются листы (обычно документы)",AI
12066,портфель,"сумка для переноса дел, книг и других офисных материалов",AI
12067,эль,английский светлый сорт пива,AI
12068,Алжир,столица Алжира.,AI
12069,аллегро,обозначение быстрого темпа исполнения музыкального произведения,AI
12070,квартира в старом доме,квартира в старом здании,AI
12071,любитель,"человек, который занимается чем-то из увлечения и не профессионально",AI
12072,служебный год,год срока полномочий.,AI
12073,официальный язык,официальный язык органов власти страны,AI
12074,аналитик,"человек, который детально исследует сложный вопрос",AI
12075,Анатолия,регион в Турции.,AI
12076,враждебность,враждебная агрессия,AI
12077,ассортимент предложений,набор предлагаемых вариантов.,AI
12078,пункт обвинения,"один из пунктов, по которым кого-то обвиняют",AI
12079,регистрационная форма,стандартизированный шаблон для регистрации,AI
12080,крайний срок регистрации,"момент, после которого регистрация невозможна",AI
12081,призывание,"просьба, обращенная к высшему, святому или сверхъестественному существу",AI
12082,антология,"сборник литературных текстов, обычно одного автора или на определенную тему",AI
12083,антикварный магазин,"магазин, специализирующийся на торговле старыми и подержанными книгами",AI
12084,акварель,"картина, выполненная водорастворимыми, непрозрачными красками",AI
12085,наемная работница,"женщина, имеющая оплачиваемую работу",AI
12086,поле деятельности,"совокупность задач, за которые отвечает человек или организация",AI
12087,трудовой лагерь,"лагерь, где заключенных держат на принудительных работах",AI
12088,помощь безработным,компенсационная выплата безработным,AI
12089,уровень безработицы,доля безработных по отношению к занятым,AI
12090,число безработных,количество безработных,AI
12091,сокращение рабочих мест,сокращение рабочих мест.,AI
12092,потеря работы,потеря рабочего места,AI
12093,рабочий процесс,ход работы.,AI
12094,рабочее помещение,"помещение, где работают",AI
12095,рабочий час,"час, в который работают",AI
12096,модель рабочего времени,схема распределения рабочего времени,AI
12097,архитектурный конкурс,конкурс на лучший архитектурный проект,AI
12098,бедный квартал,"район города, где живут преимущественно бедные",AI
12099,атомная политика,цели и решения правительства по использованию ядерной энергии,AI
12100,ядерное испытание,испытание ядерных зарядов,AI
12101,аукционист,"человек, который проводит аукцион",AI
12102,цена выпуска,"сумма, уплачиваемая при приобретении паёв фондов или сертификатов",AI
12103,отбор,выбор лучших,AI
12104,председательница комитета,женская форма: председатель комитета,AI
12105,организатор выставок,"человек, который концептуально готовит выставки",AI
12106,программа обмена,программа для обмена людьми.,AI
12107,съезд на автобан,въезд или выезд на автомагистраль,AI
12108,автомобильная бомба,"взрывчатка, установленная в машине для уничтожения цели",AI
12109,автобус,транспортное средство для перевозки многих пассажиров,AI
12110,угонщик,"человек, похищающий автомобиль",AI
12111,угон автомобиля,кража автомобиля,AI
12112,разбитая машина,"автомобиль, обычно разрушенный аварией",AI
12113,аве,"молитва, обращенная к Марии",AI
12114,няня,"человек, присматривающий за малышами за плату",AI
12115,станция,остановка поезда,AI
12116,падение,резко снижающиеся курсы на бирже,AI
12117,бальзам,густая смесь древесной смолы и эфирных масел,AI
12118,бандит,"преступник, грабитель, часто член преступной группы",AI
12119,банковская тайна,обязанность и право банков не раскрывать данные клиентов,AI
12120,банкир,лично отвечающий владелец или член правления банка,AI
12121,банкнота,"денежный знак, используемый в повседневных расчетах",AI
12122,крестьянская семья,"семья, занимающаяся сельским хозяйством",AI
12123,строительные работы,производительность/объем работ в строительстве.,AI
12124,план строительства,план или замысел построить что-либо,AI
12125,строительный банк,кредитный институт для финансирования жилья,AI
12126,стройсберконтракт,договор со стройсберкассой для финансирования жилья,AI
12127,произвольность,немецкий эквивалент «арбитрарности»,AI
12128,благотворительное мероприятие,мероприятие ради доброго дела.,AI
12129,бензиновый двигатель,двигатель внутреннего сгорания на бензине,AI
12130,Бергизель,гора/место у Инсбрука.,AI
12131,название профессии,обозначение определенной профессии,AI
12132,оккупационная зона,"территория, занятая иностранными войсками",AI
12133,обрезание,операция по удалению крайней плоти,AI
12134,взятка,денежная выплата с целью побудить к незаконным действиям,AI
12135,точка зрения,способ рассмотрения; аспект,AI
12136,операционная компания,"юридическое лицо, ведущее оперативную деятельность",AI
12137,глава совета работников,руководитель совета работников.,AI
12138,коллективное соглашение,договор между советом работников и работодателем,AI
12139,районная лига,региональный класс соревнований,AI
12140,районный союз,объединение на районном уровне.,AI
12141,председательница округа,женская форма: председатель округа.,AI
12142,преимущественное право,право акционера купить акции по фиксированной цене,AI
12143,балансовая прибыль,прибыль по балансу,AI
12144,политик по вопросам образования,"политик, чья основная сфера работы — образование и образовательная политика",AI
12145,билет,"документ, купленный за определенную сумму, который дает владельцу право ограниченного по времени пользования общественным транспортом",AI
12146,банальность,общеизвестный факт,AI
12147,органический фермер,"фермер, занимающийся исключительно органическим земледелием",AI
12148,блочная теплоэлектростанция,"установка, работающая по принципу когенерации, вырабатывающая тепло и электрическую энергию",AI
12149,кровоподтек,"место под кожей, где кровь скапливается из-за повреждения сосудов",AI
12150,злоба,"злая, плохая настроенность",AI
12151,ботаник,"человек, научно занимающийся биологией растений",AI
12152,буржуазия,"зажиточный, влиятельный, состоятельный слой горожан",AI
12153,боулинг,американский вариант кегельбана с десятью кеглями,AI
12154,зажигательное средство,"предмет, с помощью которого можно поджечь",AI
12155,газировка,лимонад с углекислым газом,AI
12156,жительница Бремена,"женщина, родившаяся в Бремене или постоянно там проживающая",AI
12157,топливный элемент,"гальванический элемент, в котором химическая энергия превращается в электрическую за счет окисления",AI
12158,брецель,"крупное лужное или сладкое печенье, посыпанное солью или сахаром, по форме напоминающее букву B",AI
12159,валовой национальный продукт,"стоимость всех товаров и услуг, произведенных в экономике за определенный период",AI
12160,мальчик,"мальчик, мужской ребенок",AI
12161,название книги,название книги,AI
12162,козел отпущения,"человек, которого делают ответственным за нежелательное",AI
12163,бульдозер,"строительная машина для выравнивания, перемещения или разрыхления грунта",AI
12164,федеральный министр труда,руководитель федерального министерства труда,AI
12165,федеральное министерство исследований,"федеральное ведомство, координирующее и поддерживающее научные проекты",AI
12166,Федеральный социальный суд,высший немецкий суд по социальным делам,AI
12167,байт,"единица объема данных, равная восьми битам",AI
12168,клавесин,клавишный инструмент в форме рояля с щипковым механизмом,AI
12169,чемпионат,соревнование за титул чемпиона в спорте,AI
12170,характеристика,выделение особенно типичных свойств; характеристика или процесс характеристики,AI
12171,химическая компания,"предприятие, производящее или перерабатывающее химические продукты",AI
12172,компьютерная игра,"программа, позволяющая играть одному или нескольким пользователям по заданным правилам",AI
12173,компьютерная техника,"технологии, связанные с компьютерами",AI
12174,авторское право,"совокупность законов, защищающих права автора на созданные им произведения",AI
12175,корпус,собрание языковых материалов для лингвистического анализа,AI
12176,керлинг,"зимний вид спорта, где команды пытаются разместить камни ближе к центру мишени на льду",AI
12177,киберпространство,"симулированная виртуальная среда, в которую могут входить пользователи",AI
12178,дада,"литературно‑художественное движение Первой мировой, выступающее против буржуазной культуры",AI
12179,дорогая,обращение и ласковое прозвище для любимого человека,AI
12180,объем данных,совокупность (электронных) данных,AI
12181,отставка,добровольный уход должностного лица или правительства,AI
12182,дезертир,"солдат, самовольно уклоняющийся от службы",AI
12183,детектор,обнаруживающее устройство,AI
12184,диапозитив,"прозрачное изображение, проецируемое на белую поверхность",AI
12185,работодатель,"лицо или фирма, нанимающие людей и выплачивающие им зарплату",AI
12186,работодатель,"лицо или учреждение, где кто‑то работает за зарплату",AI
12187,год службы,"период в один год, когда кто‑то служит",AI
12188,предприятие услуг,"предприятие, оказывающее услуги",AI
