id,translate,translate_description,source
13701,круг специалистов,круг профессионалов,AI
13702,факсимиле,"точное воспроизведение рукописи, книги или рисунка",AI
13703,буклет,"небольшой лист, сложенный с информацией или рекламой",AI
13704,министр по делам семьи,руководитель министерства семьи,AI
13705,фамилия,"часть полного имени, общая для членов семьи",AI
13706,семейный союз,группа родственных индивидов,AI
13707,фатум,"высшая сила, определяющая события",AI
13708,чистилище,процесс очищения души по католическому учению,AI
13709,ошибочное действие,решение или действие с неправильным результатом,AI
13710,тонкость,тонкая структура или качество материала,AI
13711,стеклоподъемник,устройство для подъема окна,AI
13712,отдыхающий,"человек, проводящий отпуск не по месту жительства",AI
13713,телекомпания,учреждение/компания по созданию и распространению телепрограмм,AI
13714,телевизор,электронное устройство для приема и воспроизведения телепередач,AI
13715,телевыступление,появление человека в телепередаче,AI
13716,телевизионное изображение,"изображение, показываемое телевизором",AI
13717,телекамера,камера для съемки телевизионных изображений,AI
13718,телеканал,"частотный диапазон, в котором вещает телеканал",AI
13719,экран телевизора,экран телевизора,AI
13720,телестанция,телевещательная станция,AI
13721,далекая цель,"цель, находящаяся далеко",AI
13722,сборный дом,"дом, изготовленный на заводе и собранный на месте",AI
13723,почетный гость,"гость, участвующий в празднике",AI
13724,торжество,праздничное мероприятие,AI
13725,фестиваль,торжественное культурное мероприятие,AI
13726,болотистая местность,влажный биотоп; среда с высоким содержанием воды,AI
13727,огневица,бактериальная болезнь плодовых деревьев,AI
13728,перестрелка,бой с применением огнестрельного оружия,AI
13729,финансовый чиновник,сотрудник финансового ведомства на госслужбе,AI
13730,финансовая услуга,услуга в финансовой сфере,AI
13731,финансовая проблема,проблема с деньгами или бюджетом,AI
13732,сенатор по финансам (жен.),сенатор по финансам,AI
13733,клиент компании,клиент фирмы,AI
13734,рыбацкая лодка,лодка для ловли рыбы и морепродуктов,AI
13735,крыло,"часть тела, позволяющая животному летать",AI
13736,фиксинг,установление курса на финансовом рынке,AI
13737,фланёр,"человек, праздно прогуливающийся в оживленной среде",AI
13738,плитка,"тонкая пластина из керамики, камня или стекла для облицовки",AI
13739,рапира,колющее оружие с прямым тупым четырехгранным клинком,AI
13740,взлет/посадка,взлет или посадка самолета,AI
13741,урок полета,учебный час летного обучения,AI
13742,последующий ущерб,ущерб как следствие события,AI
13743,пытка,проведение или переживание пытки,AI
13744,результат исследования,результат успешного исследования,AI
13745,программа исследований,программа исследовательских работ,AI
13746,исследовательский реактор,ядерный реактор для исследований и получения радионуклидов,AI
13747,дальнейшее развитие,изменение в правильном направлении,AI
13748,член фракции,участник фракции,AI
13749,уполномоченная по правам женщин,"женщина, отвечающая за равные права",AI
13750,женщины‑уполномоченной,род. п. ед. числа от Frauenbeauftragte,AI
13751,женский вопрос,тема равноправия,AI
13752,женская организация,организация для женщин,AI
13753,женский голос,голос женщины,AI
13754,свободный демократ,член либеральной партии,AI
13755,право на свободу,основное право свободно действовать без ограничений государства,AI
13756,бесплатный билет,билет на бесплатный вход,AI
13757,туристическое бюро,ведомство по туризму,AI
13758,чуждость,состояние недостаточной знакомости,AI
13759,мирные переговоры,переговоры для достижения мирного договора,AI
13760,фундаментализм,жесткое следование основам идеи или веры,AI
13761,фундаменталист,человек с непримиримой позицией на основе неоспариваемых истин,AI
13762,выставка радио,выставка по радио/электронике,AI
13763,радиоизображение,"изображение, переданное по радио",AI
13764,борозда,"длинная узкая неглубокая канавка, обычно на поле",AI
13765,будущее время,"форма глагола, обозначающая будущее",AI
13766,плут,мошенник или преступник,AI
13767,занавеска,тонкий занавес на окне,AI
13768,садовод,"человек, который занимается садом",AI
13769,Гатт,фамилия,AI
13770,голлист,"сторонник голлизма, идей де Голля",AI
13771,деликатес,вкусная еда или напиток,AI
13772,кости,"кости, скелет живого человека",AI
13773,страна‑донор,"страна, предоставляющая помощь или деньги",AI
13774,территориальная больничная касса,"касса, ответственная за определенный регион в Австрии",AI
13775,административная реформа,новое деление округов,AI
13776,предмет быта,предмет повседневного использования,AI
13777,данность,имеющееся обстоятельство или факт,AI
13778,опровержение,изложение альтернативной точки зрения для дополнения или коррекции,AI
13779,контрдемонстрант,участник контрдемонстрации,AI
13780,помощник,"человек, сдавший экзамен помощника",AI
13781,драма с заложниками,ситуация захвата заложников с драматическим развитием,AI
13782,гуманитарные науки,науки о культуре и духовной жизни,AI
13783,денежный рынок,рынок краткосрочных кредитов,AI
13784,сумка для денег,сумка для хранения денег,AI
13785,рельсовый путь,путь для рельсового транспорта,AI
13786,член общины,"человек, принадлежащий общине",AI
13787,муниципальные выборы,выборы муниципального или городского совета,AI
13788,злоба,"злость, недоброжелательность",AI
13789,жандарм,сотрудник жандармерии,AI
13790,пост жандармерии,служебное подразделение жандармерии,AI
13791,генеральный директор,"главный руководитель театра, радиостанции, оперы и т. п.",AI
13792,биотехнология,"техника/наука о расшифровке, изменении и использовании генов",AI
13793,генетический тест,метод получения информации об индивиде из ДНК,AI
13794,германец,совокупность племен Северной и Центральной Европы,AI
13795,полное собрание,публикация всех произведений автора/композитора,AI
13796,событие,интересное или значимое происшествие,AI
13797,черта лица,определенный аспект внешности лица,AI
13798,единомышленник,человек с такими же политическими или религиозными взглядами,AI
13799,дрожжи,"дрожжевая субстанция, используемая для брожения и поднятия теста",AI
13800,эксперт по здоровью,специалист по вопросам здоровья,AI
