id,translate,translate_description,source
13001,розыгрыш,"шутка, проделка ради веселья",AI
13002,кабельная сеть,сеть для кабельной передачи,AI
13003,кафель,печная плитка; керамическая плита,AI
13004,камерный хор,"небольшой хор, специализирующийся на камерной музыке",AI
13005,камерная опера,небольшой оперный театр,AI
13006,боевой вертолет,"вертолет, оснащенный оружием против целей противника",AI
13007,бойцовская собака,"собака, специально обученная для боев",AI
13008,капитальное общество,форма общества с долями капитала,AI
13009,капиталист,"человек, обладающий значительным капиталом",AI
13010,карьерная лестница,путь вверх по карьере,AI
13011,картельное право,"право, обеспечивающее соблюдение запрета картелей",AI
13012,врач по страховке,"врач, лечащий застрахованных в системе обязательного страхования",AI
13013,кассирша,"женщина, ведущая кассу",AI
13014,каштан,лиственное дерево из семейства буковых,AI
13015,каста,закрытая социальная группа,AI
13016,потенциальный покупатель,"лицо, рассматривающее покупку",AI
13017,кавалер,"рыцарственный, благородный мужчина",AI
13018,кегельщик,"человек, играющий в кегли",AI
13019,пароль,слово-идентификатор,AI
13020,детский фильм,"жанр фильмов, ориентированных на детей",AI
13021,группа продленного дня,учреждение присмотра за школьниками вне занятий,AI
13022,детская песня,"песня, которую поют детям или которую поют дети",AI
13023,дом прихода,здание приходской общины,AI
13024,кларнетист,"человек, играющий на кларнете",AI
13025,одноклассник,"человек, учащийся в том же классе",AI
13026,малое предприятие,фирма с небольшим числом сотрудников и оборотов,AI
13027,маленькая группа,группа из немногих участников,AI
13028,сильный эффект,внезапный мощный эффект,AI
13029,малыш,маленький мальчик,AI
13030,перелом,перелом кости на два или более фрагмента,AI
13031,костный мозг,мягкое вещество внутри кости,AI
13032,почка,"новый побег, из которого развиваются листья или цветы",AI
13033,угольная электростанция,"электростанция, использующая уголь",AI
13034,коллаборационист,"человек, сотрудничающий с врагом",AI
13035,причастие,евхаристические дары и их раздача и принятие,AI
13036,компаньон,партнер в коммерческом предприятии,AI
13037,компендиум,краткий учебник или справочник,AI
13038,кондитер,мастер по изготовлению сладостей,AI
13039,сторона конфликта,"человек или группа, находящиеся в споре",AI
13040,путаница,состояние хаоса или замешательства,AI
13041,конгресс-центр,дом для конгрессов,AI
13042,антикризисная программа,государственная программа оживления экономики,AI
13043,конкурсная масса,имущество в деле о банкротстве,AI
13044,консерватория,исторически — приюты в Италии для музыкально одаренных сирот,AI
13045,консерва,консервная банка,AI
13046,конструктор,"человек, проектирующий вещи",AI
13047,консул,представитель страны с ограниченными дипломатическими функциями,AI
13048,контактная группа,группа для переговоров,AI
13049,номер счета,цифровое обозначение банковского счета,AI
13050,конверсия,переход из одной конфессии в другую,AI
13051,сцепление,соединение или связывание,AI
13052,пробка,закупорка бутылки из коры пробкового дуба,AI
13053,баклан,птица рода Phalacrocorax,AI
13054,краб,морское животное из десятиногих с крупными клешнями,AI
13055,испытание сил,проверка сил; демонстрация мощи,AI
13056,коготь,"роговое, изогнутое, острое образование на пальцах животных",AI
13057,медицинская справка,письменное подтверждение состояния здоровья,AI
13058,кроль,стиль плавания,AI
13059,онкобольной,пациент с злокачественной опухолью,AI
13060,раковая клетка,"клетка, переродившаяся в раковую",AI
13061,отказник от службы,"человек, отказывающийся от военной службы",AI
13062,год войны,"год, в котором ведется война",AI
13063,военное время,"период, когда идет война",AI
13064,криминалист,специалист по раскрытию преступлений,AI
13065,кризисный регион,"обширная зона, где существует кризис",AI
13066,кубический сантиметр,объем куба с ребром 1 см,AI
13067,культурная работа,работа в сфере культуры,AI
13068,культурная революция,идея создания «нового человека» в коммунизме,AI
13069,культурное мероприятие,мероприятие с культурным содержанием,AI
13070,врачебная ошибка,ошибка в лечении,AI
13071,художественная академия,учебное заведение для изучения изобразительного искусства,AI
13072,коллекционер искусства,собиратель произведений искусства,AI
13073,директор курорта,руководитель курортного места,AI
13074,руководитель курса,"женщина, ведущая курс",AI
13075,курс,учебное мероприятие или его часть,AI
13076,лаборатория,место проведения научных исследований,AI
13077,прилавок,продажный стол в магазине,AI
13078,земельная студия,студия вещателя в земле,AI
13079,охрана ландшафта,совокупность мер по сохранению природного комплекса и вида ландшафта,AI
13080,загородная усадьба,большое поместье на селе,AI
13081,землячество,студенческая корпорация студентов из одной земли,AI
13082,край,ограниченный регион,AI
13083,личинка,"ювенильная стадия, резко отличающаяся от взрослого животного",AI
13084,автопоезд,грузовик с одним или несколькими прицепами,AI
13085,латиноамериканец,житель Америки с латиноамериканскими корнями,AI
13086,жизненный план,представления и планы о жизни,AI
13087,страховщик жизни,поставщик услуг страхования жизни,AI
13088,Лейс,фамилия,AI
13089,ключевая фигура,"главная фигура, служащая ориентиром",AI
13090,книга для чтения,"сборник текстов для чтения, часто для детей и учеников",AI
13091,глинистый грунт,непригодная глинистая порода или почва,AI
13092,лейтенант,воинское звание ниже старшего лейтенанта,AI
13093,игра света,эстетическое световое явление,AI
13094,веко,"кожа, закрывающая глаз",AI
13095,ликвидация,закрытие организации с продажей активов,AI
13096,литературный критик,"человек, пишущий критические отзывы",AI
13097,соглашение о зарплате,тарифное соглашение по оплате труда,AI
13098,компенсация зарплаты,выравнивание различий в оплате,AI
13099,уровень зарплат,средний уровень оплаты,AI
13100,политика зарплат,меры по влиянию на уровень оплаты труда,AI
13101,местный раздел,местный раздел газеты,AI
13102,Лотарингия,регион во Франции,AI
