id,translate,translate_description,source
10901,некомпетентность,"недостаток знаний, умений или полномочий",AI
10902,инспектор,"человек, который тщательно проверяет",AI
10903,инспектор,"человек, который инспектирует",AI
10904,представитель интересов,"лицо, представляющее интересы",AI
10905,нетерпимость,нетерпимость к чужому мнению или позиции,AI
10906,сумма инвестиций,общая сумма инвестиций,AI
10907,инвестиционный банкинг,сфера деятельности инвестиционного банкинга,AI
10908,пиджак,короткий узкий мужской сюртук,AI
10909,ежегодник,"книга, выходящая раз в год, с событиями и материалами организации",AI
10910,середина года,средняя часть года,AI
10911,годовая программа,программа на год,AI
10912,ежегодная конференция,"собрание организованной группы, происходящее раз в год",AI
10913,класс,школьная ступень одного года обучения,AI
10914,джазовый музыкант,"человек, профессионально играющий джаз",AI
10915,молодежный дом,дом для молодежи,AI
10916,руководитель молодежной группы,лидер молодежной группы,AI
10917,модерн,художественный стиль рубежа XIX–XX веков с растительным декором и плавными линиями,AI
10918,молодой предприниматель,молодой владелец бизнеса,AI
10919,калашников,автоматическая винтовка с длинным магазином,AI
10920,камерная музыка,инструментальная музыка для небольших ансамблей,AI
10921,кафедра,возвышенная площадка в церкви для проповеди,AI
10922,капиталовложение,вложение капитала,AI
10923,Каппель,топоним; название нескольких мест,AI
10924,столкновение,столкновение транспортных средств,AI
10925,каштановая аллея,аллея из каштанов,AI
10926,Кавказ,горный регион между Европой и Азией,AI
10927,икра,очищенная соленая икра осетровых,AI
10928,кубок,тонкий бокал на ножке,AI
10929,ядро,центральная область,AI
10930,ядро страны,"центральная, основная часть страны",AI
10931,клавишник,"человек, играющий на клавишных",AI
10932,детское кресло,устройство для безопасной перевозки ребенка в транспорте,AI
10933,церковное убежище,"приют, предоставляемый церковной общиной",AI
10934,неф,длинный главный зал в церкви,AI
10935,церковный налог,"налог в некоторых странах, взимаемый религиозными общинами",AI
10936,балаган,"шум, нелепица",AI
10937,классный руководитель,"учитель, отвечающий за класс",AI
10938,кропотливая работа,"работа, требующая медленного и тщательного продвижения",AI
10939,мудрость,"ум, рассудительность",AI
10940,изгиб,резкий изгиб,AI
10941,кулинарное искусство,искусство приготовления пищи,AI
10942,колониальная эпоха,период владения колониями,AI
10943,комбинированец,спортсмен в многоборье,AI
10944,технологии связи,технологии коммуникации,AI
10945,конференц-зал,комната для конференций,AI
10946,экономический спад,слабая фаза конъюнктуры,AI
10947,конкурентное давление,"давление, возникающее из-за конкуренции",AI
10948,конвент,собрание,AI
10949,прибыль концерна,"прибыль, полученная концерном",AI
10950,руководство концерна,управление концерном,AI
10951,организатор концертов,"человек, организующий концерты",AI
10952,головная боль,неприятное ощущение боли в голове,AI
10953,казак,представитель (полу)кочевого народа Восточной Европы,AI
10954,расходы,затраты,AI
10955,журавль,птица из семейства журавлиных,AI
10956,больничная койка,кровать для больного,AI
10957,уход за больными,меры по уходу и присмотру за больными,AI
10958,кудрявые волосы,кудрявые волосы,AI
10959,кредитное учреждение,банк или кредитная организация,AI
10960,районная больница,больница округа,AI
10961,перепутье,"место, где сходятся дороги",AI
10962,кризисный штаб,группа для решения неотложных ситуаций,AI
10963,хорватка,гражданка Хорватии,AI
10964,круп,круп (дифтерия),AI
10965,кубинец,гражданин Кубы,AI
10966,Куль,фамилия,AI
10967,культурная сфера,совокупность лиц и учреждений в сфере культуры,AI
10968,премия в области культуры,награда за культурные достижения,AI
10969,сенатор по культуре,сенатор по культурным вопросам (жен.),AI
10970,Курдистан,регион на Ближнем Востоке,AI
10971,курьез,что-то очень странное,AI
10972,прибыль от роста курса,выгода из-за повышения курса,AI
10973,краткий визит,короткий визит,AI
10974,непрофессионал,человек без специальных знаний,AI
10975,земледелие,"сельское хозяйство, прежде всего пашня, садоводство и виноградарство",AI
10976,земельное учреждение,учреждение земли,AI
10977,земельный епископ,глава евангелической земельной церкви,AI
10978,центральное учреждение земли,центральная организация земли,AI
10979,нарушение общественного порядка,преступление против общественного порядка,AI
10980,уход за ландшафтом,уход и защита ландшафта,AI
10981,кампания выборов в ландтаг,агитация партий и кандидатов на выборах в ландтаг,AI
10982,лазерный луч,"луч света, излучаемый лазером",AI
10983,холостой ход,работа без нагрузки,AI
10984,лен,феодальное владение,AI
10985,педагогическая профессия,"профессия, требующая специальной подготовки",AI
10986,обучение учеников,подготовка учеников,AI
10987,легкий вес,весовая категория в спорте,AI
10988,выставка достижений,презентация результатов,AI
10989,передовая статья,основная статья с мнением автора,AI
10990,поляна,участок леса без деревьев,AI
10991,любовное письмо,личное письмо любимому человеку,AI
10992,песенный репертуар,совокупность песен определенного типа,AI
10993,линейный судья,"судья, помогающий фиксировать аут или офсайд",AI
10994,жительница Линца,"женщина, живущая в Линце",AI
10995,литургия,совокупность богослужебных действий,AI
10996,лицензиат,получатель лицензии,AI
10997,Локарно,город в Швейцарии,AI
10998,дырокол,устройство для пробивки отверстий в бумаге,AI
10999,воздушный удар,бомбовый удар с воздуха,AI
11000,манера,форма или способ выполнения,AI
