id,translate,translate_description,source
13201,деловая игра,метод моделирования и тренировки сложных проектов,AI
13202,платан,листопадное дерево семейства платановых,AI
13203,проигрыватель пластинок,электрическое устройство для проигрывания пластинок,AI
13204,поэтика,теория поэзии и поэтического творчества,AI
13205,поликлиника,учреждение с амбулаторным лечением,AI
13206,порно,медиаматериал с порнографическим содержанием,AI
13207,жюри,судья конкурса,AI
13208,руководитель пресс-службы,начальник пресс-службы,AI
13209,частная собственность,имущество частного лица,AI
13210,частное телевидение,телевидение в частной собственности,AI
13211,домашнее хозяйство,экономическая единица частного домохозяйства,AI
13212,частное лицо,мужчина в личной сфере,AI
13213,профессия,занятие или призвание,AI
13214,позиционирование,подчеркивание собственной особенности и направления,AI
13215,профилактика,"меры по предупреждению, особенно болезней",AI
13216,пропорциональная система,кратко: пропорциональная избирательная система,AI
13217,протестант,"последователь христианской конфессии, возникшей в Реформацию",AI
13218,происхождение,"источник, происхождение",AI
13219,провинциальный город,небольшой город вне крупных центров,AI
13220,торжественное заседание,праздничное заседание на карнавале,AI
13221,публичность,"известность, вызванная освещением в СМИ",AI
13222,публицистика,область массовой коммуникации и СМИ,AI
13223,панк,представитель панк-субкультуры,AI
13224,источник,место выхода воды или воздуха,AI
13225,налог у источника,"налог, взимаемый по месту получения дохода",AI
13226,радарный контроль,измерение скорости с помощью радара,AI
13227,рапорт,отчет,AI
13228,отравление дымом,отравление при вдыхании токсичных дымов,AI
13229,пробирка,стеклянная трубка для лабораторных опытов,AI
13230,лоза,ветвь виноградной лозы,AI
13231,виноградный куст,отдельное растение винограда,AI
13232,юрист,специалист по праву,AI
13233,юриспруденция,наука о праве,AI
13234,витязь,"грубый, гигантский воин или герой",AI
13235,руководитель отдела,глава подразделения,AI
13236,реформаторская политика,"политика, ориентированная на реформы",AI
13237,предложение реформы,предложение по реформированию,AI
13238,ливень,сильный дождь,AI
13239,правительственный проект,"проект, внесенный правительством",AI
13240,регионализация,перенос на региональный уровень,AI
13241,регламентация,регулирование правилами,AI
13242,имперская железная дорога,государственная железнодорожная компания,AI
13243,рейхсмарка,валюта Германии 1924–1948 гг.,AI
13244,рекламация,претензия по дефекту товара или услуги,AI
13245,ресентимент,"враждебное чувство, предвзятость",AI
13246,остаточный срок,оставшаяся часть срока,AI
13247,болезнь скота,эпидемия у крупного рогатого скота,AI
13248,группа риска,группа людей с повышенным риском,AI
13249,тыльная сторона кисти,верх кисти руки,AI
13250,рококо,стиль 1730–1780 с легкими формами,AI
13251,перерыв,пауза для отдыха,AI
13252,совет радиовещания,орган контроля общественного вещания,AI
13253,округление,кривая поверхность или линия,AI
13254,Русь,восточнославянские государства IX–XVII веков,AI
13255,пожертвование вещами,дарение вещами,AI
13256,сборник,сборник; также музыкальный альбом,AI
13257,сандалия,простой обувь с ремешками,AI
13258,песчаная площадка,спортплощадка с песком,AI
13259,санационный специалист,"человек или фирма, занимающиеся санацией",AI
13260,загрязнитель,вредное химическое вещество,AI
13261,операционный зал,зал с кассами обслуживания,AI
13262,озноб,внезапное ощущение холода,AI
13263,показательный процесс,инсценированный судебный процесс,AI
13264,скерцо,веселое музыкальное произведение,AI
13265,шильхер,австрийское розовое вино из сорта Блауэр Вильдбахер,AI
13266,шимпанзе,вид человекообразных обезьян,AI
13267,выбоина,яма на дороге,AI
13268,Шлейхер,фамилия,AI
13269,Силезия,регион в Центральной Европе,AI
13270,итоговое место,конечная позиция,AI
13271,задающий темп,"человек, задающий темп",AI
13272,учебник,книга для школьных занятий,AI
13273,возложение вины,приписывание вины кому-либо,AI
13274,политика в образовании,политика в сфере школы,AI
13275,урок,учебный час,AI
13276,школьная система,организация и устройство школы,AI
13277,колебание,постоянное изменение,AI
13278,свинство,грубая грязь или безобразие,AI
13279,тяжело раненый,человек с тяжелыми травмами,AI
13280,крыло,крыло,AI
13281,сухожилие,полоса ткани между мышцей и костью,AI
13282,мыльная опера,длинный телесериал без конца,AI
13283,связка,группа альпинистов на одной веревке,AI
13284,начальник секции,высокий чин чиновника,AI
13285,теракт-самоубийство,атакa с готовностью погибнуть,AI
13286,семинарская аудитория,комната для семинаров,AI
13287,радиомачта,мачта для передачи сигналов,AI
13288,серенада,вечернее музыкальное приветствие,AI
13289,сержант,воинское звание унтер-офицера,AI
13290,дирекция безопасности,орган по вопросам безопасности,AI
13291,вопрос безопасности,"вопрос, связанный с безопасностью",AI
13292,подиум,платформа для награждения,AI
13293,солнечный элемент,полупроводниковый элемент для преобразования света в электричество,AI
13294,соната,музыкальное произведение из нескольких частей,AI
13295,внеочередной саммит,саммит по особому случаю,AI
13296,внеочередной съезд,партийный съезд по особому случаю,AI
13297,работа в воскресенье,работа по воскресеньям,AI
13298,социальный взнос,взнос на социальные цели,AI
13299,социальный политик,"политик, занимающийся соцполитикой",AI
13300,социальное жилье,жилье для нуждающихся,AI
