id,translate,translate_description,source
3701,лишение,"изъятие, отмена разрешения (например лицензии)",AI
3702,изобретатель,"человек, который изобретает",AI
3703,распознавание,распознавание чего‑то,AI
3704,следственный судья,"судья, проверяющий следственные меры прокуратуры",AI
3705,убийство,совершение заранее спланированного убийства,AI
3706,доступность,свойство быть достижимым,AI
3707,Рудные горы,горный массив в Германии и Чехии,AI
3708,Европейский парламент,парламент Европейского союза,AI
3709,эволюция,"медленное, мирное развитие в истории или иных процессах",AI
3710,вечность,очень длительный период,AI
3711,биржа,биржа или обмен (англ.),AI
3712,экземпляр,единичное изделие из ряда одинаковых,AI
3713,экспресс,скорый поезд дальнего следования,AI
3714,экстремизм,крайняя политическая позиция,AI
3715,история семьи,ход развития семьи,AI
3716,семейная жизнь,способ совместной жизни членов семьи,AI
3717,фан‑сообщество,"группа людей, являющихся фанатами чего‑то",AI
3718,мода,мода (англ.),AI
3719,конец рабочего дня,время окончания работы,AI
3720,скала,крупная масса твердой породы,AI
3721,пульт,электрическое устройство для управления на расстоянии,AI
3722,крепость,"сильно укрепленный, военный важный пункт",AI
3723,пожарный,"человек, обученный тушить пожары и спасать людей",AI
3724,фильтр,материал для отделения или выделения веществ,AI
3725,финансовый директор,руководитель финансов,AI
3726,финансовое положение,текущие финансовые обстоятельства,AI
3727,зяблик,представитель семейства вьюрковых,AI
3728,блошиный рынок,"рынок подержанных, часто недорогих товаров",AI
3729,Флоренция,город в Италии,AI
3730,проклятие,сказанное в гневе проклятие,AI
3731,аэродром,место взлета и посадки самолетов,AI
3732,воздушное движение,движение воздушных судов в воздушном пространстве,AI
3733,флаер,"листок с информацией, распространяемый среди людей",AI
3734,пенальти за фол,"штрафной удар, назначенный за фол в штрафной",AI
3735,председатель фракции (жен.),"женщина, возглавляющая фракцию",AI
3736,свободное пространство,"свободное, сохраняемое пространство",AI
3737,парк развлечений,большая территория с возможностями досуга,AI
3738,парикмахер,специалист по уходу за волосами и прическе,AI
3739,фронтмен,"участник группы, ведущий на сцене, обычно солист",AI
3740,фрустрация,сильное разочарование,AI
3741,место находки,"место, где что‑то было найдено",AI
3742,фурор,"ажіотаж, бурный восторг",AI
3743,ресторатор,специалист или руководитель в сфере общественного питания,AI
3744,встречное предоставление,"то, что компенсирует полученное",AI
3745,вольер,огороженная территория для содержания животных,AI
3746,кредитор,"человек, предоставляющий деньги на условиях",AI
3747,признание,свойство быть признанным,AI
3748,выборы муниципального совета,выборы членов муниципального совета,AI
3749,администрация общины,управление общины,AI
3750,точность,свойство выполнять задачу с высокой точностью без отклонений,AI
3751,процедура согласования,процесс получения разрешения,AI
3752,генеральный директор,руководитель крупного предприятия или учреждения,AI
3753,генеральная репетиция,последняя репетиция перед премьерой,AI
3754,капитальная реконструкция,"комплексное обновление, например здания",AI
3755,Джорджия,штат США,AI
3756,кожевник,"человек, занимающийся дублением шкур",AI
3757,Германия,историческая женская фигура‑символ немецкой нации,AI
3758,полный пакет,совокупность всех частей,AI
3759,общее количество,общее число объектов,AI
3760,сплоченность,"тесное единство сообщества, особенно по отношению к внешним",AI
3761,горная порода,твердая природная смесь минералов,AI
3762,зерновые,"травяные культуры, выращиваемые ради семян",AI
3763,акт насилия,агрессивное действие с применением физической силы,AI
3764,одежда,"сшитые материалы, защищающие тело",AI
3765,промышленный налог,налог на доходы от коммерческой деятельности,AI
3766,профсоюзный активист,член профсоюза,AI
3767,гитарист,"человек, играющий на гитаре",AI
3768,вратарь,"игрок, занимающий позицию в воротах",AI
3769,золотая медаль,награда за первое место,AI
3770,гранит,"очень твердая порода из полевого шпата, кварца и слюды",AI
3771,серый,название серых оттенков; краска,AI
3772,Грайфсвальд,город в Мекленбурге‑Передней Померании,AI
3773,приграничная территория,территория государства у границы с другим,AI
3774,базовое обеспечение,предоставление жизненно необходимого,AI
3775,групповой матч,игра в группе в рамках группового этапа,AI
3776,гардиан,настоятель конвента францисканцев или капуцинов,AI
3777,гид,"сопровождающий, помогающий туристам на месте",AI
3778,милость,"благосклонность, расположение",AI
3779,акула,морская хищная рыба из класса хрящевых,AI
3780,житель Халле,житель города Халле (Северный Рейн‑Вестфалия),AI
3781,приветствие,громкий крик; веселый шум,AI
3782,запястье,"сустав, соединяющий кисть и предплечье",AI
3783,обращение,способ использования чего‑то,AI
3784,полотенце,ткань для вытирания,AI
3785,основной раунд,первая или главная стадия,AI
3786,владелец дома,"человек, владеющий домом",AI
3787,обыск дома,официальный обыск здания или квартиры,AI
3788,проект бюджета,черновик государственного бюджета,AI
3789,состояние бюджета,финансовое положение бюджета,AI
3790,номер дома,уникальный номер здания,AI
3791,цвет кожи,цвет кожи,AI
3792,благо,"личное благополучие, счастье, здоровье",AI
3793,краеведческий союз,общество по сохранению местной культуры,AI
3794,дорога домой,путь домой,AI
3795,издание,"публикация, выпуск",AI
3796,правитель,"глава племени, народа или государства",AI
3797,вознесение,восхождение на небо,AI
3798,самоотдача,сильная страсть или глубокая вовлеченность,AI
3799,затылок,задняя часть головы,AI
3800,Голландия,регион в Нидерландах,AI
