id,translate,translate_description,source
11401,выставочный зал,"большой зал, в котором проходят выставки",AI
11402,самоучка,"человек, обучающийся самостоятельно, без учителя",AI
11403,автоматика,автоматический режим работы,AI
11404,кирпич,отдельный строительный элемент из керамики,AI
11405,купальщик,"человек, находящийся на курорте или в купальне",AI
11406,железнодорожный путь,рельсовый путь железной дороги,AI
11407,баня,"общественная русская баня, обычно парная",AI
11408,сотрудница банка,женская форма: банковский служащий,AI
11409,банковский работник,коммерческая банковская профессия.,AI
11410,барак,примитивное одно- или двухэтажное здание,AI
11411,умелец,"человек, увлеченный мелкими ремесленными или техническими работами",AI
11412,строительный бум,период усиленной строительной активности,AI
11413,руководитель строительного ведомства,чиновник с полномочиями в строительной сфере,AI
11414,строительная компания,строительная фирма.,AI
11415,строительная конъюнктура,деловая активность в строительстве.,AI
11416,строительная машина,"машина, используемая в строительстве",AI
11417,строительный участок,участок земли под строительство,AI
11418,сенатор по строительству,сенатор по строительству.,AI
11419,замечание,критика из-за недостатка,AI
11420,самочувствие,"ощущаемое состояние, в котором находится человек",AI
11421,ограничение срока,временные рамки действия,AI
11422,художественная литература,литературный жанр не научной литературы,AI
11423,цена бензина,цена бензина на мировом рынке,AI
11424,бербер,представители общин в Северной Африке,AI
11425,профессиональный солдат,"человек, служащий в армии на постоянной основе",AI
11426,успокоительное,лекарство с анксиолитическим/седативным действием,AI
11427,чудище,дикое опасное животное или мифическое существо,AI
11428,деловитость,"активная занятость, суетливость",AI
11429,день покаяния,церковный день покаяния и молитвы.,AI
11430,хлам,ненужные старые вещи,AI
11431,мотив,основание для действия или бездействия,AI
11432,поклонник,"человек, который очень почитает кого‑то",AI
11433,руководитель района,руководитель района,AI
11434,точка отсчёта,точка для сравнения.,AI
11435,пресс-конференция по балансу,пресс-конференция по балансовой отчетности,AI
11436,биохимия,наука о химическом составе живых организмов и химических реакциях в них,AI
11437,горечь,свойство быть озлобленным,AI
11438,проситель,"человек, который обращается с просьбой",AI
11439,блеф,"поведение, призванное создать ложное впечатление",AI
11440,след крови,"потерянная кровь, позволяющая сделать выводы о прошлом событии",AI
11441,конфета,"сладость, которая рассасывается во рту",AI
11442,сигнальное вещество,"химическое вещество, передающее информацию внутри организмов или между ними",AI
11443,бретонец,житель Бретани,AI
11444,бри,французский мягкий сыр с белой плесенью,AI
11445,Британия,остров Великобритания; историческое название,AI
11446,форма книги,"предмет, имеющий свойства и внешний вид книги",AI
11447,книжный рынок,"часть экономики, связанная с торговлей книгами и смежным",AI
11448,федеральное министерство труда,министерство труда федерации,AI
11449,федеральная железная дорога,"государственная железная дорога (Австрии и Швейцарии, до 1994 также Германии)",AI
11450,федеральное ведомство охраны памятников,ведомство по охране памятников,AI
11451,федеральный представитель,спикер на федеральном уровне,AI
11452,Федеральное собрание,"конституционный орган, избирающий федерального президента",AI
11453,солдат Бундесвера,солдат Бундесвера,AI
11454,бунгало,"одноэтажный дом легкой конструкции, часто с плоской крышей",AI
11455,Бирма,другое название Мьянмы,AI
11456,камбала,северонемецкое название камбалы,AI
11457,прощание,прощальный привет,AI
11458,кабриолет,легковой автомобиль с откидной крышей,AI
11459,чартер,договор аренды или фрахта самолета или судна,AI
11460,химическая промышленность,"совокупность предприятий, производящих химпродукты или услуги для их производства",AI
11461,холера,"бактериальная, часто эпидемическая кишечная инфекция",AI
11462,хорал,одноголосное церковное пение; около 600 г. н. э. получило название «григорианский хорал»,AI
11463,хоровое пение,пение в хоре,AI
11464,компьютерная программа,последовательность инструкций для компьютера,AI
11465,компьютерная система,"система из компьютеров, их объединение",AI
11466,купон,отрывная часть талона,AI
11467,абонемент,"карта, дающая владельцу право входа на мероприятия или пользования чем‑либо в течение длительного времени",AI
11468,декан,глава церковного округа,AI
11469,декор,украшение здания или предмета,AI
11470,децентрализация,перенос от центра,AI
11471,куратор отдела,"сотрудник ведомства, часто с руководящей функцией и ответственностью за область",AI
11472,диаграмма,графическое отображение числовых данных,AI
11473,должности,именительный падеж множественного числа существительного Dienstpost,AI
11474,дипломная работа,письменная работа студента как часть выпускного экзамена,AI
11475,документалист,"человек, снимающий документальные фильмы",AI
11476,двойная нагрузка,чрезмерная нагрузка из‑за выполнения двух задач,AI
11477,обновление деревни,модернизация деревни,AI
11478,срочное ходатайство,обычно письменная просьба сделать/рассмотреть что‑то срочно,AI
11479,наркозависимость,зависимость от наркотиков,AI
11480,сфера влияния,"окружение, где кто‑то или что‑то имеет влияние",AI
11481,динамит,"взрывчатка, в основном из нитроглицерина",AI
11482,дворянин,знатный мужчина,AI
11483,драгоценный камень,редкий ценный камень,AI
11484,супруг,мужской партнер в браке,AI
11485,дело чести,дело чести,AI
11486,желудь,плод дуба,AI
11487,швейцарец,"житель, гражданин Швейцарии",AI
11488,Швейцарская Конфедерация,федеративное государство Швейцарии и федеральный уровень,AI
11489,упрямство,упорное настаивание на своем без учета советов,AI
11490,однозначность,свойство допускать лишь одну интерпретацию,AI
11491,присоединение,включение общины или территории в существующую общину,AI
11492,отряд быстрого реагирования,быстро задействуемый отряд,AI
11493,торговая улица,улица с большим количеством магазинов,AI
11494,включение,включение; вовлечение,AI
11495,плата за вход,плата за вход на объект или мероприятие,AI
11496,зона охвата,"территория, откуда происходят пользователи или клиенты",AI
11497,железное кольцо,кольцо из железа,AI
11498,железный прут,"прут, изготовленный из железа",AI
11499,Эльдорадо,легендарная страна золота в северной части Южной Америки,AI
11500,эмбарго,"экономический бойкот, санкции против государства",AI
