id,translate,translate_description,source
12101,аукционист,"человек, который проводит аукцион",AI
12102,цена выпуска,"сумма, уплачиваемая при приобретении паёв фондов или сертификатов",AI
12103,отбор,выбор лучших,AI
12104,председательница комитета,женская форма: председатель комитета,AI
12105,организатор выставок,"человек, который концептуально готовит выставки",AI
12106,программа обмена,программа для обмена людьми.,AI
12107,съезд на автобан,въезд или выезд на автомагистраль,AI
12108,автомобильная бомба,"взрывчатка, установленная в машине для уничтожения цели",AI
12109,автобус,транспортное средство для перевозки многих пассажиров,AI
12110,угонщик,"человек, похищающий автомобиль",AI
12111,угон автомобиля,кража автомобиля,AI
12112,разбитая машина,"автомобиль, обычно разрушенный аварией",AI
12113,аве,"молитва, обращенная к Марии",AI
12114,няня,"человек, присматривающий за малышами за плату",AI
12115,станция,остановка поезда,AI
12116,падение,резко снижающиеся курсы на бирже,AI
12117,бальзам,густая смесь древесной смолы и эфирных масел,AI
12118,бандит,"преступник, грабитель, часто член преступной группы",AI
12119,банковская тайна,обязанность и право банков не раскрывать данные клиентов,AI
12120,банкир,лично отвечающий владелец или член правления банка,AI
12121,банкнота,"денежный знак, используемый в повседневных расчетах",AI
12122,крестьянская семья,"семья, занимающаяся сельским хозяйством",AI
12123,строительные работы,производительность/объем работ в строительстве.,AI
12124,план строительства,план или замысел построить что-либо,AI
12125,строительный банк,кредитный институт для финансирования жилья,AI
12126,стройсберконтракт,договор со стройсберкассой для финансирования жилья,AI
12127,произвольность,немецкий эквивалент «арбитрарности»,AI
12128,благотворительное мероприятие,мероприятие ради доброго дела.,AI
12129,бензиновый двигатель,двигатель внутреннего сгорания на бензине,AI
12130,Бергизель,гора/место у Инсбрука.,AI
12131,название профессии,обозначение определенной профессии,AI
12132,оккупационная зона,"территория, занятая иностранными войсками",AI
12133,обрезание,операция по удалению крайней плоти,AI
12134,взятка,денежная выплата с целью побудить к незаконным действиям,AI
12135,точка зрения,способ рассмотрения; аспект,AI
12136,операционная компания,"юридическое лицо, ведущее оперативную деятельность",AI
12137,глава совета работников,руководитель совета работников.,AI
12138,коллективное соглашение,договор между советом работников и работодателем,AI
12139,районная лига,региональный класс соревнований,AI
12140,районный союз,объединение на районном уровне.,AI
12141,председательница округа,женская форма: председатель округа.,AI
12142,преимущественное право,право акционера купить акции по фиксированной цене,AI
12143,балансовая прибыль,прибыль по балансу,AI
12144,политик по вопросам образования,"политик, чья основная сфера работы — образование и образовательная политика",AI
12145,билет,"документ, купленный за определенную сумму, который дает владельцу право ограниченного по времени пользования общественным транспортом",AI
12146,банальность,общеизвестный факт,AI
12147,органический фермер,"фермер, занимающийся исключительно органическим земледелием",AI
12148,блочная теплоэлектростанция,"установка, работающая по принципу когенерации, вырабатывающая тепло и электрическую энергию",AI
12149,кровоподтек,"место под кожей, где кровь скапливается из-за повреждения сосудов",AI
12150,злоба,"злая, плохая настроенность",AI
12151,ботаник,"человек, научно занимающийся биологией растений",AI
12152,буржуазия,"зажиточный, влиятельный, состоятельный слой горожан",AI
