id,translate,translate_description,source
7701,дубль,съемка в кино; попытка,AI
7702,Таллин,столица Эстонии,AI
7703,нижняя станция,самая низкая станция канатной дороги или подъемника,AI
7704,танго,танец из Южной Америки с ритмом и близким контактом,AI
7705,пихта,высокое вечнозеленое хвойное дерево рода Abies с прямостоячими шишками,AI
7706,энергия действия,готовность и способность действовать,AI
7707,Таунус,немецкое среднегорье,AI
7708,менеджер команды,менеджер команды,AI
7709,поле участников,совокупность всех участников,AI
7710,Терра,третья планета Солнечной системы — Земля,AI
7711,террористический акт,"действие, основанное на безудержном насилии",AI
7712,теолог,"человек, изучавший теологию",AI
7713,терапевт,женщина‑терапевт,AI
7714,управление подземного строительства,ведомство по подземному строительству,AI
7715,чернила,"жидкость для письма, рисования и каллиграфии",AI
7716,Тирана,столица Албании,AI
7717,тиролька,жительница Тироля,AI
7718,дочерняя фирма,"юридически самостоятельная, но экономически зависимая компания",AI
7719,смертельные последствия,последствия с жертвами,AI
7720,вратарь,"игрок, предотвращающий голы",AI
7721,тотализатор,учреждение для заключения пари,AI
7722,туристка,"женщина, путешествующая для удовольствия",AI
7723,трагичность,трагический характер,AI
7724,идеальная пара,"пара, кажущаяся особенно подходящей",AI
7725,лесенка,маленькая лестница,AI
7726,перелом,коренное изменение ситуации,AI
7727,обмен,обмен,AI
7728,экологическая организация,"организация, защищающая природу",AI
7729,жертва аварии,"человек, пострадавший от несчастного случая",AI
7730,хулиганство,бессмысленное или непристойное действие,AI
7731,уникат,единственный экземпляр,AI
7732,политик союза,политик из партий союза,AI
7733,беспорядок,ситуация без порядка,AI
7734,фундамент,основание сооружения,AI
7735,предпринимательство,предпринимательская деятельность,AI
7736,голень,часть ноги между коленом и стопой,AI
7737,невежество,свойство не знать многое,AI
7738,вакуум,почти безвоздушное пространство,AI
7739,велосипедист,велосипедист (швейц.),AI
7740,вентиль,клапан для перекрытия потока газов или жидкостей,AI
7741,уплотнение,процесс уплотнения,AI
7742,почитание,почитание Бога или богов,AI
7743,конституционная жалоба,жалоба гражданина в конституционный суд,AI
7744,прощение,акт прощения,AI
7745,успокоение движения,меры по замедлению и снижению трафика,AI
7746,транспортная концепция,концепция по транспорту,AI
7747,дефицит,сокращение запасов чего‑то,AI
7748,углубление,углубленное изучение,AI
7749,конфиденциальность,свойство быть доступным ограниченному кругу,AI
7750,глава администрации,руководитель администрации,AI
7751,сцепление,взаимодействие частей,AI
7752,список,структурированный перечень информации,AI
7753,право вето,право наложить вето,AI
7754,скрипка,смычковый инструмент с четырьмя струнами,AI
7755,народный опрос,незаконодательный опрос мнений,AI
7756,завершение,доведение до конца,AI
7757,подготовительный период,время на подготовку,AI
7758,победитель прошлого года,победитель прошлого года,AI
7759,спикер правления,представитель правления компании,AI
7760,предвзятое мнение,"раннее, часто ложное суждение",AI
7761,вагон,железнодорожный вагон,AI
7762,свобода выбора,возможность выбирать без давления,AI
7763,избирательная комиссия,комиссия по выборам,AI
7764,предвыборная реклама,реклама выборов,AI
7765,опушка,граница леса,AI
7766,странствие подмастерья,традиционная странствия подмастерьев после обучения,AI
7767,водозабор,установка для подготовки питьевой воды,AI
7768,водное хозяйство,"меры по добыче, распределению и использованию воды",AI
7769,переезд,смена места жительства,AI
7770,епископ‑викарий,вспомогательный епископ,AI
7771,мировоззрение,система представлений о мире,AI
7772,победа в Кубке мира,победа в Кубке мира,AI
7773,кругосветка,путешествие вокруг света,AI
7774,конец света,"конец человечества, Земли или Вселенной",AI
7775,ВЭФ,Всемирный экономический форум,AI
7776,Вестервальд,"среднегорье между Рейном, Зигом, Ланом и Диллем",AI
7777,Западная Швейцария,западная часть Швейцарии,AI
7778,западная сторона,"сторона, обращенная на запад",AI
7779,виски,ирландский или американский виски из ржи или кукурузы,AI
7780,отзыв,сообщение об аннулировании,AI
7781,парк дикой природы,парк с дикими животными,AI
7782,дикое животное,"животное, живущее в природе",AI
7783,молниеносно,очень быстро,AI
7784,ветряк,ветровая турбина с лопастями,AI
7785,резкое похолодание,внезапный приход холода со снегом,AI
7786,зимний семестр,зимняя часть учебного года,AI
7787,смерч,шторм с вертикальной осью вращения,AI
7788,хозяйка,"женщина, принимающая гостей",AI
7789,жилищная компания,компания с жилищным фондом,AI
7790,сборник чисел,подготовленная совокупность чисел,AI
7791,платежный оборот,движение денег и платежей,AI
7792,временные рамки,заданный предел времени,AI
7793,газетный репортаж,текст с подробной информацией по важной теме,AI
7794,финишная прямая,последний участок трассы перед финишем,AI
7795,уровень ставок,уровень процентных ставок,AI
7796,подбор,расположение отобранного,AI
7797,переселенец,"человек, переселяющийся внутри страны",AI
7798,брат-близнец,"мужской близнец, выношенный одновременно",AI
7799,цилиндр,геометрическое тело с круглыми основаниями,AI
7800,отстранение,"освобождение человека от должности, функции или деятельности",Ilia
