id,translate,translate_description,source
5701,покраска,"окрашивание, нанесение краски",AI
5702,вступительная речь,речь по случаю начала деятельности или службы,AI
5703,Антверпен,город в Бельгии.,AI
5704,араб,"представитель семитских народов Северной Африки, Аравийского полуострова и Ближнего Востока",AI
5705,трудовой суд,"суд, рассматривающий дела трудового права",AI
5706,трудовая жизнь,"часть жизни, связанная с работой, и условия ее выполнения",AI
5707,пособие по безработице,"деньги, выплачиваемые страхованием по безработице; социальная выплата",AI
5708,трудовое право,"совокупность норм, регулирующих отношения работника и работодателя",AI
5709,архитектор,женщина-архитектор,AI
5710,главнокомандующий,руководитель армии.,AI
5711,свидетельство несостоятельности,доказательство непригодности,AI
5712,Пепельная среда,начало 40-дневного поста в христианстве,AI
5713,астрономия,наука о звездах и небесных телах,AI
5714,право убежища,совокупность правовых норм государства о предоставлении убежища,AI
5715,вдох,один акт вдоха или выдоха,AI
5716,атлет,"человек, регулярно занимающийся спортом и участвующий в соревнованиях",AI
5717,атлетка,"женщина, занимающаяся спортом или участвующая в соревнованиях",AI
5718,дыхание,процесс вдоха воздуха и выдоха использованного,AI
5719,поддержание,меры по сохранению и поддержанию чего-либо,AI
5720,первый матч,первый матч в турнире или сезоне,AI
5721,осмотр,непосредственное рассмотрение,AI
5722,свидетель,"мужчина, ставший свидетелем события или происшествия",AI
5723,аукционный дом,"компания, которая оценивает, документирует и продает товары на аукционе",AI
5724,организатор,"лицо или организация, готовящая и проводящая мероприятие",AI
5725,процедура отбора,"процедура, в которой выбирают людей или предметы для определенной цели",AI
5726,поездка на машине,поездка на автомобиле,AI
5727,автоматизм,деятельность без участия центральной нервной системы,AI
5728,автогонки,"соревнование, в котором участвуют в основном четырехколесные машины",AI
5729,банщик-лекарь,"владелец купальни, также выполнявший лечебные и парикмахерские работы",AI
5730,озеро для купания,"озеро, где можно купаться",AI
5731,ванна,"ванна в ванной комнате, обычно продолговатой формы",AI
5732,привокзальный квартал,район города вокруг вокзала,AI
5733,железнодорожная линия,"маршрут, по которому регулярно ходят поезда",AI
5734,бактерия,делящийся одноклеточный прокариот без ядра,AI
5735,Прибалтика,регион балтийских государств.,AI
5736,банан,"продолговатый, обычно желтый тропический фрукт",AI
5737,банковский счет,"счет, который ведет банк",AI
5738,басист,певец с басовым голосом,AI
5739,заявка на строительство,прошение о разрешении на строительство,AI
5740,строительная отрасль,"совокупность фирм, занимающихся строительством",AI
5741,земля под застройку,"земля, пригодная для строительства по планам",AI
5742,хлопок,"волокна семян хлопчатника, используемые как текстиль",AI
5743,строительная компания,"компания, выполняющая строительные работы",AI
5744,ответ,устный или письменный ответ на вопрос; реакция,AI
