id,translate,translate_description,source
9501,подручный,неквалифицированный помощник,AI
9502,боль,глубокая душевная (реже физическая) травма,AI
9503,клык,выступающие клыки кабана,AI
9504,главная обвиняемая,"женщина, обвиняемая как главный виновник",AI
9505,основная нагрузка,самая большая и тяжелая нагрузка,AI
9506,главный пост,центральный караул,AI
9507,банк клиента,основной банк клиента или компании,AI
9508,строительство дома,возведение здания,AI
9509,бюджетный год,"год, на который составляется бюджет",AI
9510,бюджетная консолидация,снижение долгов для баланса бюджета,AI
9511,домашнее имущество,"все вещи, относящиеся к хозяйству",AI
9512,курорт,курорт с лечебными источниками,AI
9513,лечебное средство,"вещество или мед. метод, дающий излечение",AI
9514,домам,дательный падеж мн. числа слова Heim,AI
9515,палач,"человек, приводящий в исполнение казнь",AI
9516,герольд,"глашатай, посланник в Средневековье",AI
9517,мужская команда,команда из мужчин,AI
9518,котел,место с хаотическим беспорядком,AI
9519,задний игрок,"игрок, который ходит последним",AI
9520,задняя комната,"комната, доступная только через другие",AI
9521,указатель,видимая табличка с коротким сообщением,AI
9522,пик формы,"лучшая форма, высший уровень",AI
9523,высокая культура,развитая культура во многих областях,AI
9524,плоскогорье,высокорасположенная территория,AI
9525,табурет,простое сиденье без спинки и подлокотников,AI
9526,яичко,мужская половая железа,AI
9527,безнадежность,"состояние без надежды, безнадежное качество или ситуация",AI
9528,дворцовый сад,сад при дворе или дворце,AI
9529,гофмейстер,домашний учитель у дворянских и состоятельных семей,AI
9530,хмель,"вьющееся растение до 5 м, используется как горечь при варке пива",AI
9531,гормон,"вещество, передающее сигналы между органами и регулирующее функции организма",AI
9532,гуманизм,"философия и мировоззрение, ориентированные на интересы, ценности и достоинство человека",AI
9533,ущерб имиджу,"нежелательное снижение репутации человека, группы, компании и т.п.",AI
9534,имам,"тот, кто ведет молитву в мечети или читает ее вместе с общиной",AI
9535,запрет на импорт,запрет ввоза товаров и услуг из-за рубежа,AI
9536,индеец,коренной житель Америки,AI
9537,профсоюз промышленности,профсоюз промышленной отрасли,AI
9538,промышленный парк,"зона, используемая промышленными компаниями",AI
9539,инферно,"ужасающее, катастрофическое событие",AI
9540,информационный стенд,быстро устанавливаемый стенд для распространения информации,AI
9541,инфузия,"длительное введение жидкости в организм, чаще внутривенно",AI
9542,инъекция,впрыскивание,AI
9543,интерьер,обстановка помещения,AI
9544,островитянин,"человек, живущий на острове",AI
9545,заинтересованное лицо,"человек, которому что-то интересно",AI
9546,исполнитель,исполнитель уже существующего произведения,AI
9547,интрига,злонамеренный план для использования людей в свою пользу,AI
9548,инвестиционное общество,"объединение инвесторов, вкладывающих в ценные бумаги, недвижимость или сырье",AI
9549,странствие,"литературный мотив, пример — Одиссея",AI
9550,охотничий замок,"дворец в лесной местности, построенный для охоты",AI
9551,годовой доход,доход за год,AI
9552,годовой результат,результат финансового года,AI
9553,ежегодное собрание,собрание в годовом ритме,AI
9554,смена века,переход от одного века к другому,AI
9555,безработица среди молодежи,"состояние, когда много молодых людей ищут работу и не находят",AI
9556,молодежная зона,специально выделенная зона для молодежи,AI
9557,юношеское наказание,судебно назначаемое лишение свободы для подростков,AI
9558,молодежная встреча,место встреч молодежи,AI
9559,ювелир,"человек, продающий дорогие украшения",AI
9560,кофейня,"заведение, где пьют кофе и едят выпечку",AI
9561,империя,"государство, управляемое императором или императрицей",AI
9562,каяк,"тип лодки, происходящий от арктической лодки инуитов",AI
9563,сослуживец,"солдат, с которым делят казарму; солдат своей армии",AI
9564,камерный суд,высший суд земли,AI
9565,кувшин,большой сосуд для жидкости,AI
9566,кантор,"человек, играющий на органе и/или руководящий хором в богослужении",AI
9567,караоке,"развлечение, где поют под минусовку",AI
9568,отпуск по уходу,"освобождение от работы по причине рождения, воспитания или обучения",AI
9569,картель,запрещенные соглашения между предпринимателями для ограничения конкуренции,AI
9570,антимонопольное ведомство,"орган, защищающий конкуренцию",AI
9571,предварительная продажа,продажа до даты события,AI
9572,кассовый хит,продукт с большим коммерческим успехом,AI
9573,Каталония,регион в Испании,AI
9574,католицизм,"совокупность католических взглядов, форм организации и обрядов",AI
9575,предложение о покупке,предложение купить что-либо,AI
9576,жевательная резинка,жевательная масса с вкусовыми добавками,AI
9577,поворот,разворот на маршруте,AI
9578,зародышивая клетка,половая клетка,AI
9579,подвальное помещение,комната в подвале,AI
9580,дубина,орудие или оружие с рукоятью и утяжеленным концом,AI
9581,Хартум,столица Судана,AI
9582,детский хор,"хор, состоящий только из детей",AI
9583,детский театр,театр для детей,AI
9584,Киншаса,столица ДР Конго,AI
9585,олененок,детеныш у косули или козловых,AI
9586,классовая борьба,"экономическая, политическая и идеологическая борьба между классами",AI
9587,мелкий инвестор,инвестор с небольшим капиталом,AI
9588,драгоценность,ценная вещь,AI
9589,зажим,устройство для зажимания,AI
9590,звонок,устройство для звона,AI
9591,монастырская церковь,церковное здание монастыря,AI
9592,руководитель фракции,координатор депутатов партии,AI
9593,преклонение колен,"падение на колени, выражающее подчинение или почтение",AI
9594,кобольд,"карликовый дух, проказничающий",AI
9595,Кольбе,фамилия,AI
9596,колониальная держава,"государство, управляющее колониями",AI
9597,коммерция,коммерческая деятельность,AI
9598,кондитерская,предприятие по изготовлению тортов и печенья,AI
9599,конгресс-холл,большой зал для собраний,AI
9600,конгресс-центр,центр для конгрессов,AI
9601,консультация,совместное обсуждение,AI
9602,контрастная программа,"вещь, резко отличающаяся от другой",AI
9603,центральный офис концерна,штаб-квартира компании,AI
9604,кореец,гражданин Республики Корея,AI
