id,translate,translate_description,source
9801,парение,состояние зависания,AI
9802,свекор/тесть,отец супруга,AI
9803,прыжок в сторону,прыжок с приземлением сбоку,AI
9804,средняя школа,школа следующей ступени,AI
9805,мгновение,очень короткий промежуток,AI
9806,самореализация,осуществление своих возможностей,AI
9807,Серра,фамилия; также горная цепь,AI
9808,ведущий шоу,"человек, ведущий шоу",AI
9809,сайт,веб-страница или сайт,AI
9810,эскиз,"набросок, черновой рисунок",AI
9811,сноубордист,"человек, катающийся на сноуборде",AI
9812,ИТ-концерн,крупный производитель ПО,AI
9813,спецподразделение,специальное подразделение,AI
9814,особое разрешение,разрешение для особого случая,AI
9815,доплата,дополнительная выплата,AI
9816,социальная служба,учреждение социальных услуг,AI
9817,щель,узкий продольный разрез,AI
9818,блюдо,приготовленная еда,AI
9819,сперма,мужской эякулят,AI
9820,игровой зал,зал для игр,AI
9821,счет,текущий результат,AI
9822,игровая лужайка,место для игр,AI
9823,высшее достижение,очень высокий результат,AI
9824,спортсмен высшего уровня,спортсмен с выдающимися результатами,AI
9825,спортивный знак,награда за спортивные достижения,AI
9826,спортивный суд,"орган, рассматривающий нарушения в спорте",AI
9827,спортмероприятие,"событие, связанное со спортом",AI
9828,немота,неспособность говорить от сильных эмоций,AI
9829,госграница,граница государства,AI
9830,государственная безопасность,состояние защищенности государства,AI
9831,урбанист,"человек, занимающийся городским планированием",AI
9832,родословная,схема происхождения,AI
9833,фактор размещения,условие выбора места,AI
9834,свидание,встреча влюбленных,AI
9835,налоговое право,совокупность налоговых норм,AI
9836,доля голосов,процент голосов,AI
9837,луч,"луч, исходящий из точки",AI
9838,рассеяние,разбрасывание чего‑то,AI
9839,стайлинг,оформление или стилизация чего‑то,AI
9840,субсидия,финансовая помощь без встречного возмещения,AI
9841,сюжет,содержание художественного изображения,AI
9842,симфония,произведение для оркестра,AI
9843,синтезатор,электронный музыкальный инструмент,AI
9844,карьер,предприятие по открытой добыче,AI
9845,тарифный конфликт,спор между сторонами в переговорах о тарифах,AI
9846,испытательная поездка,поездка с целью тестирования,AI
9847,испытательный участок,"участок, где можно тестировать транспорт",AI
9848,текстовик,"человек, пишущий рекламные или песенные тексты",AI
9849,текстиль,текстильный материал,AI
9850,театральный постановщик,"человек, создающий театральные постановки",AI
9851,низкий полет,полет на малой высоте,AI
9852,глубокий сон,очень глубокий и крепкий сон,AI
9853,вид животных,"группа животных, выделенная по критериям",AI
9854,столярная мастерская,предприятие столяра,AI
9855,обложка,изображение на титульной странице,AI
9856,главная роль,"роль, давшая название произведению",AI
9857,тран,"масло из тюленей и рыб, особенно китов",AI
9858,моторный вагон,рельсовый вагон с собственным приводом,AI
9859,безбилетник на подножке,"человек, едущий снаружи на подножке без оплаты",AI
9860,ошибочный вывод,"ложное заключение, кажущееся верным",AI
9861,раздевалка,маленькая комната для переодевания,AI
9862,рост выручки,увеличение выручки,AI
9863,рентабельность продаж,доходность относительно выручки,AI
9864,экологическая политика,политика в сфере охраны природы,AI
9865,перепрофилирование,изменение назначения,AI
9866,развлекательная ценность,"степень, в которой что‑то развлекает",AI
9867,подлесок,низкорослые кустарники под кронами деревьев,AI
9868,бездействие,умышленное отсутствие действия,AI
9869,тайное голосование,секретное голосование членов профсоюза о начале или конце забастовки,AI
9870,отпускные,доплата работнику для финансирования отпуска,AI
9871,отпускная поездка,поездка во время отпуска,AI
9872,вампир,"мифическое ночное существо, питающееся кровью",AI
9873,вердикт,"приговор, решение",AI
9874,торговый киоск,быстро монтируемая торговая точка,AI
9875,транспортный комитет,комитет по вопросам транспорта,AI
9876,измерение,измерение чего‑то,AI
9877,перевод в класс,перевод ученика в другой класс,AI
9878,энтузиазм,воодушевление и импульс,AI
9879,запущенность,упадок из‑за недостатка ухода,AI
9880,ветеран,"опытный, давно служащий человек",AI
9881,кумовство,"непотизм, протекция родственников",AI
9882,видеокамера,устройство для записи видео,AI
9883,обход,визит врача к пациенту,AI
9884,словарный запас,набор слов человека или области,AI
9885,предварительный отбор,выбор заранее,AI
9886,товарищеская игра,игра для подготовки,AI
9887,мыслитель,"человек, влияющий своими идеями",AI
9888,предварительная услуга,"услуга, оказанная заранее",AI
9889,подпорка,поддержка; подсовывание,AI
9890,закуска,первое блюдо в меню,AI
9891,Вахау,регион в Австрии,AI
9892,фальсификация выборов,незаконное изменение результатов,AI
9893,мерин,кастрированный самец лошади,AI
9894,паломническая церковь,"церковь, являющаяся целью паломничества",AI
9895,ванна,длинная емкость с высокими стенками,AI
9896,вант,трос или рейка для бокового крепления мачты,AI
9897,раковина,санитарное устройство для умывания,AI
9898,кран,концевой элемент водопровода,AI
9899,открытость миру,готовность принимать людей и идеи извне,AI
9900,мировой экономический кризис,сильный спад производства и торговли,AI
