id,translate,translate_description,source
13101,местный раздел,местный раздел газеты,AI
13102,Лотарингия,регион во Франции,AI
13103,воздушный замок,несбыточная мечта,AI
13104,халтура,"плохо выполненный текст, фильм или произведение",AI
13105,мафиози,член мафии,AI
13106,магистр,"академическая степень, равная диплому",AI
13107,бренд,собственное имя продукта,AI
13108,маркграф,командир пограничной области,AI
13109,машиностроительный завод,предприятие по производству машин,AI
13110,маскарад,"бал, на котором носят маски",AI
13111,массовая безработица,"ситуация, когда очень много людей ищут работу и не находят",AI
13112,средство массовой информации,техническое средство передачи информации большим группам людей,AI
13113,массажист,"человек, выполняющий массаж после обучения и экзамена",AI
13114,матурант,"ученик, сдающий или сдавший матуру",AI
13115,медийный регулятор,госорган по контролю частных медиа,AI
13116,медиацентр,центр для медиа,AI
13117,лжеприсяга,ложная клятва перед судом,AI
13118,мелодрама,драматический жанр,AI
13119,мерчандайзинг,комплекс мер по продвижению и продаже товара,AI
13120,посетитель выставки,"человек, пришедший на выставку",AI
13121,метафизика,раздел философии о первоосновах бытия,AI
13122,метрополия,столица или мировой город,AI
13123,микрочип,миниатюрная микросхема,AI
13124,милитаризм,доминирование военного мышления в обществе,AI
13125,миноритарная доля,доля менее 50%,AI
13126,алтарник,помощник священника во время мессы,AI
13127,соиздатель,"человек, совместно отвечающий за публикацию",AI
13128,средний уровень,средний слой в организации,AI
13129,моабитянин,житель берлинского района Моабит,AI
13130,гниль,результат процесса гниения,AI
13131,показ мод,демонстрация новых моделей одежды,AI
13132,ежемесячный отчет,отчет за месяц,AI
13133,месячный билет,"билет, действующий один месяц",AI
13134,месячная зарплата,оплата за работу в течение месяца,AI
13135,чудовище,страшное существо,AI
13136,Монблан,гора в Альпах,AI
13137,монтажник,специалист по сборке и обслуживанию оборудования,AI
13138,угроза убийством,заявленная угроза убийства,AI
13139,утренний час,время утром,AI
13140,мусульманин,приверженец ислама,AI
13141,музыкант,"человек, играющий музыку (разг.)",AI
13142,музыкальный канал,радио- или ТВ-канал с музыкой,AI
13143,музыкальный стиль,особый стиль музыки,AI
13144,задумчивость,состояние размышления,AI
13145,ночная работа,работа ночью,AI
13146,последействие,"следствие действия, последующее или длительное воздействие",AI
13147,послесловие,заключительная часть литературного произведения,AI
13148,проба на мастерство,испытание: выпить стакан до дна или у плотников вбить гвоздь тремя ударами,AI
13149,список имен,"список, в котором перечислены имена",AI
13150,шут,шут при дворе или комический персонаж в театре,AI
13151,ученый-естествоиспытатель,исследователь в области естественных наук,AI
13152,соседняя комната,"комната, соседняя с той, где происходят события",AI
13153,негр,"темнокожий человек субсахарского происхождения (устар., оскорб.)",AI
13154,завистник,"человек, который завидует",AI
13155,нервный срыв,внезапное расстройство нервной системы из-за сильной нагрузки,AI
13156,чистая зарплата,зарплата после вычета налогов и отчислений,AI
13157,повторные переговоры,повторное ведение переговоров,AI
13158,низменность,"низко расположенная местность, особенно у водоемов",AI
13159,средний потребитель,человек с обычным (средним) потреблением,AI
13160,лапша,"сырая или приготовленная тестяная изделие из богатой белком и крахмалом муки, воды и других добавок",AI
13161,аргумент логарифма,функциональный аргумент логарифмической функции,AI
13162,сельскохозяйственное животное,"домашнее животное, ценность которого в полезности, например корова или кот-ловец мышей",AI
13163,фруктовое дерево,"дерево, на котором растут фрукты",AI
13164,вол,кастрированный самец домашнего крупного рогатого скота,AI
13165,серьга,"украшение, которое носят на ухе",AI
13166,Октябрьская революция,захват власти большевиками в России в 1917 году,AI
13167,олива,"средиземноморская косточковая плодовая культура, плод масличного дерева",AI
13168,опий,высушенный млечный сок незрелых коробочек мака,AI
13169,орхидея,растение из семейства орхидных,AI
13170,ординарий,в католическом праве руководитель с обычной юрисдикцией,AI
13171,форма организации,"способ, как что-то организовано",AI
13172,оргия,"пышная пирушка с излишествами, часто сексуального характера",AI
13173,оригинальная версия,исходная версия,AI
13174,ортодоксия,ортодоксальная вера или учение,AI
13175,топоним,собственное название географического объекта,AI
13176,восточная граница,граница на востоке,AI
13177,озоновая дыра,"область в озоновом слое, где озон разрушен",AI
13178,Падуя,город в Италии,AI
13179,памфлет,"публикация, часто полемическая",AI
13180,бумажная фабрика,производство бумаги,AI
13181,бумажная промышленность,"отрасль, производящая бумагу, картон и услуги",AI
13182,тополь,древовидное растение рода Populus,AI
13183,папский визит,визит папы,AI
13184,парапланерист,"спортсмен, летающий на параплане",AI
13185,паразит,"живой организм, паразитирующий",AI
13186,парламентское большинство,большинство мест или голосов в представительном органе,AI
13187,парламентское место,место/мандат в парламенте,AI
13188,левое крыло партии,левое крыло партии,AI
13189,универсальный рецепт,идеальное решение проблемы или достижения цели,AI
13190,пацифист,"человек, выступающий против войны и насилия",AI
13191,педаль,ножной рычаг,AI
13192,персифляж,"остроумная насмешка с использованием имитации, иронии и преувеличения",AI
13193,пестицид,средство для уничтожения или отпугивания вредителей,AI
13194,керосин,бесцветная жидкость из нефти для освещения или отопления,AI
13195,столб,обработанный вертикальный столб или стойка,AI
13196,брусчатка,каменный элемент для мощения дорог и площадей,AI
13197,фармацевтическая фирма,"компания, производящая лекарства",AI
13198,Пиллер,фамилия,AI
13199,пируэт,быстрое вращение вокруг вертикальной оси тела,AI
13200,плагиат,незаконное использование чужих идей или работ,AI
