id,translate,translate_description,source
10601,электорат,совокупность избирателей,AI
10602,кандидатура,предложение кандидата,AI
10603,паломничество,путешествие к святому месту по религиозным мотивам,AI
10604,странствие,длительное передвижение,AI
10605,гидроэлектростанция,"станция, использующая воду для выработки энергии",AI
10606,сдача,"деньги, выдаваемые обратно при оплате",AI
10607,взаимодействие,взаимное влияние,AI
10608,уикенд,суббота и воскресенье как выходные,AI
10609,длина пути,протяженность маршрута,AI
10610,охотник,охотник,AI
10611,продолжение строительства,дальнейшее ведение строительства,AI
10612,мировая элита,лучшие в мире в определенной сфере,AI
10613,мировая музыка,"музыкальное направление, смешивающее западную и традиционную музыку",AI
10614,рекламное агентство,"компания, создающая рекламу",AI
10615,оса,желто‑черное жалящее насекомое,AI
10616,западная автомагистраль,автобан в западном направлении,AI
10617,конкурентное давление,давление со стороны конкуренции,AI
10618,искажение конкуренции,нечестное получение преимуществ,AI
10619,переработка,повторное использование,AI
10620,подгузник,впитывающее изделие для младенцев,AI
10621,путаница,хаос,AI
10622,экономический комитет,парламентский орган по экономике,AI
10623,экономист‑исследователь,"человек, изучающий экономику",AI
10624,экономическое предприятие,предприятие в сфере экономики,AI
10625,представитель экономики,представитель деловых кругов,AI
10626,отрасль,группа компаний с близкими товарами и услугами,AI
10627,министр науки,глава министерства науки,AI
10628,жилой квартал,район жилья,AI
10629,страна чудес,сказочная страна,AI
10630,чудо‑средство,лекарство с очень сильным эффектом,AI
10631,клещ,паразитическое паукообразное,AI
10632,бомба с таймером,бомба с часовым механизмом,AI
10633,летоисчисление,система календаря,AI
10634,центнер,мера массы 50 кг,AI
10635,целевой показатель,заранее заданная цель,AI
10636,цитадель,"внутренняя, укрепленная часть крепости",AI
10637,подвоз,транспорт для подвозки к основному пути,AI
10638,надбавка,дополнительная выплата,AI
10639,компенсация/возмещение,возмещение или компенсация,Ilia
10640,словообразование/отвод,процесс и результат образования новых слов с помощью грамматических морфем (кроме флективных),Ilia
10641,место для стоянки,"место, предназначенное для постановки транспортных средств.",AI
10642,отсек,отдельная зона в здании,AI
10643,земледелие,форма использования почвы на основе регулярной обработки и последующего выращивания растений,AI
10644,адью,приветствие при прощании,AI
10645,агент,"женщина, оказывающая посреднические услуги клиентам, особенно артистам, писателям, спортсменам; в общем — посредница, торговая представительница",AI
10646,агитация,"политическое просвещение, политическая реклама",AI
10647,министр сельского хозяйства,руководитель министерства сельского хозяйства,AI
10648,акупунктура,"традиционный китайский метод лечения, при котором иглы вводят в кожу",AI
10649,водоросль,"низшие, обычно водные растительные организмы, одно- или многоклеточные",AI
10650,сольный артист,"артист, который выступает один.",AI
10651,общее образование,"базовое образование, не ориентированное на профессию; общий багаж знаний",AI
10652,амок,"психическая экстремальная ситуация, характеризующаяся невменяемостью и готовностью к насилию",AI
10653,аналогия,"сходство, соответствие",AI
10654,анархия,общество без правителей и господствующих классов,AI
10655,предъявление обвинения,возбуждение обвинения.,AI
10656,объявление,"рекламное объявление в газете, журнале и т. п.",AI
10657,взгляд,способ понимания или интерпретации,AI
10658,антисемит,"человек, враждебно настроенный к евреям и иудаизму; ненавистник евреев и иудаизма",AI
10659,ара,новосветский длиннохвостый попугай,AI
10660,рабочее движение,организованное объединение наемных работников с целью улучшения условий труда и жизни,AI
10661,рабочая программа,"совокупность того, что нужно сделать или над чем нужно работать",AI
10662,анус,анальное отверстие,AI
10663,ассоциация,"объединение людей для определенной цели; организация, созданная для определенной цели",AI
10664,астронавт,"космонавт (особенно западных стран), участвующий в космическом полете",AI
10665,муляж,убедительная имитация без полноценной функции оригинала,AI
10666,атрибут,"определение в составе члена предложения, которое можно опустить",AI
10667,надзиратель,"человек, который наблюдает или охраняет",AI
10668,матч за повышение,игра за повышение.,AI
10669,объем заказов,объем заказов.,AI
10670,бровь,волосистая дуга над глазами,AI
10671,учебный год,"период года, в который осваивается профессия в компании и училище",AI
10672,аутсорсинг,передача производственных или управленческих процессов партнерам,AI
10673,выделение,"процессы обмена веществ и их продукты, такие как кал и моча",AI
10674,устрица,"раковина, внутренность которой съедобна и считается деликатесом",AI
10675,автомагнитола,"радио, установленное в автомобиле",AI
10676,час езды,"расстояние, которое автомобиль проезжает за один час",AI
10677,купальник,"одежда для плавания, обычно закрывающая переднюю часть туловища",AI
10678,бадминтон,соревновательный вариант игры воланчиком и ракетками,AI
10679,поездка на поезде,поездка на железной дороге,AI
10680,танцевальный зал,здание для балов или танцевальных мероприятий.,AI
10681,лидер группы,руководитель музыкальной группы,AI
10682,участник группы,"человек, входящий в музыкальную группу",AI
10683,банковский надзор,контроль за банками.,AI
10684,банк,"банк, банковская фирма.",AI
10685,варварство,"необузданная грубость, вандализм",AI
10686,Страна Басков,регион на севере Испании и юго-западе Франции у Бискайского залива,AI
10687,бастион,выдвинутый оборонительный пункт крепости,AI
10688,батальон,соединение войск из подразделений одного рода войск,AI
10689,памятник архитектуры,"здание, считающееся памятником прежней архитектуры",AI
10690,строительный концерн,крупная компания в строительной отрасли,AI
10691,министр строительства,руководитель министерства строительства,AI
10692,пляжный волейбол,"вариант волейбола, играемый на песке",AI
10693,освободитель,"человек, освобождающий кого-то из принуждения",AI
10694,умиротворение,меры по подавлению или устранению конфликта,AI
10695,событие,"то, что произошло",AI
10696,жилище,"простое, иногда временное жилье",AI
10697,владение,осуществление контроля над чем-то/кем-то,AI
10698,наставление,передача знаний; выговор,AI
10699,налоговая база,основа для расчета налогового обязательства,AI
10700,очистка,удаление лишних или мешающих элементов,AI
