id,translate,translate_description,source
8701,Гебауэр,фамилия,AI
8702,дом рождения,"дом, где кто‑то родился",AI
8703,подарок на день рождения,"подарок, традиционно даримый на день рождения",AI
8704,памятный камень,"каменный блок, напоминающий о ком‑то или чем‑то",AI
8705,местность,"ландшафт, регион",AI
8706,переплетение,"то, что переплетено",AI
8707,последователи,совокупность сторонников кого‑то или чего‑то,AI
8708,контратака,атака в ответ на нападение противника,AI
8709,противоположность,другой полюс или объект с противоположными свойствами,AI
8710,эквивалент,равноценная замена,AI
8711,финансовое учреждение,компания для финансовых операций,AI
8712,совместный проект,"проект, выполняемый совместно",AI
8713,главный музыкальный директор,ведущий музыкальный директор учреждения,AI
8714,генератор,"машина, преобразующая механическую энергию в электрическую",AI
8715,Бытие,первая книга Моисея,AI
8716,генетика,наука о наследственности,AI
8717,гений,"творческий дух, присущий человеку",AI
8718,генная инженерия,технология изменения/манипуляции наследственным материалом,AI
8719,геолог,"ученый, работающий в геологии",AI
8720,общий зачет,общая классификация в соревновании,AI
8721,половой акт,половая связь с введением эрегированного пениса,AI
8722,ограничение скорости,установление максимальной скорости на дорогах,AI
8723,поправка к закону,изменение закона,AI
8724,манера,способ поведения по отношению к другим,AI
8725,применение насилия,использование насилия,AI
8726,весовая категория,разделение спортсменов по весу,AI
8727,Гибралтар,британская заморская территория на юге Испании,AI
8728,приравнивание,рассмотрение как равнозначного,AI
8729,государство Персидского залива,"страна, расположенная у Персидского залива",AI
8730,горилла,представитель рода человекообразных обезьян,AI
8731,надгробный камень,камень на могиле в память об умерших,AI
8732,граната,снаряд с взрывчаткой и взрывателем,AI
8733,грек,гражданин Греции,AI
8734,фундаментальные исследования,исследования основ без ориентации на практику,AI
8735,закладка камня,торжественное начало строительства,AI
8736,гуляш,"тушеное блюдо с кусочками мяса, сильно приправленное",AI
8737,овес,злаковая культура с рыхлой метелкой,AI
8738,Хайфа,город в Израиле,AI
8739,торговый реестр,публичный реестр зарегистрированных торговцев,AI
8740,арфа,древний струнный щипковый инструмент с треугольной рамой,AI
8741,гармонизация,приведение к согласованности,AI
8742,песчаное поле,"поле с песчаным покрытием, часто красноватым",AI
8743,основная профессия,главный источник средств к существованию,AI
8744,старший комиссар,высокое полицейское звание,AI
8745,основная часть,самая большая и важная часть целого,AI
8746,вход в дом,вход в дом,AI
8747,инженерия здания,техническое оборудование здания,AI
8748,подъемник,человек или устройство для подъема,AI
8749,щука,хищная пресноводная рыба,AI
8750,дрожжи,"одноклеточный гриб, размножающийся почкованием или делением",AI
8751,родная деревня,"поселение, где человек вырос",AI
8752,краеведческий музей,"музей, посвященный региональным темам",AI
8753,веселость,"радостное, легкое настроение",AI
8754,помощница,"женщина, которая помогает или поддерживает",AI
8755,жеребец,некастрированный самец лошади (и др.),AI
8756,сельдь,рыба с голубовато‑зеленой спиной и серебристыми боками,AI
8757,вволю,в удовольствие,AI
8758,лицемерие,притворство; форма лжи,AI
8759,задняя ось,"ось, на которой держатся задние колеса",AI
8760,засада,укрытие для внезапной атаки,AI
8761,обращение,"ориентация на что‑то, заинтересованное восприятие",AI
8762,пиковая нагрузка,очень интенсивная работа,AI
8763,высокогорье,горные массивы выше 1500 м,AI
8764,прыжок в высоту,"вид спорта, где спортсмены с разбега перепрыгивают планку на определенной высоте",AI
8765,рабочий объем,"объем, вытесняемый всеми поршнями двигателя",AI
8766,сотня,"что-то с размером, стоимостью, мерой или номером 100",AI
8767,индивид,"отдельное существо, единичный живой организм со своими особенностями",AI
8768,промышленный концерн,"крупная компания, продающая продукцию массового производства",AI
8769,индустриальная страна,высокоразвитая страна с сильной промышленностью,AI
8770,промышленник,владелец промышленного предприятия,AI
8771,промышленный центр,место размещения промышленности,AI
8772,инфекционное заболевание,"болезнь, вызываемая возбудителями",AI
8773,информатик,"человек, профессионально или научно занимающийся информатикой",AI
8774,сенатор по внутренним делам,сенатор по внутренним делам в городах-государствах,AI
8775,инструментализация,(злоупотребительное) использование чего-либо в собственных целях,AI
8776,конфликт интересов,столкновение разных интересов,AI
8777,интернационализация,расширение возможностей действий за пределы национальных границ,AI
8778,доступ в интернет,совокупность условий для подключения к интернету,AI
8779,интерпелляция,формализованный запрос парламентария к правительству,AI
8780,Интерпол,международная организация по борьбе с преступностью со штаб-квартирой в Лионе,AI
8781,инвестиционный банк,"банк, занимающийся инвестициями",AI
8782,инвестиционная программа,план вложения капитала для максимизации прибыли,AI
8783,объем инвестиций,"совокупность средств, вложенных в инвестицию",AI
8784,ирландец,гражданин Ирландии,AI
8785,годовой баланс,"совокупность годовой отчетности компании: баланс, отчет о прибылях и убытках и приложение с пояснениями",AI
8786,тысячелетие,период в 1000 лет,AI
8787,молодежный отдел,отдел для молодежи,AI
8788,молодежный дом,дом для молодежной работы,AI
8789,молодежный хостел,простая гостиница для молодежи,AI
8790,Югославия,бывшее государство в Юго-Восточной Европе,AI
8791,юнкер,молодой помещик-дворянин,AI
8792,хунта,военное правительство,AI
8793,сенатор по юстиции,"сенатор, отвечающая за правовые вопросы",AI
8794,съемочная группа,команда для кино- и видеосъемок,AI
8795,камерный оркестр,оркестр из небольшого числа музыкантов,AI
8796,боевой самолет,"самолет, вооруженный для военных задач",AI
8797,кантональное правительство,правительство кантона,AI
8798,картофель,культурное растение с бело-голубыми цветками и зелеными ягодами,AI
8799,касса,касса,AI
8800,католик,член Римско-католической церкви,AI
