id,translate,translate_description,source
601,предприятие,"организация, занимающаяся производством, торговлей или услугами",AI
602,предприниматель,владелец компании,AI
603,различие,несовпадение объектов или явлений,AI
604,исследование,подробное рассмотрение и проверка,AI
605,отпуск,предоставляемое работодателем свободное время,AI
606,причина,"предшествующий фактор, определяющий событие",AI
607,приговор,судебное решение,AI
608,отец,мужской родитель,AI
609,организатор,"лицо или организация, готовящая мероприятие",AI
610,мероприятие,организация и проведение события,AI
611,ответственность,обязанность отвечать за дело или человека,AI
612,союз,организация людей по общим интересам,AI
613,связь,"то, что соединяет",AI
614,запрет,строгое требование воздержаться от действия,AI
615,потребитель,"человек, покупающий и потребляющий товары",AI
616,подозрение,предположение без точных знаний,AI
617,клуб,организация людей с общими интересами,AI
618,процедура,способ выполнения чего‑то,AI
619,прошлое,"время, которое уже прошло",AI
620,сравнение,сопоставление объектов или идей,AI
621,поведение,"то, что человек делает и как",AI
622,продажа,акт продажи,AI
623,движение,"перемещение транспорта, людей, грузов или сообщений",AI
624,дорожное происшествие,инцидент в движении с ущербом,AI
625,ход,последовательность событий,AI
626,травма,повреждение ткани,AI
627,потеря,акт утраты,AI
628,версия,один из вариантов,AI
629,снабжение,обеспечение необходимым,AI
630,попытка,"проба, эксперимент",AI
631,защитник,"игрок обороны, мешающий игре соперника",AI
632,защита,оправдание или отражение критики,AI
633,договор,юридически обязательное соглашение,AI
634,доверие,уверенность в правильности действий или человека,AI
635,представитель,"человек, действующий от имени других",AI
636,администрация,организация и выполнение процессов в учреждениях,AI
637,видео,видеофильм или электронная последовательность кадров,AI
638,разнообразие,многообразие вещей или свойств,AI
639,четверка,число четыре,AI
640,подготовка,действие для обеспечения процесса,AI
641,инцидент,"необычное, часто негативное событие",AI
642,предварительная область,область или период перед чем‑то,AI
643,действия,определенный способ действовать,AI
644,проект,"то, что планируют осуществить",AI
645,прошлый год,предыдущий год,AI
646,предложение,"рекомендация, как поступить",AI
647,руководитель,лицо в руководстве компании,AI
648,представление,внутренний образ реальности,AI
649,преимущество,положительный аспект,AI
650,упрек,обвинительное высказывание,AI
651,рост,естественное увеличение организма,AI
652,прекращение огня,краткая пауза в боях,AI
653,телега,повозка на одном или нескольких осях,AI
654,выбор,решение между вариантами,AI
655,предвыборная борьба,агитация за голоса,AI
656,истина,"то, что действительно соответствует действительности",AI
657,лес,"большая площадь, покрытая деревьями",AI
658,вода,химическое соединение H₂O,AI
659,обмен,замена людей или предметов,AI
660,путь,простая дорога или тропа,AI
661,Рождество,праздник 25 декабря; в ряде стран 26 декабря тоже праздник,AI
662,мир,планета Земля,AI
663,произведение,результат труда; также деятельность над большим делом,AI
664,ценность,материальный эквивалент вещи,AI
665,запад,"сторона света, противоположная востоку",AI
666,соревнование,состязание участников в дисциплине,AI
667,сопротивление,способность не изменяться под воздействием,AI
668,Вена,столица Австрии,AI
669,ветер,направленное движение воздуха,AI
670,зима,время года между осенью и весной,AI
671,эффект,результат причины,AI
672,трактир,гостиница или ресторан,AI
673,знание,понимание фактов и информации,AI
674,неделя,период из 7 дней,AI
675,выходные,"конец недели, суббота и воскресенье",AI
676,благополучие,состояние хорошего самочувствия,AI
677,квартира,отдельное помещение для проживания,AI
678,шерсть,материал из шерсти животных,AI
679,слово,самостоятельная единица языка,AI
680,желание,стремление к чему‑то,AI
681,число,"числовое значение, количество",AI
682,десять,число десять,AI
683,знак,воспринимаемый сигнал‑указание,AI
684,время,непрерывный ход времени,AI
685,момент,короткая точка во времени,AI
686,период,определенный интервал времени,AI
687,газета,периодическое печатное СМИ,AI
688,центральный офис,центр и диспетчерская организации,AI
689,центр,середина объекта или области,AI
690,цель,направленность или конечный пункт,AI
691,доступ,вход или подход,AI
692,дом,"место, где живут",AI
693,будущее,"то, что еще предстоит",AI
694,сотрудничество,совместная работа,AI
695,взаимосвязь,отношение и связь между частями,AI
696,зритель,"человек, смотрящий представление",AI
697,состояние,как что‑то выглядит в данный момент,AI
698,согласие,утверждение согласия,AI
699,два,естественное число между единицей и тройкой,AI
700,сомнение,внутреннее колебание; неуверенность и предположение фактов,AI
