id,translate,translate_description,source
9001,воспроизведение,процесс копирования,AI
9002,револьвер,ручное огнестрельное оружие с барабаном,AI
9003,кора,внешний слой древесных растений,AI
9004,соперница,женщина с той же целью,AI
9005,рокер,представитель субкультуры байкеров,AI
9006,румяна,красный оттенок макияжа,AI
9007,спешка,спешка; также «кайф» (англ.),AI
9008,саксонец,"человек, родившийся в Саксонии",AI
9009,сальдо,разница между дебетом и кредитом,AI
9010,Зальцах,река в Австрии и Германии,AI
9011,санкция,подтверждение или оправдание,AI
9012,винил,круглая пластинка с аналоговой записью,AI
9013,схема,соединение электрических элементов,AI
9014,Шауб,фамилия,AI
9015,качели,устройство для качания,AI
9016,груда осколков,скопление разбитого стекла или керамики,AI
9017,придирка,намеренное затруднение или издевательство,AI
9018,камыш,болотная трава у берегов водоемов,AI
9019,сияние,слабый свет или блеск,AI
9020,забой,убой и разделка скота,AI
9021,спальный мешок,утепленный мешок для сна,AI
9022,прожекторный свет,ярко выделенный участок,AI
9023,дубинка,полицейская дубинка,AI
9024,плохая погода,неблагоприятная погода,AI
9025,вуаль,тонкая полупрозрачная ткань,AI
9026,глазурь,покрытие на поверхности,AI
9027,кузнец,мастер по обработке металла,AI
9028,контрабандист,"человек, занимающийся контрабандой",AI
9029,Белоснежка,сказочный персонаж,AI
9030,винт,стержень с резьбой,AI
9031,столярная мастерская,мастерская столяра,AI
9032,долговое бремя,нагрузка из-за долгов,AI
9033,класс,группа учеников,AI
9034,охраняемая территория,территория под особой защитой,AI
9035,умственная отсталость,интеллектуальное расстройство (IQ ниже 70),AI
9036,аборт,прерывание беременности,AI
9037,свинина,мясо свиньи,AI
9038,скаут,член скаутской организации,AI
9039,моряк,"человек, работающий в море",AI
9040,самопрезентация,"то, как человек себя показывает",AI
9041,самоинсценировка,постановка образа себя,AI
9042,самозащита,защита собственной личности,AI
9043,селекция,отбор по критериям,AI
9044,низина,плоская впадина в земле,AI
9045,альпийский сыровар,"человек, ведущий молочное хозяйство в Альпах",AI
9046,Сенна,фамилия; также растение,AI
9047,техника безопасности,технологии обеспечения безопасности,AI
9048,подпись,сокращенная подпись,AI
9049,лавка,скамья для сидения,AI
9050,подъемник,канатная дорога для лыжников,AI
9051,склероз,"патологическое уплотнение, заболевание",AI
9052,рассол,жидкая смесь воды и солей,AI
9053,солистка,"женщина, исполняющая соло",AI
9054,летний вечер,вечер летом,AI
9055,спецвыпуск,выпуск по особому случаю,AI
9056,особый случай,исключение из правила,AI
9057,особое правило,правило для специального случая,AI
9058,спецпоезд,поезд вне расписания,AI
9059,солнечный зонт,зонт от солнца,AI
9060,социальное партнерство,сотрудничество работодателей и работников,AI
9061,размах,расстояние между двумя крайними точками,AI
9062,политика экономии,ориентация на экономию средств,AI
9063,дятел,птица семейства дятлов,AI
9064,наконечник копья,острый конец копья,AI
9065,топ-клуб,ведущий клуб,AI
9066,топ-команда,сильная команда,AI
9067,команда лидеров,команда на вершине рейтинга,AI
9068,топ-доходник,человек с очень высоким доходом,AI
9069,физкультура,уроки спорта,AI
9070,государственный деятель,политик высокого уровня,AI
9071,шип,острый вырост растения,AI
9072,городская казна,городские финансы,AI
9073,центр города,центральная часть города,AI
9074,депутаты города,представители городского совета,AI
9075,головной завод,основное производство,AI
9076,звездный гость,приглашенный известный гость,AI
9077,взлетная полоса,полоса для взлета самолетов,AI
9078,символ статуса,"предмет, подчеркивающий положение",AI
9079,бросок камнем,метание камня,AI
9080,звездочка,маленькая звезда,AI
9081,налоговая нагрузка,бремя налогов,AI
9082,налоговая реформа,изменение налоговой системы,AI
9083,нагнетание настроений,искусственное влияние на настроение,AI
9084,кустарник,низкое древесное растение,AI
9085,струнный квартет,"камерное произведение для двух скрипок, альта и виолончели",AI
9086,вязальщик,"мужчина, обслуживающий вязальную машину и изготавливающий трикотаж",AI
9087,соломинка,соломенный стебель,AI
9088,расписание,план распределения времени для работы или обучения,AI
9089,субкультура,"группа, частично или полностью отделяющаяся от общества",AI
9090,время суток,"время или период дня, дневное время",AI
9091,дно долины,самые низкие точки в поперечном сечении долины,AI
9092,тарифный спор,конфликт между сторонами переговоров,AI
9093,маскировка,"изменение внешнего вида, чтобы скрыть происхождение",AI
9094,задача,задача,AI
9095,мотив,побудительная причина совершения деяния,AI
9096,тысячник,гора высотой более 1000 м над уровнем моря,AI
9097,частичный успех,"успех, ограниченный определенной областью",AI
9098,профессиональный теннисист,"человек, играющий в теннис профессионально",AI
9099,терминатор,граница между днем и ночью,AI
9100,террорист,"человек, поддерживающий или совершающий теракты",AI
9101,теолог,"женщина, изучавшая теологию",AI
9102,терапевт,"специалист, применяющий терапию",AI
9103,Салоники,город в Греции,AI
9104,зверек,маленькое животное,AI
9105,столяр,мастер по изготовлению мебели из дерева,AI
9106,первая страница,первая страница издания с заголовком,AI
9107,смертный приговор,"приговор суда, предусматривающий казнь",AI
9108,студия звукозаписи,помещение для записи звука,AI
9109,вратарь,"защитница, предотвращающая голы",AI
9110,достопримечательность,"место, посещаемое туристами",AI
9111,работник туризма,"человек, работающий в туризме",AI
9112,транш,часть целого,AI
9113,меткость,надежность попадания в цель,AI
9114,Тринидад,остров или государство в Карибском море,AI
9115,трубач,"человек, играющий на трубе",AI
9116,гимнастический праздник,праздник с соревнованиями по гимнастике,AI
9117,взнос,"сумма, распределенная между участниками",AI
9118,переворот,быстрая революционная перемена,AI
9119,экологическая организация,объединение для защиты окружающей среды,AI
9120,немилость,потеря благосклонности,AI
9121,низменность,низко расположенная территория,AI
9122,музыкальное сопровождение,сопровождающая музыка,AI
9123,бизнес‑консультант,внешний специалист по улучшению процессов компании,AI
9124,переговоры,официальный разговор по важному вопросу,AI
9125,присвоение,незаконное присвоение чужой собственности,AI
9126,подтекст,скрытый смысл высказывания,AI
9127,подземный мир,подземное царство мертвых,AI
9128,коренной житель,"представитель народа, первым заселившего территорию",AI
9129,правнук,ребенок в третьем поколении,AI
9130,место назначения,пункт назначения отпуска,AI
9131,вариация,изменение или видоизменение,AI
9132,ваза,сосуд для украшения или хранения цветов,AI
9133,отцовство,факт быть отцом,AI
9134,договоренность,сговор о встрече или деле,AI
9135,досада,длительное раздражение,AI
9136,поклонник,"человек, тайно или открыто любящий другого",AI
9137,дом клуба,здание для собраний клуба,AI
9138,председательница клуба,женщина‑председатель клуба,AI
9139,правление клуба,выбранная группа для управления клубом,AI
9140,переплетение,тесная взаимосвязь,AI
9141,насильник,"человек, совершивший изнасилование",AI
9142,умаление,представление как менее важного или опасного,AI
9143,транспортная нагрузка,нагрузка из‑за транспорта,AI
9144,транспортная компания,компания в сфере транспорта,AI
9145,замедление,уменьшение скорости,AI
9146,прокат,действие предоставления во временное пользование,AI
9147,пометка,краткая запись или примечание,AI
9148,смешение,процесс смешивания,AI
9149,зачет,взаимозачет требований,AI
9150,затопление,"действие, из‑за которого объект тонет",AI
9151,страховой рынок,совокупность организаций и лиц в страховой сфере,AI
9152,подорожание,рост цен на товары и услуги,AI
9153,подписание договора,подписание юридического соглашения,AI
9154,знакомость,"ощущение, что что‑то хорошо известно",AI
9155,хранение,договор о хранении чужой вещи,AI
9156,административная реформа,реорганизация управления,AI
9157,вовлечение,процесс или состояние запутанности,AI
9158,искажение,процесс и результат искажения,AI
9159,квартал,период в три месяца,AI
9160,визитка,небольшая карточка с данными,AI
9161,этническая группа,группа внутри народа по этническим признакам,AI
9162,народный театр,театр для народа,AI
9163,волейболист,игрок в волейбол,AI
9164,предварительная запись,запись заранее,AI
9165,функция примера,роль как образца,AI
9166,предвестник,"то, что указывает на грядущее",AI
9167,наличие,состояние существования,AI
9168,преддверие,помещение перед основным,AI
9169,руководитель,лицо на руководящей должности,AI
9170,серия докладов,ряд выступлений,AI
9171,предисловие,введение книги,AI
9172,оружейная система,сложное оружие с компонентами,AI
9173,итог выборов,результат выборов,AI
9174,избирательный участок,территориальная единица для организации голосования,AI
9175,успех на выборах,успех по итогам выборов,AI
9176,степень истинности,доля правды в высказывании,AI
9177,детский дом,приют для сирот,AI
9178,вальдорфская школа,школа по методам Рудольфа Штайнера,AI
9179,лесное озеро,озеро в лесу; также топоним,AI
9180,предупредительный выстрел,выстрел в воздух для предупреждения,AI
9181,водяной пар,вода в газообразной форме,AI
9182,обменный курс,цена валюты в другой валюте,AI
9183,рождественская история,история о Рождестве,AI
9184,виноградник,"участок, где выращивают лозу",AI
9185,винный погреб,подземное помещение для хранения вина,AI
9186,прыжок в длину,соревнование на дальность прыжка,AI
9187,ВТО,международная торговая организация,AI
9188,мировоззрение,понимание мира и взгляд на вещи,AI
9189,рабочий день,"день, когда по закону работать разрешено",AI
9190,рост стоимости,увеличение ценности,AI
9191,день соревнований,день спортивных состязаний,AI
9192,гонка,соревнование в беге или с техникой,AI
9193,посвящение,"слова, адресованные кому‑то",AI
9194,реинтеграция,включение после перерыва,AI
9195,зимняя квартира,место проживания зимой,AI
9196,министерство науки,ведомство по науке,AI
9197,уровень знаний,уровень знаний,AI
9198,жилая зона,"часть, предназначенная для жилья",AI
9199,общежитие,учреждение для проживания определенного круга,AI
9200,небоскреб,очень высокое здание,AI
9201,игра слов,шутливая игра со словами,AI
9202,кандидат мечты,предпочтительный кандидат,AI
9203,Цабель,фамилия,AI
9204,колдовство,искусство магии,AI
9205,зебра,полосатое копытное животное из Африки,AI
9206,стрелка,"часть прибора или часов, показывающая значение",AI
9207,централизация,сведение управления в один центр,AI
9208,центральный совет,высший руководящий орган,AI
9209,центральное правительство,правительство централизованного государства,AI
9210,нервная игра,напряженный матч с неопределенным исходом,AI
9211,прирост,"увеличение, прибыль",AI
9212,упряжная лошадь,лошадь для тяги,AI
9213,перспектива,ожидаемое в будущем,AI
9214,совместное пребывание,дружеская встреча,AI
9215,зрительница,женщина‑зритель,AI
9216,раскрой,резка по шаблону или размеру,AI
9217,зритель,"человек, смотрящий мероприятие",AI
9218,назначение,"распределение, отнесение",AI
9219,вечернее платье,"особенно торжественное, элегантное, часто длинное в пол платье для вечера",Ilia
9220,вечерняя программа,"часть программы мероприятия, проходящая вечером",Ilia
9221,вечерняя газета,"газета, выходящая вечером",Ilia
9222,утилизация отходов,профессиональная и законная утилизация отходов,Ilia
9223,заключительный митинг,последний большой митинг.,Ilia
9224,спад,движение чего-либо вниз после подъема,Ilia
9225,отстойный путь,"железнодорожный путь, на котором отстаиваются вагоны",AI
9226,результат голосования,итог голосования,AI
9227,аббатство,монастырь с настоятелем-аббатом или настоятельницей-аббатисой,AI
9228,небольшой успех,"успех, который заслуживает признания, но не имеет большой значимости",AI
9229,африканец,житель африканского континента,AI
9230,подушка безопасности,"мешок в автомобиле, который при столкновении автоматически наполняется газом, чтобы защитить пассажиров от травм",AI
9231,милостыня,небольшая материальная помощь нуждающемуся человеку,AI
9232,макулатура,бумага или картон для переработки,AI
9233,амин,органическое производное аммиака с алкильным или арильным остатком,AI
9234,аммиак,резко пахнущий бесцветный ядовитый газ,AI
9235,процедура импичмента,процесс отстранения лица от должности,AI
9236,профиль требований,описание требуемых или желаемых характеристик,AI
9237,стартовое финансирование,стартовое финансирование проекта.,AI
9238,лик,передняя часть головы у человека и млекопитающих,AI
9239,аванс,оплата первой части общей суммы,AI
9240,яблоня,"плодовое дерево (Malus), дающее яблоки",AI
9241,рабочая благотворительная организация,немецкий благотворительный союз.,AI
9242,объединение работодателей,институциональное объединение работодателей для представления их интересов,AI
9243,трудозатраты,общий объем требуемой работы,AI
9244,трудовой отряд,"акция, когда человек или группа привлекаются к конкретной работе",AI
9245,страхование по безработице,"страховка от безработицы, обычно обязательная для работников в немецкоязычных странах",AI
9246,прекращение работы,отказ работников выполнять свою работу,AI
