id,translate,translate_description,source
3401,внеочередное заседание,заседание по особому поводу,AI
3402,социальная помощь,государственная помощь для базовых нужд,AI
3403,раздел,часть большего целого,AI
3404,спецпредложение,специальное предложение,AI
3405,сбор пожертвований,мероприятие по сбору,AI
3406,донор,"человек или организация, жертвующие ресурсы",AI
3407,плеймейкер,"игрок, организующий игру",AI
3408,расписание игр,план игр,AI
3409,игрушка,предмет для игры,AI
3410,топ-кандидат,кандидат во главе списка,AI
3411,матч лидеров,соревнование сильнейших,AI
3412,защита государства,безопасность государства,AI
3413,развитие города,развитие города,AI
3414,городская община,муниципальная община,AI
3415,городской парк,парк в городе,AI
3416,центр города,центральная часть города,AI
3417,ствол,часть дерева от корня до кроны,AI
3418,основной игрок,игрок основного состава,AI
3419,статуя,отдельно стоящее трехмерное изображение,AI
3420,телосложение,"внешний облик, фигура",AI
3421,избирательный бюллетень,бланк для отметки голоса,AI
3422,лоб,часть лица между бровями и волосами,AI
3423,Стокгольм,столица Швеции,AI
3424,сокращение,урезание или отмена финансирования или рабочих мест,AI
3425,потребление электроэнергии,использование электрической энергии,AI
3426,студент,"человек, обучающийся в университете или вузе",AI
3427,студентка,"женщина, обучающаяся в вузе",AI
3428,поисковая операция,предприятие по поиску кого‑то или чего‑то,AI
3429,синагога,место молитвы и обучения еврейской общины,AI
3430,лидерство в таблице,верхняя позиция в таблице,AI
3431,ход дня,течение дня,AI
3432,тетя,сестра матери или отца,AI
3433,чашка,маленькая посуда с ручкой,AI
3434,время преступления,время или период совершения преступления,AI
3435,ныряльщик,"существо, передвигающееся под водой",AI
3436,командный дух,партнерские действия в группе с общим интересом,AI
3437,техник,"специалист, обученный в области техники",AI
3438,частица,очень маленький объект; меньше атома,AI
3439,неполная занятость,работа с неполным рабочим временем,AI
3440,местность,обозримый ограниченный участок,AI
3441,теракт,нападение с террористическим мотивом,AI
3442,триллер,"книга, фильм или пьеса с напряжением",AI
3443,минимум,самая низкая точка,AI
3444,зоопарк,"сад, где животных показывают публике",AI
3445,зоопарк,учреждение для содержания животных,AI
3446,защита животных,меры по защите животных от страданий,AI
3447,тигр,крупная хищная кошка с полосатой шкурой,AI
3448,тайминг,временная согласованность,AI
3449,случай смерти,смерть человека,AI
3450,тотальная гибель,"ущерб, при котором ремонт экономически или технически невозможен",AI
3451,траурная церемония,торжественное мероприятие в память о умершем вскоре после его смерти,AI
3452,перелом тенденции,резкое изменение существующей тенденции,AI
3453,лестничная клетка,часть здания с лестницей к этажам,AI
3454,верность,сохранение жизненной установки или состояния,AI
3455,побег,молодой новый побег растения,AI
3456,грузовик,крупный грузовик,AI
3457,спортзал,большой зал для спортивных занятий или мероприятий,AI
3458,время,"время, которое показывает часы",AI
3459,переименование,изменение названия чего-то или кого-то,AI
3460,окрестность,окружающая область,AI
3461,рост оборота,увеличение оборота,AI
3462,закат,процесс исчезновения или гибели,AI
3463,содержание,материальное обеспечение людей,AI
3464,следственная комиссия,комиссия для расследования,AI
3465,меньшинство,меньшая численность по сравнению с другой,AI
3466,валенсия,сорт апельсина,AI
3467,история клуба,история клуба,AI
3468,проступок,нарушение морали или закона,AI
3469,переговорный стол,"стол, за которым сидят участники переговоров",AI
3470,транспортное средство,средство передвижения людей или грузов,AI
3471,перемещение,перенос в другое место,AI
3472,маркетинг,продвижение продаж с учетом потребностей рынка,AI
3473,предательство,передача информации без согласия,AI
3474,задолженность,сумма заемных средств,AI
3475,разум,способность понимать и логически мыслить,AI
3476,изгнание,меры по вынуждению покинуть место,AI
3477,четверть часа,15 минут,AI
3478,заместитель,заместитель,AI
3479,вице‑чемпион,второе место в соревновании,AI
3480,фогт,"феодальный, чаще дворянский чиновник",AI
3481,полнолуние,фаза полной Луны,AI
3482,канун,вечер или день перед праздником,AI
3483,преимущество в движении,право проезда первым,AI
3484,указание,правило или требование,AI
3485,методика,последовательный способ достижения цели,AI
3486,предвкусие,"представление о том, что будет",AI
3487,занавес,полотно или полотна для закрытия проемов и разделения помещений,AI
3488,предсказание,высказывание о будущем,AI
3489,месяц прошлого года,тот же месяц год назад,AI
3490,приоритет,большая значимость по сравнению с другим,AI
3491,первопроходец,"человек или институт, делающий новое первым",AI
3492,член правления,лицо в руководстве организации,AI
3493,председатель правления,женщина‑глава правления,AI
3494,председатель правления,глава правления,AI
3495,предлог,вымышленная причина,AI
3496,признак,"знак, предвещающий будущее",AI
3497,голос,голосование или выбор,AI
3498,закон об оружии,"закон, регулирующий оружие и боеприпасы",AI
3499,предвыборная программа,программа партии,AI
3500,лесной пожар,пожар в лесу,AI
