id,translate,translate_description,source
11701,сельскохозяйственный рабочий,работник в сельском хозяйстве,AI
11702,земельный закон,"закон, принятый парламентом земли",AI
11703,земельный князь,правитель земли,AI
11704,ландграф,дворянский титул выше графа,AI
11705,ландсгемайнде,швейцарское народное собрание,AI
11706,сфера жизни,совокупность условий жизни человека,AI
11707,форма жизни,способ организации жизни,AI
11708,совместное проживание,долговременное совместное проживание людей,AI
11709,планирование жизни,совокупность решений о жизни,AI
11710,образ жизни,способ ведения личной и нравственной жизни,AI
11711,лакомство,"то, что особенно любят есть",AI
11712,подготовка учителей,обучение учителей,AI
11713,преподавательский состав,совокупность учителей,AI
11714,учебное занятие,занятие в рамках учебы,AI
11715,период ученичества,время обучения профессии,AI
11716,жилетка,разновидность безрукавной одежды,AI
11717,история страданий,религ.: история страданий Христа,AI
11718,путь страданий,череда болезненных событий,AI
11719,трактирщик,"человек, продающий еду и напитки за деньги для немедленного употребления",AI
11720,доминирующая культура,"культура (язык, обычаи, ценности), задающая направление в регионе или стране",AI
11721,лектор,"преподаватель, отвечающий за определенные навыки или знания",AI
11722,летаргия,"болезненная сонливость, нарколепсия",AI
11723,буква,буква,AI
11724,лексикон,алфавитно упорядоченный справочник,AI
11725,Либерия,государство в Западной Африке,AI
11726,либретто,текст музыкального произведения,AI
11727,световой луч,прямолинейно распространяющийся свет,AI
11728,любовная песня,песня о любви,AI
11729,вечер песен,вечернее выступление с песнями,AI
11730,шезлонг,складное кресло-лежак,AI
11731,лимес,пограничный вал Римской империи,AI
11732,регулярный рейс,полет по постоянному маршруту,AI
11733,пустые слова,заявление без намерения выполнить,AI
11734,литературная премия,награда за достижения в литературе,AI
11735,лавр,род растений Laurus,AI
11736,любовник,мужской любовный партнер,AI
11737,воздушный шарик,"резиновая оболочка, наполняемая воздухом или гелием",AI
11738,ланч,легкий обед,AI
11739,властная позиция,позиция с властью и влиянием,AI
11740,центр власти,"лицо или учреждение, принимающее ключевые решения",AI
11741,служанка,"женщина, выполняющая простую работу",AI
11742,папка,двустворчатая папка для переноски,AI
11743,марксизм,теория общества и экономики по Марксу и Энгельсу,AI
11744,медалист,"человек, завоевавший медаль",AI
11745,медиапредприниматель,предприниматель в медиасфере,AI
11746,разногласие,различие в оценке или мнении,AI
11747,образ человека,представление о людях,AI
11748,комиссия по правам человека,комиссия для защиты прав человека,AI
11749,Меран,город в Южном Тироле,AI
11750,метаморфоза,изменение формы или состояния,AI
11751,арендная плата,плата за аренду,AI
11752,метис,результат смешения пород или видов,AI
11753,утрата доверия,потеря кредита доверия,AI
11754,ближний,"человек, живущий вместе с другими",AI
11755,пилотный эксперимент,испытание в модельном масштабе,AI
11756,модельер,"человек, создающий одежду",AI
11757,монокультура,выращивание одного вида растений на большой площади,AI
11758,монопольное положение,состояние обладания монополией,AI
11759,губная гармошка,"инструмент, играемый дыханием",AI
11760,музыкальный инструмент,устройство для получения звука,AI
11761,мистика,форма религиозности с опытом соединения с божественным,AI
11762,пупок,рубец на животе после отпадения пуповины,AI
11763,Найроби,столица Кении,AI
11764,табличка с именем,небольшая табличка с надписью на предмете для пояснения,AI
11765,именины,день памяти святого покровителя имени,AI
11766,национальное государство,"государство, жители которого принадлежат одной нации",AI
11767,стихийная сила,"процесс в природе с высокой, угрожающей энергией",AI
11768,побочный продукт,"то, что образуется дополнительно при производстве",AI
11769,ньютон-метр,"единица крутящего момента, равная джоулю",AI
11770,некурящий,"человек, не вдыхающий табачный дым",AI
11771,номинация,"номинирование, назначение",AI
11772,концепция использования,концепция использования,AI
11773,оби,"широкий пояс, который носят с кимоно",AI
11774,обол,мелкая монета в Древней Греции,AI
11775,оптимум,лучший достижимый результат при данных условиях,AI
11776,оракул,"древнее место, где медиум давал предсказания или ответы на вопросы",AI
11777,оргазм,пик сексуального удовольствия,AI
11778,парламентарий,женщина-член парламента,AI
11779,исключение из партии,исключение из партии как санкция,AI
11780,партийный билет,"документ, подтверждающий членство в партии",AI
11781,предвзятость,одностороннее принятие стороны в конфликте,AI
11782,страна-партнер,страна в партнерстве,AI
11783,патентное ведомство,"орган, выдающий права на интеллектуальную собственность",AI
11784,пат,"позиция в шахматах, когда нет допустимого хода и нет мата; ничья",AI
11785,руководитель персонала,начальник по кадровым вопросам,AI
11786,круг лиц,круг людей,AI
11787,пассажирский поезд,поезд для перевозки пассажиров,AI
11788,конный спорт,совокупность видов спорта с участием лошадей,AI
11789,персик,плод персикового дерева,AI
11790,защита растений,защита растений,AI
11791,нуждающийся в уходе,"человек, не способный обходиться без помощи",AI
11792,пират,"разбойник, нападающий на суда или самолеты",AI
11793,поэт,создатель поэтических произведений,AI
11794,погром,насильственные выступления против группы людей,AI
11795,политическая апатия,негативное отношение к политике,AI
11796,популист,сторонник или представитель популизма,AI
11797,портер,темное солодовое пиво,AI
11798,почтальон,"человек, доставляющий почту",AI
11799,почтовый индекс,буквенно-цифровой код адреса,AI
11800,стажер,"человек, проходящий стажировку",AI
