id,translate,translate_description,source
2501,земельная лига,межрегиональный спортивный дивизион,AI
2502,земельный союз,объединение на уровне земли,AI
2503,Латинская Америка,регион от Мексики до Южной Америки,AI
2504,рейка,длинный деревянный брусок,AI
2505,лютня,струнный инструмент с грушевидным корпусом,AI
2506,громкоговоритель,устройство для преобразования электрической энергии в звук,AI
2507,ожидаемая продолжительность жизни,оценка длительности жизни,AI
2508,радость жизни,позитивное отношение к жизни,AI
2509,год жизни,один год в жизни человека,AI
2510,жизненное пространство,"пространство, где возможна жизнь",AI
2511,стиль жизни,характерное сочетание моделей поведения,AI
2512,пустота,"состояние, когда ничего нет",AI
2513,тело,живое тело человека или животного,AI
2514,легкость,малый вес,AI
2515,дорожное ограждение,защитное ограждение вдоль дороги,AI
2516,диспетчерский центр,"подразделение, из которого организуют определенные процессы",AI
2517,Лихтенштейн,княжество в Альпах,AI
2518,лимит,установленное предельное значение,AI
2519,левая партия,политическая партия левого толка,AI
2520,Лиссабон,столица Португалии,AI
2521,лицензия,официальное разрешение,AI
2522,ослабление,действие по разрыхлению или смягчению,AI
2523,логика,учение о законах мышления,AI
2524,логистика,планирование и управление потоками товаров и информации,AI
2525,люк,откидная дверь или закрываемое отверстие,AI
2526,деятель,"человек, который активно действует или создает",AI
2527,магия,предполагаемое сверхъестественное воздействие,AI
2528,художник,"человек, пишущий картины",AI
2529,манипуляция,нежелательное или запрещенное изменение,AI
2530,рыночная стоимость,стоимость товара на рынке,AI
2531,маска,предмет для сокрытия лица или защиты,AI
2532,массовое убийство,убийство большого числа людей,AI
2533,математика,наука об абстрактных структурах и их свойствах,AI
2534,лекарство,препарат для лечения или профилактики,AI
2535,чемпионский титул,"звание, получаемое за победу",AI
2536,человеческая жизнь,длительность жизни человека,AI
2537,микрофон,устройство для записи звуков,AI
2538,миллиметр,тысячная часть метра,AI
2539,недоверие,сомнение по отношению к кому-либо,AI
2540,общее собрание,собрание членов организации,AI
2541,соучастник игры,участник игры,AI
2542,соратник,"человек, борющийся за ту же цель",AI
2543,обед,прием пищи в полдень,AI
2544,Средневековье,средняя эпоха истории,AI
2545,средняя школа,школа между гимназией и основной школой,AI
2546,режим,"способ, образ действий",AI
2547,монстр,сказочное чудовище,AI
2548,следственная группа,подразделение уголовной полиции по убийствам,AI
2549,музыкант,женщина-музыкант,AI
2550,музыкальная школа,учебное заведение для обучения музыке,AI
2551,мусульмане,множественное число слова мусульманин,AI
2552,миф,предание о прошлом народа и его богах,AI
2553,сосед,"человек, живущий поблизости",AI
2554,преемница,женщина-преемник,AI
2555,доказательство,доказательство или подтверждение утверждения либо теории,AI
2556,ноготь,роговое образование из кератиновых пластинок на пальцах рук и ног,AI
2557,вода,вода,AI
2558,национальный парк,природная территория для охраны экосистем и отдыха или просвещения,AI
2559,национал-социализм,"идеология, основанная на расизме и антисемитизме, возникшая в Германии после Первой мировой войны",AI
2560,национальная сборная,сборная спортсменов для международных соревнований,AI
2561,сеть,система взаимосвязанных компьютеров,AI
2562,новое начало,повторное начало деятельности,AI
2563,переиздание,повторный выпуск печатного произведения,AI
2564,нововведение,новое изменение,AI
2565,любопытство,стремление к новому и неизвестному,AI
2566,Нижний Рейн,регион на нижнем Рейне,AI
2567,осадки,"вода, выпадающая на землю после достижения точки росы в виде дождя, снега, росы, тумана, инея, града или снежной крупы",AI
2568,номинирование,состояние быть номинированным (предложенным или назначенным),AI
2569,высший земельный суд,"суд, расположенный между земельным судом и федеральным судом",AI
2570,печь,устройство для нагрева или сжигания,AI
2571,ох,выражение удивления,AI
2572,олимпийский стадион,"стадион, где проходят Олимпийские игры",AI
2573,оптика,"раздел физики, изучающий распространение света",AI
2574,управление порядка,муниципальное ведомство по обеспечению порядка,AI
2575,населенный пункт,связная территория поселения,AI
2576,Восточная Германия,восточная часть Германии,AI
2577,Восточная Европа,регион Европы,AI
2578,наряд,совокупность одежды и создаваемый образ,AI
2579,овал,овальная форма или поверхность,AI
2580,океан,большой связный водный массив Земли,AI
2581,рай,сад Эдем; место блаженных после смерти,AI
2582,смола,остаток при производстве дегтя,AI
2583,персоналия,официальные сведения о лице,AI
2584,Перу,государство в Южной Америке,AI
2585,перцовый спрей,средство самообороны с раздражающей жидкостью,AI
2586,растение,"эукариотический организм, способный к фотосинтезу",AI
2587,дом престарелых,место стационарного ухода за нуждающимися,AI
2588,физика,наука о фундаментальных законах природы,AI
2589,пилотный проект,показательный или испытательный проект для будущих проектов,AI
2590,писта,слабо укрепленная дорога,AI
2591,плакат,большой лист с изображением и информацией,AI
2592,тент,плотное покрывало для защиты от дождя и солнца,AI
2593,определенность планирования,уверенность и стабильность для планов,AI
2594,пьедестал,"возвышение, хорошо видимое для всех",AI
2595,политик,"женщина, профессионально занимающаяся политикой",AI
2596,полицейский отчет,доклад о происшествии или преступлении,AI
2597,полицейская дирекция,вышестоящее полицейское ведомство,AI
2598,полицейский патруль,патрулирование участка полицейскими,AI
2599,порция,определенное количество,AI
2600,Прага,столица Чехии,AI
