id,translate,translate_description,source
2301,элита,небольшая группа с очень высоким социальным положением,AI
2302,энергоснабжение,предоставление и доставка энергии,AI
2303,развлекатель,"человек, развлекающий публику на мероприятии",AI
2304,развлечение,профессиональная деятельность с целью развлечения,AI
2305,решительность,способ действовать волево и уверенно к цели,AI
2306,извинение,выражение сожаления о собственной ошибке,AI
2307,природный газ,"горючий газ земной коры, главным образом метан",AI
2308,история успеха,успешное развитие или рассказ о нем,AI
2309,разрешение,"согласие на действие; подтверждение, что что‑то можно делать",AI
2310,назначение,присвоение титула или статуса,AI
2311,возведение,"создание сооружения, памятника",AI
2312,явление,"обстоятельство, воспринимаемое органами чувств",AI
2313,внешний вид,внешний образ человека или вещи,AI
2314,ожидание,состояние напряженного ожидания,AI
2315,приобретение,действие приобретения,AI
2316,воспитание,"социальное взаимодействие, направленное на формирование поведения",AI
2317,Эстония,государство в Прибалтике,AI
2318,эвакуация,"выведение людей из опасной зоны, например при катастрофах",AI
2319,исполнительная власть,исполнительная ветвь власти наряду с законодательной и судебной,AI
2320,изгнание,добровольная или вынужденная ссылка,AI
2321,экспансия,увеличение пространственного распространения,AI
2322,фах,"промежуток в фахверковой стене, заполненный глиной или кирпичом",AI
2323,флаг,уникальный кусок ткани на древке для передачи информации,AI
2324,край дороги,боковой край дороги или велодорожки,AI
2325,расписание,расписание движения транспорта,AI
2326,велосипедист,"человек, передвигающийся на велосипеде",AI
2327,стиль вождения,манера езды,AI
2328,семейная компания,"компания, управляемая семьей",AI
2329,отец семейства,"мужчина с детьми, обычно заботящийся о них вместе с матерью",AI
2330,крепление,"держатель, фиксатор",AI
2331,очарование,притягательное воздействие,AI
2332,радиоочерк,нехудожественный радиожанр,AI
2333,неправильное поведение,неуместное поведение,AI
2334,деликатес,что‑то изысканное или деликатное,AI
2335,фирн,"масса льда из фирна, медленно движущаяся вниз по долине",AI
2336,торжественный акт,праздничная церемония,AI
2337,праздничный шатер,временный шатер для народных гуляний,AI
2338,жир,группа органических веществ — триэфиров глицерина и жирных кислот,AI
2339,влажность,состояние влажности; наличие воды в малых количествах,AI
2340,пожарное депо,здание пожарной службы,AI
2341,лихорадка,повышение температуры тела при болезни,AI
2342,кинорежиссер,"человек, снимающий игровые, короткие или документальные фильмы",AI
2343,налоговая инспекция,местный орган по управлению налоговыми поступлениями,AI
2344,министерство финансов,"ведомство, отвечающее за финансы государства",AI
2345,фитнес,физическое и психическое благополучие,AI
2346,атмосфера,положительная атмосфера (обычно места),AI
2347,бок,боковая часть тела четвероногого животного,AI
2348,пилот,"человек, управляющий летательным аппаратом",AI
2349,флот,группа связанных гражданских или военных кораблей,AI
2350,авиакомпания,"компания, осуществляющая регулярные рейсы для пассажиров или грузов",AI
2351,прилив,период подъема воды у морских побережий,AI
2352,футбол,"общее название командных игр с мячом, играемым ногами",AI
2353,сила,"сила, мощь (англ.)",AI
2354,форинт,средневековое платежное средство в Европе,AI
2355,формулировка,сознательно выбранная подборка слов для выражения мысли,AI
2356,фотограф,"человек, занимающийся созданием и обработкой снимков",AI
2357,фол,"нарушение правил, дающее несправедливое преимущество",AI
2358,вопросительный знак,знак препинания для вопросительного предложения,AI
2359,лидер фракции,"человек, возглавляющий фракцию",AI
2360,план мира,план установления мира,AI
2361,мороз,холод ниже нуля градусов Цельсия,AI
2362,гарантия,"обеспечение, обязательное обещание",AI
2363,трактир,"место, где можно поесть, выпить и/или переночевать",AI
2364,встречная полоса,полосы движения в противоположном направлении,AI
2365,соперник,"человек, против которого играют",AI
2366,пропущенный гол,"гол, забитый соперником",AI
2367,встречное движение,движение в противоположном направлении,AI
2368,разведслужба,"служба, тайно добывающая информацию для государства",AI
2369,кошелек,небольшой мешочек для хранения наличных,AI
2370,генеральная прокуратура,высшее ведомство в земле по преследованию и исполнению наказаний,AI
2371,генеральное собрание,обычно ежегодная встреча акционеров или членов общества,AI
2372,зал суда,помещение для судебных заседаний,AI
2373,запах,воспринимаемое обонянием испарение,AI
2374,весь год,"период, охватывающий полный год",AI
2375,общий ущерб,суммарный ущерб,AI
2376,пение,использование голоса для создания звуков и мелодий,AI
2377,форма,"внешний облик, контур, схема",AI
2378,министр здравоохранения,руководитель министерства здравоохранения,AI
2379,система здравоохранения,совокупность учреждений и правил в сфере здоровья,AI
2380,медицинское обеспечение,обеспечение в сфере здравоохранения,AI
2381,состояние здоровья,состояние здоровья человека,AI
2382,промысел,профессиональная деятельность ради заработка,AI
2383,промзона,территория для промышленно‑коммерческого использования,AI
2384,уверенность,"знание, почти не допускающее сомнений",AI
2385,саммит,конференция лидеров,AI
2386,гитара,популярный щипковый инструмент с 4–12 струнами,AI
2387,рельсовый путь,путь для поездов из двух параллельных рельсов,AI
2388,ледник,"масса льда, медленно движущаяся вниз под собственным весом",AI
2389,глобус,"шар с изображением небесного тела, например Земли",AI
2390,ров,длинная земляная выемка,AI
2391,графика,"искусство рисунка, письма или печати",AI
2392,трава,однодольное растение с узкими листьями,AI
2393,гриль,устройство для приготовления пищи на решетке,AI
2394,конституция,"основной закон государства, особенно ФРГ",AI
2395,базовое обеспечение,обеспечение базовых потребностей при нужде,AI
2396,первый камень,символический первый камень здания,AI
2397,земельный налог,налог на землю и ее застройку,AI
2398,эксперт,"специалист, оценивающий ситуацию для ведомства",AI
2399,хакер,"компьютерный специалист, умеющий обходить защиту",AI
2400,судья по аресту,"судья, решающий вопрос об аресте подозреваемого",AI
