id,translate,translate_description,source
3901,мегаватт,1 миллион ватт,AI
3902,шедевр,"мастерская, высококачественная работа",AI
3903,измерение,процесс измерения,AI
3904,договор аренды,соглашение об условиях временного пользования,AI
3905,минимум,наименьшая величина,AI
3906,попутчик,"человек, едущий вместе",AI
3907,сострадание,чувство участия и жалости,AI
3908,обеденный перерыв,перерыв в работе в обед,AI
3909,модерация,ведение и направление обсуждения,AI
3910,Черногория,государство в Юго-Восточной Европе,AI
3911,маунт,гора (англ.),AI
3912,упущение,необходимость наверстать упущенное,AI
3913,послевоенное время,период сразу после войны,AI
3914,пополнение,дополнительные материалы или снабжение,AI
3915,затылок,"задняя часть шеи, затылок",AI
3916,продукты питания,"еда и напитки для питания человека: энергия, материалы и витамины",AI
3917,игрок сборной (жен.),"игрок национальной команды, женщина",AI
3918,заповедная территория,"крупная охраняемая среда обитания местных видов, важная для науки",AI
3919,сосуществование,одновременное соседство,AI
3920,Неккар,река в Германии,AI
3921,нерв,пучок отростков нервных клеток вне центральной нервной системы,AI
3922,новый земледелец,"исторически: человек, получивший в послевоенное время крестьянское хозяйство",AI
3923,Новый год,"первый день нового года, 1 января",AI
3924,новичок,"человек, который недавно в области или группе",AI
3925,новое регулирование,действие по новому регулированию и его результат,AI
3926,новый автомобиль,машина без предыдущих владельцев,AI
3927,перевыборы,процедура повторного выбора,AI
3928,упадок,процесс распада и крушения,AI
3929,норма,"то, что является обязательным для определенной группы людей",AI
3930,вертолет скорой помощи,вертолет для врачей скорой помощи,AI
3931,аварийный тормоз,"техническое устройство, главным образом в поездах, для немедленного торможения",AI
3932,чрезвычайное положение,"состояние большой опасности, большого дефицита, большой нужды",AI
3933,вскрытие,внутреннее вскрытие тела для установления причины смерти и реконструкции процесса умирания,AI
3934,верхняя граница,верхний предел,AI
3935,превосходство,"преимущество, верх",AI
3936,глава,самый высокопоставленный или самый влиятельный человек в организации,AI
3937,верхняя область,высокорасположенная территория,AI
3938,Верхний Пфальц,регион в Баварии,AI
3939,верхний административный суд,суд общей административной юрисдикции второй инстанции,AI
3940,оптимизация,постоянное улучшение качества,AI
3941,орхестра,круглая площадка в древнегреческом театре для актеров и хора,AI
3942,папка,крупная папка для подшивки документов,AI
3943,центр поселка,центральная часть населенного пункта,AI
3944,Пасхальный понедельник,христианский праздник в понедельник Пасхи,AI
3945,Пасхальное воскресенье,главный христианский праздник; первое воскресенье после первого полнолуния после равноденствия,AI
3946,Восточная Швейцария,"восточная часть Швейцарии (кантоны Гларус, Шаффхаузен, Аппенцелль, Санкт-Галлен, Граубюнден, Тургау)",AI
3947,параметр,характеризующее свойство,AI
3948,маршрут с препятствиями,полоса препятствий,AI
3949,Паркер,фамилия,AI
3950,парламентарий,избранный член парламента,AI
3951,часть,"часть, доля (англ.)",AI
3952,перешеек,узкая полоска земли,AI
3953,прохожий,"пешеход, случайно проходящий мимо",AI
3954,паста,намазываемое вещество,AI
3955,пастор,титул протестантского духовного лица в приходе,AI
3956,падре,"обращение к священнику, особенно монаху",AI
3957,павильон,отдельно стоящее здание или шатер,AI
3958,Тихий океан,краткая форма названия Тихого океана,AI
3959,период,отрезок времени с общими признаками,AI
3960,удостоверение личности,официальный документ с фото и личными данными,AI
3961,тропа,узкая дорожка для пешеходов,AI
3962,приходская церковь,главная церковь прихода,AI
3963,Троица,христианский праздник через семь недель после Пасхи,AI
3964,сиделка,"человек, который ухаживает за кем-либо",AI
3965,филармоник,музыкант филармонического оркестра,AI
3966,философ,исследователь в области философии,AI
3967,физик,"ученый, работающий в области физики",AI
3968,пианист,"человек, профессионально играющий на пианино",AI
3969,таблетка,средство для приема внутрь в форме шарика или овала,AI
3970,планировщик,"человек, который профессионально планирует",AI
3971,пленум,полное собрание организации,AI
3972,победитель кубка,победитель кубкового соревнования,AI
3973,политолог,ученый с фокусом на политике,AI
3974,полицейский пост,менее центральный полицейский пункт,AI
3975,кнехт,короткий столб для швартовки судна,AI
3976,поло,конный вид спорта с мячом,AI
3977,поп-звезда,известный исполнитель поп-музыки,AI
3978,популяция,совокупность особей вида в биотопе,AI
3979,популизм,"политика, ориентированная на популярность и массы",AI
3980,почтовые расходы,"сумма, взимаемая за почтовую отправку",AI
3981,великолепие,"пышное, впечатляющее состояние или красота",AI
3982,проповедь,религиозная речь,AI
3983,рост цен,повышение цены,AI
3984,премьер-министр,женщина — глава правительства,AI
3985,пресс-служба,"отдел, отвечающий за информацию для СМИ",AI
3986,щепотка,"количество, которое берут двумя-тремя пальцами",AI
3987,частный банк,банк не государственной формы собственности,AI
3988,частный сектор,часть экономики вне государственной собственности,AI
3989,привилегия,особое право отдельного лица или группы,AI
3990,прототип,типичный представитель группы,AI
3991,процентный пункт,единица разницы между процентами,AI
3992,шайба,резиновый диск для хоккея,AI
3993,порошок,мелко измельченное вещество,AI
3994,пума,крупная дикая кошка Америки,AI
3995,мука,"страдание, физически или психически тяжкое",AI
3996,квотербек,игрок нападения в американском футболе,AI
3997,чепуха,"нелепость, глупость",AI
3998,месть,действие с негативными последствиями в ответ на обиду,AI
3999,радикализация,процесс усиления радикальных позиций,AI
4000,сопроводительная программа,сопутствующая программа,AI
