id,translate,translate_description,source
11001,маэстро,учитель музыки,AI
11002,солод,пророщенное и высушенное зерно,AI
11003,мамочка,ласкательная форма слова мама,AI
11004,мандатар,уполномоченный или депутат,AI
11005,маркетинговые исследования,"анализ рынка, спроса и поведения",AI
11006,рыночный сегмент,часть рынка,AI
11007,материализм,"учение, сводящее бытие к материи",AI
11008,мавзолей,усыпальница в отдельном здании,AI
11009,исследователь общественного мнения,специалист по изучению мнений,AI
11010,опрос общественного мнения,опрос выбранных людей о мнениях,AI
11011,обязанность сообщать,законная обязанность уведомлять органы,AI
11012,Мефисто,дьявольская фигура из литературы,AI
11013,металлургическая отрасль,производство изделий из металла,AI
11014,микроэлектроника,технологии очень малых электронных устройств,AI
11015,микрокосмос,область очень малых размеров,AI
11016,тысячелетие,период в тысячу лет,AI
11017,миллиардная сумма,сумма в миллиардах,AI
11018,многомиллионный ущерб,ущерб на миллионы,AI
11019,минимальный стандарт,нижняя граница требуемого,AI
11020,министерский пост,должность министра,AI
11021,миссионер,"человек, распространяющий христианскую веру",AI
11022,страна-участник,"страна, входящая в организацию",AI
11023,государство-участник,"страна, входящая в союз",AI
11024,средняя ступень,классы 8–10 в гимназии,AI
11025,модем,устройство для передачи цифровых данных по аналоговым каналам,AI
11026,Монтрё,город в Швейцарии,AI
11027,жертва убийства,"человек, убитый в результате преступления",AI
11028,моторная лодка,небольшое судно с двигателем,AI
11029,моторизация,рост числа моторных транспортных средств,AI
11030,директор музея,руководитель музея,AI
11031,метрополия,"страна, от которой зависят колонии",AI
11032,подражание,копирование поведения или предмета,AI
11033,копия,повторное строительство по образцу,AI
11034,потомок,"человек, происходящий от предков",AI
11035,тёзка,"человек или вещь с таким же именем, как у другого",AI
11036,носорог,крупное млекопитающее Африки и Юго-Восточной Азии с одним или двумя рогами,AI
11037,национальный герой,"человек, почитаемый как значимый для нации",AI
11038,национальный музей,"государственный музей, собирающий и выставляющий культурные ценности страны",AI
11039,неон,"бесцветный элемент номер 10, благородный газ",AI
11040,новая постановка,новая инсценировка или постановка пьесы,AI
11041,реструктуризация,новая структуризация,AI
11042,новое обязательство,новое обязательство или контракт,AI
11043,Нил,длинная река в Африке,AI
11044,приют,временное убежище,AI
11045,верхний слой,"слой, находящийся выше одного или нескольких других слоев",AI
11046,операционная,"зал в больнице или клинике, оснащенный для операций",AI
11047,оптик,"мастер, который изготавливает, ремонтирует и продает оптические приборы",AI
11048,оранжерея,теплица для экзотических растений с большими южными окнами,AI
11049,оркестровая яма,"углубление между сценой и залом, где играет оркестр",AI
11050,организационная структура,система правил распределения задач и отношений между подразделениями,AI
11051,Восточная Африка,регион на востоке Африки,AI
11052,Восточный Берлин,бывшая восточная часть Берлина,AI
11053,восточник,человек из Восточной Германии,AI
11054,восточная часть,"часть пространства, расположенная восточнее условного центра",AI
11055,аутсорсинг,передача ранее выполнявшихся внутренних задач внешним ресурсам,AI
11056,овация,бурные аплодисменты,AI
11057,ПАК,противотанковая пушка,AI
11058,пальмовый сад,сад или парк с преимущественно пальмами,AI
11059,корзина для бумаги,небольшой контейнер для бумажного мусора,AI
11060,паранойя,"психическое расстройство с бредом, особенно преследования",AI
11061,парламентаризм,форма правления с влиянием парламента на руководство государством,AI
11062,депутаты парламента,именительный падеж множественного числа существительного Parlamentsabgeordneter,AI
11063,член партии,"человек, вступивший в партию",AI
11064,смолистый камень,блестящая вулканическая порода,AI
11065,бездомный,человек без жилья с неопрятным видом,AI
11066,пенсионное страхование,страхование пенсий,AI
11067,численность персонала,состав персонала,AI
11068,комитет по петициям,комитет по петициям,AI
11069,фоторобот,изображение подозреваемого по показаниям свидетелей,AI
11070,фотон,"квант света, безмассовая частица, переносящая электромагнитное взаимодействие",AI
11071,пильз,"пиво типа пильзнер, лагер с повышенным хмелем",AI
11072,питбуль,"американский питбультерьер, порода собак",AI
11073,полицейская операция,полицейский рейд или мероприятие,AI
11074,полицейские силы,"совокупность полицейских, привлеченных к операции",AI
11075,полицейское подразделение,"группа полицейских, действующая совместно",AI
11076,фарс,"сценическое произведение с путаницей, преувеличением и грубой комикой",AI
11077,попурри,музыкальное произведение из известных мелодий,AI
11078,проповедник,"человек, провозглашающий религиозные истины",AI
11079,прайс-лист,список товаров и услуг с ценами,AI
11080,ушиб,травма тканей из-за тупого воздействия,AI
11081,Претория,административная столица ЮАР,AI
11082,частное дело,"дело, не предназначенное для публики",AI
11083,проблемный случай,случай с проблемами,AI
11084,производственный объект,установка для производства,AI
11085,программные принципы,содержательная направленность программы,AI
11086,пропеллер,двигатель самолета или судна с лопастями,AI
11087,проспект,листок или небольшая брошюра для рекламы,AI
11088,протез,искусственная замена утраченной части тела,AI
11089,провокатор,"человек, вызывающий других на реакции",AI
11090,целлюлоза,целлюлозная масса; также pulp fiction,AI
11091,цена за квадратный метр,цена недвижимости за квадратный метр,AI
11092,нестандартный мыслитель,"человек, мыслящий нестандартно",AI
11093,квинтэссенция,сущность или конечный вывод,AI
11094,раввин,почетное обращение к еврейскому учителю,AI
11095,велосипед,велосипед (разг.),AI
11096,газонное поле,большая травяная площадка,AI
11097,расист,"человек, считающий свою группу превосходящей другие",AI
11098,ратификация,подтверждение и введение в действие,AI
11099,пространственное планирование,плановое упорядочение развития территорий,AI
11100,судовладелец,предприниматель по морским перевозкам,AI
