id,translate,translate_description,source
11801,ценовое преимущество,выгода по цене,AI
11802,частная квартира,"квартира, используемая частным образом",AI
11803,пробный запуск,тест для проверки работоспособности,AI
11804,проектная неделя,неделя с проектной работой,AI
11805,промоутер,"человек, организующий спортивные соревнования",AI
11806,психоаналитик,"врач или психолог, применяющий психоанализ",AI
11807,квадратура,метод вычисления площадей с помощью интегралов,AI
11808,кисть,широкая кисть для побелки,AI
11809,дебош,шум и разгул,AI
11810,интрига,"козни, интриги",AI
11811,буйство,дикое поведение без самоконтроля,AI
11812,драка,столкновение с рукоприкладством,AI
11813,реалист,"человек, ориентированный на реальность",AI
11814,юридический отдел,"отдел, занимающийся правовыми вопросами",AI
11815,правовая позиция,толкование правовых норм,AI
11816,правая партия,партия правой ориентации,AI
11817,редактор,составитель и издатель научных текстов,AI
11818,курс реформ,ориентация на реформы,AI
11819,реформаторский проект,замысел реформ,AI
11820,правительственная фракция,фракция правительства,AI
11821,отчет о поездке,сообщение о путешествии,AI
11822,реминисценция,воспоминание,AI
11823,депо,здание для хранения техники и экипажей,AI
11824,шкала Рихтера,шкала силы землетрясений,AI
11825,венчурный капитал,капитал для молодых компаний,AI
11826,щель,узкий продолговатый зазор,AI
11827,рокировка,специальный ход в шахматах,AI
11828,стопорная стойка,вертикальная стойка для крепления груза,AI
11829,камыш,растение Juncus (ситник),AI
11830,сбор,организованный сбор предметов,AI
11831,зона санации,"территория, подлежащая санации",AI
11832,концепция санации,план мер по санации,AI
11833,шахматист,"человек, играющий в шахматы",AI
11834,тень,незаметное существование,AI
11835,сокровищница,место хранения сокровищ,AI
11836,казначей,"женщина, отвечающая за финансы",AI
11837,костер,куча дров для сожжения,AI
11838,трактир,небольшое питейное заведение,AI
11839,боевой клич,"клич, призывающий к битве",AI
11840,страна лентяев,сказочная страна изобилия,AI
11841,слизистая,защитная оболочка внутренних органов,AI
11842,буксирный трос,толстый трос для буксировки,AI
11843,щель,узкая продольная щель,AI
11844,слесарь,мастер по обработке металла,AI
11845,последний день,последний день,AI
11846,грязь,грубое загрязнение,AI
11847,метель,"снег, переносимый ветром",AI
11848,порез,рана от режущего предмета,AI
11849,сеновал,легкая постройка для хранения сена,AI
11850,молодняк,молодая поросль деревьев,AI
11851,сапожник,"человек, который делает или чинит обувь",AI
11852,обслуживание долга,выплаты процентов и погашение,AI
11853,школьный друг,друг по школьным годам,AI
11854,плата за обучение,платеж за обучение в школе,AI
11855,школьный проект,проект в школе,AI
11856,школьный советник,чиновник школьного надзора,AI
11857,школьный спорт,спорт в школе,AI
11858,классная комната,учебный класс (швейц.),AI
11859,негодяй,морально порочный человек,AI
11860,охранные войска,"войска, предназначенные для защиты",AI
11861,защитный вал,вал для защиты от нападений,AI
11862,слабое место,уязвимый пункт,AI
11863,обязанность молчания,запрет разглашать информацию,AI
11864,поросенок,маленькая свинья,AI
11865,тяжелый металл,металл с высокой плотностью,AI
11866,уныние,депрессивное настроение,AI
11867,одна шестая,шестая часть,AI
11868,мореплаватель,"человек, ходящий в море",AI
11869,наблюдатель,"человек, который наблюдает",AI
11870,саможалость,жалость к самому себе,AI
11871,самоответственность,личная ответственность,AI
11872,булочка,небольшая пшеничная выпечка,AI
11873,Зендлинг,район Мюнхена,AI
11874,сыворотка,кровяная сыворотка,AI
11875,сексуальное преступление,преступление с сексуальным насилием,AI
11876,акционер,держатель акций,AI
11877,ремень безопасности,"ремень, удерживающий человека при аварии",AI
11878,система безопасности,комплекс защиты,AI
11879,логотип,фирменный знак,AI
11880,скат,карточная игра на троих,AI
11881,лыжная школа,место обучения катанию на лыжах,AI
11882,лыжная авария,несчастный случай при катании на лыжах,AI
11883,слипы,короткие трусы без штанин,AI
11884,трущобы,бедный городской район с плохими условиями,AI
11885,смокинг,мужской вечерний костюм,AI
11886,разработчик ПО,"компания, создающая программы",AI
11887,сообщество солидарности,"сообщество, основанное на солидарности",AI
11888,летний месяц,"месяц, приходящийся на лето",AI
11889,летний сон,переживание во сне в летнюю ночь,AI
11890,спецследователь,следователь по особому делу,AI
11891,спецшкола,школа для детей с особыми потребностями,AI
11892,особое положение,особый статус,AI
11893,подсолнечник,высокое растение с крупным желтым цветком,AI
11894,советская республика,республика в составе СССР,AI
11895,социсследования,исследования в социальной сфере,AI
11896,социальная выплата,денежная или натуральная помощь государства,AI
11897,социолог,ученый в области социальных наук,AI
11898,экспедитор,"человек, организующий перевозки",AI
11899,воробей,птица семейства воробьиных,AI
11900,запретная зона,территория с ограниченным доступом,AI
