id,translate,translate_description,source
4801,Скандинавия,регион Северной Европы,AI
4802,лыжный прыгун,спортсмен по прыжкам на лыжах,AI
4803,словенец,гражданин Словении,AI
4804,футбол,"футбол (англ., США)",AI
4805,солнечная энергия,энергия солнечного излучения,AI
4806,соло,выделенная партия в музыке,AI
4807,Сомали,государство в Африке,AI
4808,летний праздник,праздник летом,AI
4809,летнее время,"время, когда дни длиннее ночей",AI
4810,солнечное излучение,попадание лучей солнца на поверхность,AI
4811,Солнечная система,звезда и обращающиеся тела,AI
4812,соул,музыкальный стиль афроамериканской музыки,AI
4813,саундтрек,музыка к фильму,AI
4814,социал-демократ,сторонник социал-демократии,AI
4815,социал-демократия,идеология рабочих движений,AI
4816,министр соцвопросов,женщина-министр по соцвопросам,AI
4817,социальная политика,политика по улучшению соцусловий,AI
4818,социальное страхование,страхование на случай болезни и др.,AI
4819,вкладчик,"человек, который сберегает деньги",AI
4820,пакет экономии,набор мер по сокращению расходов,AI
4821,хранение,процесс сохранения,AI
4822,вид,биологический вид,AI
4823,игровая деятельность,организация и проведение игр,AI
4824,игровой фильм,фильм с вымышленным сюжетом,AI
4825,минута игры,минута матча,AI
4826,прядильщик,"человек, занимающийся прядением",AI
4827,топ-кандидатка,женщина-кандидат во главе списка,AI
4828,спонсор,финансовый поддерживающий,AI
4829,спортсменка,"женщина, занимающаяся спортом",AI
4830,государственный визит,официальный визит главы государства,AI
4831,городской музей,музей истории города,AI
4832,окраина,граница между городом и пригородом,AI
4833,городское собрание,собрание городских депутатов,AI
4834,стагнация,состояние без роста,AI
4835,закрепленное место,"место, обычно занимаемое одним человеком",AI
4836,стол постоянных,стол для постоянных гостей,AI
4837,ЗАГС,орган регистрации актов состояния,AI
4838,вилка,штепсель для электрического соединения,AI
4839,мостик,небольшой мост,AI
4840,бык,самец крупного рогатого скота,AI
4841,обмен веществ,биохимические процессы организма,AI
4842,аист,крупная птица с длинными ногами,AI
4843,уголовный суд,суд по уголовным делам,AI
4844,Штральзунд,город в Мекленбурге-Передней Померании,AI
4845,жгут,скрученный шнур,AI
4846,участок пути,часть трассы,AI
4847,розыгрыш,обман человека ради развлечения,AI
4848,солома,обмолоченные стебли злаков,AI
4849,цена на электроэнергию,стоимость поставки электричества,AI
4850,зуммер,"устройство, издающее жужжащий звук",AI
4851,Суперкубок,соревнование Суперкубок в спорте,AI
4852,серфер,"человек, занимающийся серфингом",AI
4853,временное отстранение,временное отстранение от должности,AI
4854,символика,символическое значение и его выражение,AI
4855,табу,"то, о чем нельзя говорить",AI
4856,дневник,личная записная книга с дневными событиями,AI
4857,конференция,"обычно однодневная встреча людей, работающих над темой",AI
4858,участница,женщина‑участник события,AI
4859,разделение,разбиение на две или более части,AI
4860,испытатель,"человек или устройство, проверяющее работоспособность",AI
4861,стойка,"место, где обслуживают клиентов",AI
4862,настольный теннис,олимпийский вид спорта с мячом и ракетками,AI
4863,дочерняя компания,"юридически самостоятельная, но зависимая компания",AI
4864,смертная казнь,законная казнь за преступление,AI
4865,день смерти,"день, когда кто‑то умер",AI
4866,лучшая форма,наилучшая форма,AI
4867,Тоскана,регион в Италии,AI
4868,турист,"человек, путешествующий для удовольствия",AI
4869,смена тренера,смена тренера,AI
4870,тренировочная площадка,место для тренировок,AI
4871,трасса,линия прохождения дороги или линии снабжения,AI
4872,дань,регулярный платеж в знак подчинения,AI
4873,Тунисия,государство в Северной Африке,AI
4874,турбо,турбонаддув; сильное ускорение,AI
4875,ультиматум,срочное требование с угрозой последствий,AI
4876,объятие,обхват руками корпуса или шеи как жест привязанности,AI
4877,перераспределение,"передача работы, капитала или налогов другим",AI
4878,министр экологии,глава министерства окружающей среды,AI
4879,небрежность,действие с недостаточной внимательностью,AI
4880,несправедливость,отсутствие справедливости,AI
4881,невиновность,отсутствие вины,AI
4882,Нижняя Франкония,регион в Баварии,AI
4883,консалтинг,консультации для компаний,AI
4884,группа компаний,связанные компании,AI
4885,нижняя сторона,"часть, обращенная вниз",AI
4886,кристаллическая порода,древние глубинные или метаморфические породы,AI
4887,Узбекистан,государство в Центральной Азии,AI
4888,Валь,долина; также фамилия,AI
4889,место проведения,"место, где проводится мероприятие",AI
4890,региональная лига,региональный уровень соревнований,AI
4891,защита потребителей,меры по защите потребителей от ущерба,AI
4892,присяга,принятие присяги,AI
4893,совместимость,возможность привести в согласие,AI
4894,упрощение,сделать проще,AI
4895,дом клуба,здание для собраний клуба,AI
4896,автор,"человек, написавший текст",AI
4897,конституционный суд,"суд, проверяющий соответствие актов конституции",AI
4898,возмездие,наказание за действие,AI
4899,день переговоров,"день, когда проходит переговоры",AI
4900,транспортный хаос,неупорядоченная ситуация на дорогах,AI
