id,translate,translate_description,source
5101,надрез,"разрез, надрез",AI
5102,допрос,формальный опрос (австр.),AI
5103,замена,введение нового игрока в командных видах спорта,AI
5104,ледниковый период,геологический период холодного климата,AI
5105,энтузиазм,воодушевление или порыв,AI
5106,эмоция,возбужденное состояние души; психическое возбуждение,AI
5107,потребность в энергии,необходимое количество энергии для функционирования,AI
5108,утка,небольшая водоплавающая птица из семейства утиных,AI
5109,эпицентр,точка на поверхности Земли над очагом землетрясения,AI
5110,экипировка,совокупность снаряжения для определенного дела,AI
5111,восприятие,понимание общей ситуации или сути,AI
5112,переживание успеха,"позитивное событие, придающее уверенность",AI
5113,серьезность,настрой быть серьезным,AI
5114,экономия,снижение затрат при неизменном результате,AI
5115,возмещение,"возврат, компенсация",AI
5116,воспитатель,"педагог, передающий детям нормы поведения и знания",AI
5117,воспитательница,"женщина‑педагог, работающая с детьми",AI
5118,эссе,"остроумное, понятное, обычно короткое сочинение",AI
5119,уксус,кислый продукт для приправы и консервирования из спиртных напитков,AI
5120,Еврофайтер,"боевой самолет, разработанный в Европе",AI
5121,экспедиция,подготовка к отправке,AI
5122,кузнец,обработчик металлов,AI
5123,профильный журнал,"журнал, в котором рассматриваются профессиональные темы",AI
5124,оставление места ДТП,самовольный уход с места аварии,AI
5125,манера вождения,"способ, как кто‑то водит",AI
5126,семейное предприятие,"компания, принадлежащая семье",AI
5127,член семьи,"человек, принадлежащий к определенной семье",AI
5128,ловля,ловля или охота на животных,AI
5129,образ врага,предвзятое представление о противнике,AI
5130,мелкая пыль,"очень мелкая пыль в воздухе, не видимая глазом",AI
5131,тройская унция,"единица массы для драгметаллов, 31,1034768 г",AI
5132,феминизм,"направление, утверждающее, что роли в обществе не зависят от пола",AI
5133,время отпуска,период отпуска,AI
5134,жесткий диск,магнитный носитель с вращающимися дисками,AI
5135,банкетный зал,большой зал для праздников,AI
5136,праздничное шествие,шествие по городу по случаю праздника,AI
5137,праздничное шествие,шествие по городу по случаю большого праздника,AI
5138,пожарная часть,здание с помещениями и техникой пожарной службы,AI
5139,фикция,"то, что выдумано",AI
5140,финансовый комитет,комитет по финансовым вопросам,AI
5141,финансовый директор,"член правления, отвечающий за финансы",AI
5142,руководитель фирмы,руководитель компании,AI
5143,рыболовство,лов рыбы,AI
5144,бланк,стандартизированный шаблон текста для заполнения данными,AI
5145,исследовательская команда,группа ученых,AI
5146,продолжение существования,дальнейшее существование,AI
5147,фотограф (жен.),"женщина, занимающаяся фотографией",AI
5148,выход на свободу,"режим, позволяющий заключенному работать без надзора вне тюрьмы",AI
5149,вольный стиль,"вид борьбы, где разрешены захваты по всему телу",AI
5150,незнакомец,"человек, которого не знают",AI
5151,доброжелательность,"доброта, благожелательное отношение",AI
5152,мир,мир,AI
5153,заключение мира,официальное объявление о мире,AI
5154,принцип работы,"способ, как что‑то функционирует",AI
5155,развилка,коротко: развилка ветви,AI
5156,озеро Гарда,крупное озеро на севере Италии,AI
5157,гвардия,полк личной охраны правителя,AI
5158,педаль газа,педаль для управления мощностью двигателя,AI
5159,переулок,узкая улица или проход между заборами/стенами,AI
5160,супруга,жена в отношении к мужу,AI
5161,рождаемость,"показатель, сколько детей в среднем рожает женщина",AI
5162,празднование дня рождения,праздник по случаю дня рождения,AI
5163,памятное мероприятие,официальная встреча для памяти о личности или событии,AI
5164,точка замерзания,температура перехода из жидкого в твердый состояние,AI
5165,встречное направление,"направление, противоположное своему",AI
5166,контрпредложение,альтернатива ранее предложенной идее,AI
5167,инвестиция,вложение денег для получения дохода,AI
5168,денежная сумма,определенное количество денег,AI
5169,дом общины,здание администрации населенного пункта,AI
5170,собрание общины,собрание членов общины,AI
5171,представительство общины,представительный орган общины,AI
5172,генеральный штаб,высший военный консультативный орган,AI
5173,приговор,судебное решение после слушания,AI
5174,общая картина,изображение в целом,AI
5175,суммарная производительность,сумма всех достижений,AI
5176,комплексная школа,"школа от начальной до 10 класса, альтернатива трехступенчатой системе",AI
5177,общая победа,победа в общем зачете,AI
5178,посуда,совокупность приборов и сосудов для еды и питья,AI
5179,убеждение,духовно‑нравственная установка человека,AI
5180,механизм,механические передачи для изменения оборотов и крутящего момента,AI
5181,насильственное преступление,преступление с применением физического насилия,AI
5182,розыгрыш,"игра, в которой можно что‑то выиграть",AI
5183,Гана,государство в Западной Африке,AI
5184,джин,спиртной напиток с можжевельником,AI
5185,девушка,девушка (англ.),AI
5186,равенство,состояние отсутствия различий,AI
5187,помилование,снижение или отмена наказания по милости,AI
5188,графство,"земля, подвластная графу",AI
5189,хандра,длительное плохое настроение,AI
5190,яма,естественное или искусственное углубление в земле,AI
5191,основное право,"базовое право, гарантированное государством",AI
5192,ваучер,подтверждение на получение товара/услуги или денежной стоимости,AI
5193,фарш,рубленое мясо,AI
5194,полупроводник,"материал, проводящий ток при определенных условиях",AI
5195,объем торгов,общий объем торговли,AI
5196,ограничение,социальная и/или физическая недостаточность,AI
5197,рукопожатие,пожатие рук при приветствии или заключении сделки,AI
5198,ремесленная палата,орган самоуправления ремесла,AI
5199,январь,январь,AI
5200,голова,голова,AI
