id,translate,translate_description,source
12501,приходской совет,орган приходской общины с консультативной компетенцией,AI
12502,обязательная школа,"учебное заведение, которое нужно посещать по возрасту или в рамках обучения",AI
12503,плуг,сельскохозяйственное орудие для рыхления и переворачивания почвы,AI
12504,фаланга,боевой строй в древней Греции в нескольких рядах,AI
12505,пирсинг,прокол тела для ношения украшений,AI
12506,штатная единица,утвержденная должность в госслужбе,AI
12507,пластиковый пакет,мешок из пластика,AI
12508,поммер,духовой инструмент с шестью-семью отверстиями,AI
12509,мост,мост (фр.),AI
12510,паром,широкий паром,AI
12511,швейцар,служащий у входа в здание с большим потоком людей,AI
12512,постмодерн,современные направления в искусстве и обществе после модерна,AI
12513,практика,применение определенных действий людьми,AI
12514,фиксированная цена,обязательная фиксированная цена на продукт,AI
12515,рукоположение,посвящение в сан священника,AI
12516,приор,настоятель монастыря,AI
12517,призма,прозрачное тело с пересекающимися плоскими гранями,AI
12518,частный детектив,частный сыщик,AI
12519,испытуемый,"человек, участвующий в исследовании",AI
12520,программный директор,ответственный за программу телеканала или радиостанции,AI
12521,язык программирования,формальный язык для записи программ,AI
12522,пролетариат,слой безземельных и без собственности (не рабы),AI
12523,протестная демонстрация,митинг против чего-либо,AI
12524,пороховая бочка,емкость для хранения пороха,AI
12525,панк-рок,направление рок-музыки 1970-х,AI
12526,квалификационный турнир,турнир квалификации,AI
12527,квотирование,правило о наличии определенной доли людей в группе,AI
12528,акт мести,действие в ответ на нападение или обиду,AI
12529,председатель совета,именительный падеж ед. числа слабого склонения существительного Ratsvorsitzender,AI
12530,хищническая эксплуатация,использование ресурсов до их истощения,AI
12531,отчетный доклад,изложение деятельности по поручению,AI
12532,бухгалтерия,"система учета, включая финансовый и управленческий учет",AI
12533,прямоугольник,четырехугольник с прямыми углами,AI
12534,юридическая комиссия,комиссия по законодательству и правосудию,AI
12535,судебное злоупотребление,преступление умышленного неправильного применения права чиновником,AI
12536,орфография,нормативное написание слов,AI
12537,правовой вопрос,вопрос правового характера,AI
12538,правовая защита,защита прав государством,AI
12539,перекладина,гимнастический снаряд,AI
12540,реформатор,"деятель, продвигавший Реформацию",AI
12541,программа реформ,совокупность реформ,AI
12542,регент,правящий монарх или князь,AI
12543,чиновник,служащий в правительстве,AI
12544,административный округ,административный округ в земле,AI
12545,порыв,внезапное чувство,AI
12546,реабилитация,восстановление доброго имени,AI
12547,рейхсканцлер,титул главы правительства в разные периоды,AI
12548,последовательность,"упорядочивание, ряд",AI
12549,гид,"человек, сопровождающий группу в путешествии",AI
12550,дорожная сумка,сумка для багажа,AI
12551,реклама,"продвижение товара или услуги, иногда навязчивое",AI
12552,стыковой матч,решающий матч за место в лиге,AI
12553,учитель религии,преподаватель религии в школе,AI
12554,реликвия,остаток или предмет святого,AI
12555,реновация,ремонт (швейц.),AI
12556,право на пенсию,право получать пенсию,AI
12557,рептилия,наземный позвоночный с чешуей,AI
12558,резистентность,устойчивость к воздействию,AI
12559,проект резолюции,черновой вариант резолюции,AI
12560,руководитель ведомства,главный по определенному направлению,AI
12561,попытка спасения,попытка спасти,AI
12562,реверанс,выражение уважения,AI
12563,рецензент,автор рецензии,AI
12564,ремешник,"мастер, делающий ремни и кожаное снаряжение",AI
12565,ритус,повторяющееся действие по правилам,AI
12566,царапина,тонкая поверхностная повреждение,AI
12567,рок-концерт,концерт рок-музыки,AI
12568,рок-музыкант,исполнитель рок-музыки,AI
12569,рондо,круговая форма с повторяющимся припевом,AI
12570,гребец,"человек, гребущий веслом",AI
12571,облет,короткий полет с возвращением,AI
12572,мазь,полутвердый лекарственный препарат для кожи,AI
12573,сальто,вращение в воздухе вокруг поперечной оси,AI
12574,самаритянин,"человек, бескорыстно помогающий",AI
12575,песочница,ящик с песком для игр,AI
12576,сатана,"противник Бога, дьявол",AI
12577,динозавры,общий термин для пресмыкающихся,AI
12578,требование компенсации,требование ущерба,AI
12579,загрязнение,нагрузка вредными веществами,AI
12580,шах,титул правителя в Персии,AI
12581,теневая экономика,экономическая деятельность без учета государством,AI
12582,дворник,устройство для очистки стекла,AI
12583,пробор,линия разделения волос,AI
12584,шут,"человек, любящий шутить",AI
12585,бедро,часть нижней конечности,AI
12586,задвижка,сдвижная дверь или запор,AI
12587,конек,обувь с металлической кромкой для льда,AI
12588,снежная плита,плотный пласт снега,AI
12589,смелость,смелость или дерзость,AI
12590,скорый поезд,поезд дальнего следования,AI
12591,точка пересечения,общая точка линий,AI
12592,отсрочка,оставшееся время до неприятного события,AI
12593,садовый участок,небольшой участок в садовом товариществе,AI
12594,ларец,закрывающийся ящик для ценностей,AI
12595,директор школы,руководитель школы,AI
12596,школьник,"ребенок, посещающий школу",AI
12597,школьная администрация,управление школьной системой,AI
12598,безбилетник,"человек, едущий без билета",AI
12599,опасный преступник,"человек, совершивший тяжкие преступления",AI
12600,колебание,периодический процесс,AI
