id,translate,translate_description,source
201,функция,"задача, смысл и цель",AI
202,сад,огражденный участок земли для выращивания растений,AI
203,газ,вещество в газообразном агрегатном состоянии,AI
204,территория,"пространственная область, территория",AI
205,день рождения,"дата рождения; день, когда родился человек",AI
206,опасность,возможность ущерба или травмы,AI
207,контраст,"противопоставление, контраст",AI
208,противоположность,слово с противоположным значением,AI
209,противник,лицо или организация с противоположными интересами,AI
210,ходьба,передвижение пешком,AI
211,деньги,средство платежа и хранения стоимости,AI
212,возможность,благоприятный шанс,AI
213,община,сообщество с более высоким уровнем организации,AI
214,муниципальный совет,"орган с исполнительными задачами, представляющий общину",AI
215,сообщество,"группа людей, чувствующих связь друг с другом",AI
216,поколение,совокупность людей одного возрастного уровня,AI
217,прямая,"прямая бесконечная линия, заданная двумя точками",AI
218,история,прошлое общества как процесс развития,AI
219,скорость,отношение пути ко времени (скорость = путь/время),AI
220,общество,большая группа организованно живущих людей,AI
221,закон,"правило, изданное законодателем, обязательное к исполнению",AI
222,здоровье,"состояние физического, психического и эмоционального благополучия",AI
223,насилие,"значительная сила, часто без легитимации",AI
224,прибыль,польза или выгода от события,AI
225,вера,религиозное исповедание,AI
226,золото,желтый блестящий металл; элемент №79,AI
227,степень,мера выраженности свойства или состояния,AI
228,Грац,город в Австрии,AI
229,граница,"линия или поверхность, разделяющая пространства",AI
230,причина,"событие, вызвавшее последующее",AI
231,основа,"то, на что опираются; существенная часть",AI
232,имущество,"владение, собственность",AI
233,имущество,"то, чем владеют",AI
234,имущество,совокупность доходов и собственности,AI
235,перерыв,один из двух равных отрезков игры,AI
236,холл,большое высокое помещение на первом этаже,AI
237,осанка,"способ держать тело при стоянии, ходьбе или сидении",AI
238,Гамбург,город‑государство в Германии,AI
239,рука,орган хватания у человека и обезьян,AI
240,действие,"то, что человек делает в определенной ситуации",AI
241,мобильный телефон,маленький беспроводной телефон с доп. функциями,AI
242,Ганновер,город в Нижней Саксонии,AI
243,главный вокзал,крупнейший и важнейший вокзал города,AI
244,столица,"город, где находятся высшие органы власти",AI
245,дом,"здание, построенное для определенной цели",AI
246,бюджет,совокупность доходов и расходов,AI
247,родина,"место, где человек вырос и чувствует себя дома",AI
248,вызов,сложная задача,AI
249,осень,время года между летом и зимой,AI
250,господин,вежливое обращение к мужчине,AI
251,производитель,"компания, производящая изделия",AI
252,сердце,центральный орган кровообращения,AI
253,Гессена,род. падеж ед. числа от Hesse,AI
254,помощь,активная поддержка,AI
255,небо,воздушное пространство над землей,AI
256,фон,задний план,AI
257,указание,действие привлечь внимание к чему‑то,AI
258,жара,"высокая, неприятная температура",AI
259,антициклон,сокр. от области высокого давления,AI
260,надежда,"ожидание желаемого события в будущем без уверенности, что оно наступит",AI
261,отель,"гостиничное предприятие, предоставляющее проживание, питание и сервис, с ресепшен",AI
262,собака,"домашнее животное, предком которого является волк",AI
263,я,"самость человека, осознающая себя",AI
264,идея,прообраз явления,AI
265,Индия,государство в Южной Азии,AI
266,промышленность,совокупность предприятий машинного и автоматизированного производства,AI
267,инфляция,"устойчивый рост уровня цен, снижение покупательной способности и увеличение денежной массы",AI
268,инфраструктура,базовая система обеспечения,AI
269,инициатива,импульс к действию или первый шаг,AI
270,центр города,центральная часть города с основными путями и сервисами,AI
271,остров,"участок суши, полностью окруженный водой",AI
272,интеграция,"включение, встраивание в более крупное целое",AI
273,интеллект,когнитивная способность,AI
274,интерес,чувство или установка узнать больше о чем-то,AI
275,интернет,глобальная публичная компьютерная сеть,AI
276,интервью,опрос с целью получить информацию или мнения,AI
277,Израиль,государство на Ближнем Востоке,AI
278,Италия,государство в Южной Европе,AI
279,век,период в сто лет,AI
280,январь,"первый месяц календарного года, 31 день",AI
281,Япония,государство в Восточной Азии,AI
282,настоящее,настоящее время,AI
283,молодежь,совокупность молодых людей,AI
284,мальчик,мужской ребенок,AI
285,июнь,шестой месяц года,AI
286,кадры,совокупность членов элиты или руководителей,AI
287,камера,устройство для съемки фотографий,AI
288,бой,военное столкновение враждебных войск,AI
289,Канада,государство в Северной Америке,AI
290,канцлер,глава правительства,AI
291,карьера,профессиональный путь,AI
292,карта,"плоский прямоугольный предмет из картона, бумаги или пластика",AI
293,покупка,возмездное приобретение товара,AI
294,Киев,столица Украины,AI
295,километр,"единица длины, равная тысяче метров",AI
296,ребенок,"человек в период роста, еще не подросток",AI
297,церковь,освященное место собраний христианской общины; здание для богослужений,AI
298,ясность,состояние ясного,AI
299,класс,группа однотипных элементов,AI
300,девочка,маленькая девочка,AI
