id,translate,translate_description,source
5901,радиомолчание,"время, когда не ведется радиообмен",AI
5902,гусь,род гусеобразных птиц,AI
5903,садовые работы,"работы по выращиванию овощей, фруктов или цветов",AI
5904,гостеприимство,готовность дружелюбно принимать гостей,AI
5905,гостинично‑ресторанная отрасль,сфера гастрономии и отелей,AI
5906,род,вид в общем смысле,AI
5907,акушерство,раздел гинекологии о нормальных родах и их осложнениях,AI
5908,город рождения,"город, где человек родился",AI
5909,памятная дата,годовщина в память о событии или личности,AI
5910,опасная зона,территория повышенной опасности,AI
5911,бой,боевое столкновение между военными подразделениями,AI
5912,послушание,беспрекословное выполнение указаний авторитета,AI
5913,скрипка,"струнный инструмент семейства виол, настроенный G‑D‑A‑E",AI
5914,движущийся по встречке,"водитель, едущий против предписанного направления",AI
5915,возлюбленная,женский партнер в любовных отношениях,AI
5916,территория общины,земельная территория общины,AI
5917,муниципальное ведомство,коммунальный орган управления,AI
5918,общая черта,"свойство, совпадающее у двух или более объектов",AI
5919,смесь,"то, что возникает при смешении веществ",AI
5920,генеральный прокурор,"высший прокурор, которому подчиняется земельный министр юстиции",AI
5921,удовлетворение,"чувство, что сделал правильное и необходимое",AI
5922,потасовка,длительная физическая борьба,AI
5923,пустая болтовня,бессмысленная речь,AI
5924,разделение властей,"принцип разделения законодательной, исполнительной и судебной власти",AI
5925,привычка,"действие, ставшее рутиной",AI
5926,гололед,замерзшая вода на дорогах,AI
5927,гондола,"лодка, характерная для Венеции, управляемая одним веслом",AI
5928,Гослар,город в Нижней Саксонии,AI
5929,дом молитвы,здание для поклонения одному или нескольким богам,AI
5930,приграничный регион,территория возле границы,AI
5931,волна гриппа,резкий рост случаев гриппа в популяции,AI
5932,шприц,шприц для введения наркотиков в вену,AI
5933,остаток на счете,сумма денег на счете,AI
5934,Гаити,государство в Карибском море,AI
5935,полумарафон,"забег на 21,0975 км",AI
5936,хан,постоялый двор на торговых путях Юго‑Восточной Европы и Ближнего Востока,AI
5937,поворот кисти,движение поворота ладони,AI
5938,гашиш,"препарат из смолы индийской конопли, вызывающий наркотическое опьянение",AI
5939,основное судебное заседание,центральное судебное заседание,AI
5940,домашний арест,наказание с запретом покидать дом,AI
5941,жилец дома,"человек, живущий в доме",AI
5942,белуга,"крупный осетр, из икры которого делают икру",AI
5943,бюджетный план,план ожидаемых доходов и расходов,AI
5944,бюджетная блокировка,запрет расходовать утвержденные средства,AI
5945,управдом,"человек, отвечающий за обслуживание здания",AI
5946,запрет на вход,запрет входа на территорию или в помещение,AI
5947,управляющая компания,"компания, управляющая домами",AI
5948,Хафель,река на северо‑востоке Германии,AI
5949,преимущество своего поля,преимущество хозяев,AI
5950,бракосочетание,торжественное событие заключения брака,AI
5951,внутренний барьер,сомнение действовать из‑за морали или норм,AI
5952,ручка,ручка на чашке или кувшине,AI
5953,шоссе,название главных дорог в Северной Америке,AI
5954,крик о помощи,громкий призыв о помощи из беды,AI
5955,беспомощность,"состояние, когда не можешь помочь себе",AI
5956,невыгодное положение,неблагоприятная ситуация,AI
5957,историк (жен.),"женщина‑ученый, занимающаяся историей",AI
5958,экстраполяция,приближенная оценка по частичному результату,AI
5959,гостиничная индустрия,совокупность отелей и их услуг,AI
5960,домашняя курица,домашняя курица (лат. Gallus gallus gallus),AI
5961,сто тысяч,число 100 000,AI
5962,пчеловод,"человек, занимающийся медом и разведением пчел",AI
5963,вакцина,"вещество, стимулирующее выработку антител и иммунитета",AI
5964,промышленное производство,производство продукции промышленностью,AI
5965,промышленное предприятие,предприятие промышленного производства,AI
5966,информационная техника,"совокупность методов создания, обработки, передачи и хранения информации",AI
5967,информационное мероприятие,"событие для разъяснения, информирования и обсуждения темы",AI
5968,внутренний мир,психика человека,AI
5969,ремонт,восстановление объекта до исправного состояния,AI
5970,сообщество интересов,объединение людей для совместного представления интересов,AI
5971,годовой оборот,"оборот, полученный компанией за год",AI
5972,джип,внедорожный автомобиль с полным приводом,AI
5973,Йоханнесбург,крупный город в Южной Африке,AI
5974,сплошная вырубка,вырубка всех деревьев на определенном участке,AI
5975,календарный год,период с 1 января по 31 декабря,AI
5976,калибр,внутренний диаметр ствола оружия или диаметр снаряда,AI
5977,калькуляция,расчет затрат на продукты или услуги,AI
5978,Камерун,нудистский пляж,AI
5979,разгромная победа,легкая и поэтому крупная победа,AI
5980,капеллан,"духовное лицо, служащее в особом учреждении",AI
5981,универмаг,крупный магазин с широким ассортиментом,AI
5982,клин,заостренный предмет призматической формы,AI
5983,зачаток,"начало, первое проявление",AI
5984,ядерная энергия,"энергия, получаемая при ядерных реакциях",AI
5985,киллер,"человек, убивающий других, часто за плату",AI
5986,педиатр,"врач, специализирующийся на детской медицине",AI
5987,церковная площадь,площадь рядом с церковью,AI
5988,разъяснение,уточнение недоразумения,AI
5989,хлопушка,"лист бумаги, сложенный так, чтобы издавать хлопок",AI
5990,климатическая конференция,встреча специалистов по климату,AI
5991,лезвие,плоская заточенная часть инструмента,AI
5992,рыцарь,рыцарь (англ.),AI
5993,кулинарная книга,печатное издание с рецептами,AI
5994,углерод,неметаллический химический элемент с атомным номером 6,AI
5995,командир,командир соединения от батальона до дивизии,AI
5996,комиссар,женщина-уполномоченная,AI
5997,компенсация,обычно неосознанное стремление компенсировать недостаток в другой области,AI
5998,центр компетенций,центр профильной компетенции,AI
5999,конфигурация,определенное расположение объектов,AI
6000,константа,"величина, не изменяющаяся в заданном периоде",AI
