id,translate,translate_description,source
4201,избирательное право,право голосовать и быть избранным,AI
4202,день выборов,день голосования,AI
4203,туристическая тропа,маркированный путь для пеших походов,AI
4204,предупредительная забастовка,кратковременная остановка работы,AI
4205,сторожевая башня,караульная башня в укреплениях,AI
4206,стиральная машина,электроприбор для стирки,AI
4207,веб,сокращение от World Wide Web,AI
4208,будильник,часы с сигналом на заданное время,AI
4209,рождественский праздник,праздник Рождества,AI
4210,хутор,маленькое поселение из нескольких домов,AI
4211,вселенная,весь космос и все материальные объекты,AI
4212,чемпионка мира,женщина‑победительница чемпионата мира,AI
4213,мировой порядок,порядок мировой политики,AI
4214,мировая вершина,группа лидеров в мире в определенной сфере,AI
4215,мировая федерация,"союз, организованный во многих странах",AI
4216,становление,этап развития или формирования,AI
4217,метатель,"человек, бросающий спортивный снаряд",AI
4218,ложка дегтя,нечто неприятное в целом хорошем,AI
4219,оценка,оценивание,AI
4220,жилет,безрукавная одежда,AI
4221,вестерн,жанр фильмов о Диком Западе,AI
4222,участник конкурса,"человек или группа, участвующие в соревновании",AI
4223,пари,договор о ставке на событие,AI
4224,воссоединение,повторное объединение после разделения,AI
4225,Вильгельмсхафен,город в Нижней Саксонии,AI
4226,лебедка,устройство для подъема и перемещения тяжестей,AI
4227,ветропарк,район с несколькими ветряками,AI
4228,лобовое стекло,"стекло, защищающее водителя от ветра и частиц",AI
4229,зимний сезон,период зимних месяцев,AI
4230,рентабельность,принцип максимального результата при имеющихся ресурсах,AI
4231,экономический кризис,серьезные проблемы в экономике,AI
4232,экономический центр,место концентрации экономики,AI
4233,начало недели,первый день недели,AI
4234,жилищное строительство,строительство жилых домов,AI
4235,жилой прицеп,прицеп для проживания,AI
4236,рана,открытое повреждение кожи и тканей,AI
4237,магия,сверхъестественное воздействие,AI
4238,рисунок,"изображение, выполненное цветами",AI
4239,дух времени,типичные идеи эпохи,AI
4240,оценка,оценка за выполненную работу или поведение,AI
4241,лотерея,определение победителей путем жеребьевки,AI
4242,сигарета,табачное изделие в бумаге,AI
4243,гражданская оборона,защита населения от угроз,AI
4244,гнев,сильное негативное чувство,AI
4245,бис,дополнительное произведение после концерта,AI
4246,железнодорожное движение,перевозки поездами,AI
4247,язык,подвижный орган во рту,AI
4248,краткое изложение,сжатый текст содержания,AI
4249,столкновение,сильный удар при встрече,AI
4250,дополнение,"то, что добавлено",AI
4251,Аргау,кантон в Швейцарии.,Ilia
4252,покрытие,"предмет, используемый для того, чтобы что-то накрывать",Ilia
4253,уменьшение,"изменение, при котором что-то становится меньше, ниже, слабее",Ilia
4254,отключение,действие отключения; прерывание электрического тока,Ilia
4255,снижение,"уменьшение, понижение.",Ilia
4256,американские горки,"аттракцион, распространенный в парках развлечений и на ярмарках",AI
4257,адвент-календарь,"календарь с 24 окошками, заполненными маленькими сюрпризами, сопровождающий время адвента до Сочельника",AI
4258,номер дела,идентификатор набора документов,AI
4259,активация,побуждение одного или нескольких лиц к действию; запуск чего-либо,AI
4260,американка,жительница американского континента,AI
4261,светофорная коалиция,"в ФРГ коалиция партий SPD, FDP и Bündnis 90/Die Grünen, названная по цветам светофора",AI
4262,анекдот,"краткий юмористический рассказ, подчеркивающий типичное или примечательное",AI
4263,лицо,человеческое лицо,AI
4264,приложение,"дополнительно прилагаемое; также: раздел в конце текста, файл, приложенный к письму, поясняющие документы к годовому отчету",AI
4265,скамья подсудимых,"скамья, на которой сидят обвиняемые в судебном процессе",AI
4266,сосед,"тот, чья территория прилегает к чему-то",AI
4267,антенна,часть устройства (обычно металлический стержень) для приема или передачи электромагнитных волн,AI
4268,жительница,"женщина, живущая рядом с чем-то",AI
4269,притяжение,"сила притяжения, направленная к точке",AI
4270,рабочая группа,"группа людей, собравшихся для совместной работы",AI
4271,безработная,женщина без работы или занятости,AI
4272,несчастный случай на работе,"случай, произошедший во время работы или по пути на работу",AI
4273,способ работы,"то, как кто-то или что-то работает",AI
4274,Аризона,штат США.,AI
4275,Арктика,регион вокруг Северного полюса.,AI
4276,Армения,государство на Кавказе.,AI
4277,артиллерия,род войск артиллерийских орудий,AI
4278,ветвь,соединение между стволом дерева и ветвями,AI
4279,соискатель убежища,именительный падеж единственного числа слабого склонения существительного «Asylsuchender»,AI
4280,одышка,субъективно неприятные до угрожающего уровня трудности дыхания с усиленной дыхательной работой,AI
4281,атомная электростанция,"электростанция, использующая деление ядер для выработки электроэнергии",AI
4282,отмена,аннулирование или прекращение.,AI
4283,бунт,бурное (иногда насильственное) восстание против власти,AI
4284,вскрик,внезапный короткий крик,AI
4285,отсрочка,предоставление более длительного срока,AI
4286,заказчик,"человек, фирма или учреждение, выдающие поручение",AI
4287,поступление заказа,получение заказа,AI
4288,подъемная сила,"сила, направленная вверх, действующая на тела в жидкости или газе",AI
4289,аура,особое излучение,AI
4290,разработка,"письменная работа, эмпирически анализирующая тему",AI
4291,место для экскурсии,пункт назначения экскурсии,AI
4292,толкование,попытка раскрыть значение духовного продукта,AI
4293,отговорка,"ложный аргумент, используемый как оправдание",AI
4294,поскальзывание,падение или скольжение на гладкой поверхности,AI
4295,поиск,высматривание чего-либо,AI
4296,сыпь,симптом кожного заболевания,AI
4297,проведение,проведение соревнования; проведение.,AI
4298,выдворение,официальное требование покинуть страну,AI
4299,автобиография,"описание жизни, написанное самим человеком",AI
4300,поставщик автокомпонентов,"компания, поставляющая автопроизводителям детали",AI
