id,translate,translate_description,source
13601,компьютерная симуляция,проведение симуляции с помощью компьютера или компьютерной программы,AI
13602,денди,"мужчина, который демонстративно модно и экстравагантно одет",AI
13603,информационная магистраль,"сеть для быстрой передачи данных, речи, изображения и звука",AI
13604,сеть передачи данных,сеть для передачи данных,AI
13605,псевдоним,"имя, используемое вместо настоящего, чтобы оставаться неузнанным",AI
13606,декодер,устройство для расшифровки/декодирования,AI
13607,дека,приставка СИ для десяти,AI
13608,дельфин,"морское млекопитающее из зубатых китов, живет в стаях и питается рыбой",AI
13609,демократическое движение,"движение, выступающее за демократию",AI
13610,специалист по охране памятников,специалист по сохранению памятников,AI
13611,производное,производное слово,AI
13612,деспот,"глава государства, правящий произвольно и единолично",AI
13613,вопрос по детали,"вопрос, касающийся детали",AI
13614,знание немецкого,(уровень) владения немецким языком,AI
13615,валютные резервы,запас иностранных валют,AI
13616,центр услуг,центр предоставления услуг,AI
13617,служебное право,"право, регулирующее служебные отношения",AI
13618,динар,денежная единица в ряде арабских стран,AI
13619,штука,слово‑замена для забываемого выражения,AI
13620,диоксин,"очень токсичное органическое соединение хлора и углеводорода, образуется как побочный продукт",AI
13621,двигатель с прямым впрыском,"транспорт или мотор, где топливо впрыскивается прямо в цилиндр",AI
13622,прямая инвестиция,непосредственная инвестиция,AI
13623,прямой платеж,платеж без промежуточной стадии,AI
13624,скидка,уценка товара,AI
13625,дискета,круглый магнитный сменный носитель данных в оболочке,AI
13626,дисконт,удержание/сконто; банковский дисконт,AI
13627,дисконтная ставка,процент для дисконта,AI
13628,документационный центр,"учреждение, собирающее и исследующее материалы по теме и открывающее их публике",AI
13629,доломит,порода/минерал доломит,AI
13630,допинговое средство,вещество или метод с эффектом повышения результатов,AI
13631,двойка парная,гоночная лодка для двух гребцов с двумя веслами у каждого,AI
13632,терновый куст,куст или кустарник с шипами,AI
13633,залог за банку,"залог, взимаемый за банки для напитков",AI
13634,съемки,"этап производства фильма, когда ведутся съемки",AI
13635,умерший от наркотиков,"человек, умерший от (чрезмерного) употребления наркотиков",AI
13636,Дрост,фамилия,AI
13637,демпинг,"продажа товаров/услуг по очень низким ценам, чтобы вытеснить конкурентов",AI
13638,демпинговая цена,цена ниже себестоимости,AI
13639,мажор,"лад, характерная черта которого — большая терция к основному тону",AI
