id,translate,translate_description,source
5401,день суда,день судебного процесса,AI
5402,псевдоним,вымышленное имя для сокрытия личности,AI
5403,психолог,человек с образованием в психологии,AI
5404,паб,питейное заведение в британском или ирландском стиле,AI
5405,насос,устройство для перекачки жидкостей или газов,AI
5406,панк,субкультура и протестное движение,AI
5407,штукатурка,"покрытие стен из воды, песка и связующего",AI
5408,квант,определенное количество или мера,AI
5409,радиус,расстояние от центра до окружности,AI
5410,свиноматка,свинья-матка,AI
5411,рейнджер,смотритель национального парка,AI
5412,порода,подгруппа вида с отобранными фенотипическими признаками,AI
5413,место отдыха,место для остановки и отдыха,AI
5414,рейтинг,оценка или рейтинг компании внешними экспертами,AI
5415,рейв,массовая танцевальная вечеринка с электронной музыкой,AI
5416,дата-центр,помещение с вычислительной техникой,AI
5417,оправдание,обоснование правильности утверждения или поступка,AI
5418,правовое требование,гарантированное законом право,AI
5419,правовая основа,юридическая база,AI
5420,правый поворот,"кривая, изгибающаяся вправо",AI
5421,докладчик,"человек, выступающий с докладом",AI
5422,референция,"ссылка, соотнесение с объектом",AI
5423,отражение,отражение света или звука; размышление,AI
5424,дождевой лес,естественный лес с осадками более 2000 мм в год,AI
5425,дождевая вода,вода естественных осадков,AI
5426,смена правительства,переформирование состава правительства,AI
5427,клуб региональной лиги,"спортивный клуб, играющий в региональной лиге",AI
5428,регламент,свод предписаний и правил,AI
5429,реабилитация,терапия по восстановлению утраченных способностей,AI
5430,реконструкция,восстановление,AI
5431,ремейк,новая экранизация ранее снятого,AI
5432,пенсионерка,"женщина, живущая на пенсию",AI
5433,репортаж,жанр журналистики с присутствием на месте,AI
5434,бронирование,предварительное закрепление,AI
5435,реставрация,восстановление исходного состояния,AI
5436,возрождение,возвращение в моду или использование,AI
5437,команда,"спортивная команда, например гимнастическая",AI
5438,гигантский слалом,лыжная дисциплина,AI
5439,Рига,столица Латвии,AI
5440,соперник,человек с той же целью,AI
5441,коробка здания,здание без внутренней отделки,AI
5442,роман,краткая романтическая связь,AI
5443,розарий,сад с розами,AI
5444,вращение,круговое движение вокруг оси,AI
5445,роттвайлерец,житель Ротвайля,AI
5446,рубль,валюта России и других стран,AI
5447,ром,крепкий спиртной напиток из сахарного тростника,AI
5448,русский,гражданин России,AI
5449,русский язык,восточнославянский язык России,AI
5450,семена,посевной материал,AI
5451,сезонное поражение,поражение в рамках сезона,AI
5452,Зальцкаммергут,регион в Австрии,AI
5453,шахта,"полость, часто вертикальная",AI
5454,возмещение ущерба,компенсация ущерба,AI
5455,Шаффхаузен,город и кантон в Швейцарии,AI
5456,шарф,длинная узкая ткань для шеи,AI
5457,актерство,профессия актера,AI
5458,драмтеатр,театр для драматических постановок,AI
5459,ярмарочник,"человек, показывающий аттракционы",AI
5460,черепки,обломки обожженной глины,AI
5461,Шерер,фамилия,AI
5462,лопата,лопата или совок,AI
5463,судья,судья на спортивных соревнованиях,AI
5464,шизофрения,психическое расстройство мышления и восприятия,AI
5465,бойня,место забоя животных,AI
5466,барабанщик,"человек, играющий на ударной установке",AI
5467,буксир,судно для буксировки,AI
5468,Шлезвиг,регион/город в Северной Германии,AI
5469,глоток,небольшое количество жидкости,AI
5470,компенсация,возмещение за физические или психические страдания,AI
5471,резчик,"человек, занимающийся резьбой",AI
5472,испуг,сильная эмоция от неожиданности,AI
5473,лом,металлические отходы,AI
5474,окончание школы,успешное завершение обучения в школе,AI
5475,обвинительный приговор,судебное решение о виновности,AI
5476,школьное здание,здание школы,AI
5477,система образования,структура школьного обучения,AI
5478,Швайгер,фамилия,AI
5479,лебедь,водоплавающая птица с длинной шеей,AI
5480,черный рынок,нелегальный рынок дефицитных товаров,AI
5481,зять,муж дочери,AI
5482,трудность,проблемная ситуация,AI
5483,шестерка,шесть совпадений в лотерее,AI
5484,парусник,"человек, занимающийся парусным спортом",AI
5485,пивная кружка,цилиндрическая кружка с ручкой,AI
5486,группа самопомощи,группа людей с общими проблемами,AI
5487,семинар,занятие с активным участием,AI
5488,горчица,приправа из семян горчицы,AI
5489,кресло,одноместная мягкая мебель,AI
5490,эпидемия,"инфекционная болезнь, принимающая массовый характер",AI
5491,шериф,высокий чиновник округа,AI
5492,футболка,верхняя одежда с коротким рукавом,AI
5493,семиметровый,штрафной бросок в гандболе,AI
5494,симуляция,изображение или моделирование ситуации,AI
5495,место,"место для сидения, иногда зарезервированное",AI
5496,шкала,система оценки или деления,AI
5497,лыжный спорт,вид спорта с лыжами,AI
5498,рабство,полная зависимость раба,AI
5499,солнечная электроэнергия,электроэнергия от солнечных панелей,AI
5500,зонд,инструмент для исследования полостей,AI
