id,translate,translate_description,source
12401,учебный процесс,организация и содержание обучения,AI
12402,легкоатлет,спортсмен по легкой атлетике,AI
12403,лев,денежная единица Болгарии,AI
12404,светоч,"уважаемая личность, образец для многих",AI
12405,лилия,растение рода Lilium,AI
12406,ликвидация,целенаправленное убийство,AI
12407,литературная среда,деятельность и институты вокруг литературы,AI
12408,история литературы,развитие литературы,AI
12409,литературоведение,научная дисциплина о литературе,AI
12410,литературовед,ученый по литературоведению,AI
12411,хвалебная песнь,песня с прославлением,AI
12412,местная железная дорога,железнодорожный транспорт на короткие дистанции,AI
12413,местный соперник,соперник из того же региона,AI
12414,дирижабль,управляемый летательный аппарат с газовой оболочкой,AI
12415,предостерегающий,"человек, напоминающий о последствиях",AI
12416,почтовый ящик,хранилище для входящих писем или сообщений,AI
12417,проявление,"процесс, когда скрытое становится явным",AI
12418,командный зачет,зачет для команд,AI
12419,директор по маркетингу,руководитель маркетинга,AI
12420,рыночная цена,"цена, по которой товар продается на рынке",AI
12421,рыночный прилавок,торговое место на рынке,AI
12422,пистолет-пулемет,автоматическое ручное оружие,AI
12423,машинерия,комплекс механизмов,AI
12424,массовый протест,акция большого числа людей против чего-либо,AI
12425,матине,утреннее художественное мероприятие,AI
12426,матрос,нижний чин на флоте,AI
12427,строительство стены,строительство Берлинской стены,AI
12428,щелчок мышью,нажатие кнопки компьютерной мыши,AI
12429,медийная шумиха,большой ажиотаж в СМИ,AI
12430,мегабит,единица данных (1 млн бит),AI
12431,мегабайт,единица данных: 1 000 000 или 1 048 576 байт,AI
12432,высший класс,высший уровень,AI
12433,матч чемпионата,игра за чемпионат,AI
12434,мейстерзингер,поэт-ремесленник XV–XVI веков,AI
12435,смесь,смешение,AI
12436,мембрана,тонкая разделительная пленка,AI
12437,менингит,воспаление мозговых оболочек,AI
12438,масса людей,очень большая толпа,AI
12439,памятка,информационный лист,AI
12440,удар ножом,укол или ранение ножом,AI
12441,мятеж,насильственное восстание команды,AI
12442,арендная плата,цена за временное пользование жильем или услугами,AI
12443,арендное право,"нормы, регулирующие отношения арендодателя и арендатора",AI
12444,доходный дом,"дом с квартирами, сдаваемыми в аренду",AI
12445,миниатюра,небольшое изображение,AI
12446,минивэн,небольшой фургон,AI
12447,диверсифицированный концерн,крупная компания в разных отраслях,AI
12448,недоброжелательность,нежелание давать другому,AI
12449,попутчики,форма мн. числа слова Mitreisender,AI
12450,посредник,"человек, ведущий переговоры между сторонами",AI
12451,микстура,смесь,AI
12452,оператор сети,"компания, эксплуатирующая мобильную сеть",AI
12453,модификация,изменение,AI
12454,мопед,маломощный моторизованный велосипед,AI
12455,моль,единица количества вещества,AI
12456,поломка двигателя,повреждение или дефект двигателя,AI
12457,моль,"мелкая бабочка, чьи личинки портят ткани",AI
12458,мультимедиа,"сочетание текста, видео и изображений",AI
12459,мидия,двустворчатое моллюсковое животное,AI
12460,потомок,"человек, происходящий от предков",AI
12461,послевоенная история,период после войны,AI
12462,ужин,прием пищи в конце дня,AI
12463,довыборы,поздние или повторные выборы,AI
12464,националист,"сторонник национализма, ставит интересы своей нации выше остальных",AI
12465,национал-социалист,сторонник национал-социализма,AI
12466,закон об охране природы,"закон, регулирующий защиту природы",AI
12467,Назарет,город в Израиле,AI
12468,гвоздика,"растение рода Dianthus с узкими листьями и белыми, красными или фиолетовыми цветками",AI
12469,чистый плательщик,"лицо или организация, которая платит в общий фонд больше, чем получает",AI
12470,новая разработка,новая разработка или продукт,AI
12471,новинка,"продукт, который только что выпущен",AI
12472,реорганизация,реорганизация организации,AI
12473,запись,"действие записывания, фиксация текста",AI
12474,нонсенс,"бессмыслица, чепуха",AI
12475,ностальгик,"человек, склонный к ностальгии",AI
12476,нунций,постоянный дипломатический представитель или посол папы при правительстве,AI
12477,право пользования,не обязательно исключительное право использовать вещи и права,AI
12478,гобой,деревянный духовой инструмент с двойной тростью,AI
12479,Олимпиада,"Олимпийские игры, крупное международное спортивное соревнование",AI
12480,омбудсмен,представитель группы лиц в внесудебных спорах с организацией,AI
12481,ординариат,центральное административное ведомство епархии,AI
12482,оргкомитет,"группа, ответственная за планирование и проведение мероприятий",AI
12483,Восточный блок,"страны, союзные с бывшим СССР и им доминируемые",AI
12484,расширение на восток,расширение на восток (например ЕС),AI
12485,комбинезон,"цельный предмет одежды, часто защитный",AI
12486,парный разряд,дубль в бадминтоне или теннисе,AI
12487,попугай,тропическая птица с ярким оперением и сильным клювом,AI
12488,папа,ласкательная форма «папа»,AI
12489,парадигма,"образец, пример",AI
12490,пощада,военный жаргон: пощада врагу,AI
12491,парламентское заседание,"заседание, в котором участвуют члены парламента",AI
12492,партийное пожертвование,финансовое пожертвование партии,AI
12493,первый этаж,этаж на уровне земли,AI
12494,пэчворк,лоскутное шитье; лоскутный узор,AI
12495,литавра,ударный инструмент с котлом и мембраной,AI
12496,уровень воды,высота уровня воды реки и т.п.,AI
12497,совет персонала,представительство работников,AI
12498,представительство персонала,представительство работников,AI
12499,перверсия,искажение в патологию либо такое чувство и поведение,AI
12500,приход,служебное место пастора,AI
