id,translate,translate_description,source
4601,время жизни,биологически активное время жизни,AI
4602,пряник,"выпечка, особенно в период Адвента и Рождества",AI
4603,Лех,река в Австрии и Германии,AI
4604,легкая атлетика,"совокупность видов спорта с бегом, прыжками и метаниями",AI
4605,свобода,свобода (англ.),AI
4606,Ливия,государство в Северной Африке,AI
4607,сексуальная жизнь,совокупность сексуальной активности и фантазий,AI
4608,Лимбург,регион в Бельгии/Нидерландах,AI
4609,лимузин,автомобиль с полностью закрытой крышей,AI
4610,лорд,титул английской знати,AI
4611,судьбе,дательный падеж единственного числа слова судьба,AI
4612,авиация,"отрасль техники и промышленности, связанная с передвижением по воздуху",AI
4613,воздушное движение,совокупность перемещений самолетов,AI
4614,Мах,число Маха,AI
4615,технико-экономическое обоснование,исследование возможности реализации проекта,AI
4616,Мадонна,обращение к Богоматери,AI
4617,предупреждение,напоминание и призыв к действию,AI
4618,мейнстрим,основное культурное направление,AI
4619,Мали,государство в Западной Африке,AI
4620,манифест,программное заявление,AI
4621,рыночная экономика,"система, где распределение определяется спросом и предложением",AI
4622,пасть,ротовое отверстие у животных,AI
4623,медитация,созерцательное размышление,AI
4624,уровень моря,высота поверхности моря,AI
4625,встреча,собрание для обсуждения вопросов,AI
4626,большая часть,больший объем множества,AI
4627,столовая,университетская или вузовская столовая,AI
4628,признак,"типичная особенность, по которой узнают",AI
4629,среда,совокупность природных и социальных условий,AI
4630,миллионная сумма,сумма в миллионах,AI
4631,правительство меньшинства,правительство без парламентского большинства,AI
4632,совет министров,совет министров,AI
4633,бедственное положение,тяжелое состояние,AI
4634,пренебрежение,сознательное игнорирование,AI
4635,конкурент,"человек, стремящийся к тому же",AI
4636,сосед по жилью,"человек, с которым делят жилье",AI
4637,мобилизация,привлечение и активизация ресурсов,AI
4638,монархия,форма правления с наследственным правителем,AI
4639,Монреаль,город в Канаде,AI
4640,болото,болото с торфяным основанием,AI
4641,мох,бессосудистое споровое растение,AI
4642,мопед,малый мотоцикл с педалями,AI
4643,мечеть,место молитвы в исламе,AI
4644,капот,"крышка, закрывающая двигатель",AI
4645,маунтинбайк,горный велосипед,AI
4646,новостной канал,"канал, передающий новости",AI
4647,ночное небо,вид неба ночью,AI
4648,национальная одиннадцатка,"команда, выступающая в международных соревнованиях",AI
4649,природный парк,"территории с природными ценностями, охраняемые для согласованного использования человеком и природой",AI
4650,переоценка,повторная оценка из-за новой информации или обстоятельств,AI
4651,неизведанная территория,"область, возможности и правила которой еще предстоит изучить",AI
4652,ниша,"впадина, углубление в стене",AI
4653,Ницца,город во Франции,AI
4654,Нобелевская премия,международная премия Нобеля,AI
4655,нормализация,"процесс, в котором что-то становится нормальным или приводится в нормальное состояние",AI
4656,ноутбук,портативный компьютер с возможной работой от батареи,AI
4657,новшество,"новизна в определенной области, которой раньше не было",AI
4658,бездомность,отсутствие постоянного жилья,AI
4659,Обердорф,верхняя деревня; название населенного пункта,AI
4660,верхняя палата,одна из двух палат парламента,AI
4661,контактная сеть,"электрическая линия над дорогой, питающая транспорт (поезд, трамвай, троллейбус)",AI
4662,старший прокурор,"повышенный прокурор, руководитель отдела в прокуратуре",AI
4663,объектив,"оптическая система, создающая реальное изображение объекта",AI
4664,олдтаймер,"старый автомобиль, самолет, корабль или модель",AI
4665,олимпийская чемпионка,"спортсменка, выигравшая соревнование на Олимпийских играх",AI
4666,орден,"монашеское сообщество, живущее по правилам и давшее обеты",AI
4667,приказ,распоряжение или приказ,AI
4668,административное правонарушение,незначительное нарушение правопорядка,AI
4669,Осака,город в Японии,AI
4670,восточный швейцарец,житель Восточной Швейцарии,AI
4671,упаковка,"оболочка товара, обычно из бумаги, картона или пластика",AI
4672,дворец,"небольшой дворец, изысканное жилое здание",AI
4673,панель,отобранная группа людей для опроса или обсуждения,AI
4674,панорама,"круговой вид, панорамное изображение",AI
4675,пантера,часто меланистическая форма леопарда,AI
4676,показательный пример,"пример, который ясно что-то доказывает",AI
4677,смена парадигмы,кардинальное изменение взглядов в области,AI
4678,глава партии,председательница или президент партии,AI
4679,партийное руководство,совокупность людей в руководящих органах партии,AI
4680,председательница партии,именительный падеж ед. числа слабого склонения существительного Parteivorsitzender,AI
4681,пассажир,"человек, пользующийся транспортом, но не управляющий им",AI
4682,удар литавры,удар по литаврам,AI
4683,уровень,высота уровня жидкости или значение физической величины,AI
4684,пандан,"соответствующая, дополняющая пара",AI
4685,Пенсильвания,штат США,AI
4686,пенни,денежная единица Великобритании,AI
4687,выход на пенсию,перевод на пенсию в госслужбе или в Австрии,AI
4688,совершенство,"состояние, когда уже нечего улучшать",AI
4689,залог,предмет обеспечения долга,AI
4690,приход,приходская административная единица,AI
4691,стрела,"снаряд из древка и наконечника, выпускаемый из лука",AI
4692,опора,колонна или стойка для восприятия нагрузки,AI
4693,филармония,название оркестров и концертных обществ,AI
4694,пиццерия,"ресторан, где в основном подают пиццу",AI
4695,место на пьедестале,место в тройке призеров,AI
4696,панельная дискуссия,дискуссия на подиуме с отделением от аудитории,AI
4697,поэзия,стихотворное творчество,AI
4698,финал кубка,последний матч кубкового турнира,AI
4699,покер,карточная игра,AI
4700,политолог,специалист по политологии,AI
