id,translate,translate_description,source
14301,страна-победитель,государство-победитель в войне,AI
14302,хоровой кружок,группа для совместного пения,AI
14303,музыкальная игра,детская игра с пением,AI
14304,синти,представитель европейских рома,AI
14305,скинхед,участник движения с короткой стрижкой и характерным стилем,AI
14306,раб,"человек, находящийся в собственности другого",AI
14307,смог,высокая концентрация загрязнений в воздухе,AI
14308,софтверная компания,фирма по разработке ПО,AI
14309,пакт солидарности,соглашение о солидарности,AI
14310,спецпрограмма,программа с особыми мерами,AI
14311,солнечный коллектор,устройство для получения тепла,AI
14312,пустая речь,красивые слова без дела,AI
14313,совет,"советы рабочих, крестьян и солдат",AI
14314,социальный эксперт,эксперт по социальным вопросам,AI
14315,социальная история,история социальных процессов,AI
14316,ВВП,стоимость всех произведенных благ,AI
14317,социальная реформа,реформа в соцсфере,AI
14318,взнос на соцстрахование,платеж в систему соцстраха,AI
14319,социальные науки,наука о жизни общества,AI
14320,подглядывающий,"человек, тайно наблюдающий",AI
14321,сбережения,сумма на сберегательном счете,AI
14322,спекулянт,"человек, зарабатывающий на колебаниях цен",AI
14323,пожертвованные средства,"деньги, собранные пожертвованиями",AI
14324,игровой автомат,аппарат для азартных игр,AI
14325,казино,"здание, где играют на деньги",AI
14326,правило игры,обязательная норма игры,AI
14327,крепкий алкоголь,крепкий спиртной напиток,AI
14328,лучшее время,рекордное время,AI
14329,спонсорские деньги,средства от спонсоров,AI
14330,шпора,шип на ботинке для понукания,AI
14331,любитель спорта,"человек, любящий спорт",AI
14332,хор декламации,"группа, одновременно читающая текст",AI
14333,государственная должность,служба в государстве,AI
14334,гос. облигация,"ценная бумага, выпущенная государством",AI
14335,госрасходы,расходы государства,AI
14336,национальная лига,высшая лига государства,AI
14337,госдолг,долг государства,AI
14338,служба госбезопасности,тайная полиция ГДР,AI
14339,городское право,совокупность городских прав,AI
14340,обзорная экскурсия,поездка по городу с осмотром,AI
14341,политик района,политик городского района,AI
14342,конюшня,здание для содержания животных,AI
14343,семейная книга,папка с документами семьи,AI
14344,уставной капитал,основной капитал фирмы,AI
14345,стволовая клетка,недифференцированная клетка,AI
14346,стандартная ценная бумага,ценная бумага стандартного качества,AI
14347,сотрудник ЗАГС,"чиновник, регистрирующий акты состояния",AI
14348,стартовая яма,начальная точка,AI
14349,темп роста,скорость увеличения,AI
14350,перегородка,подвижная стенка,AI
14351,ходули,палка для удлинения ноги,AI
14352,недобор налогов,потеря налоговых доходов,AI
14353,налоговые доходы,все налоговые поступления,AI
14354,налоговое расследование,деятельность по выявлению скрытых налогов,AI
14355,освобождение от налогов,отсутствие обязанности платить налоги,AI
14356,налоговый план,план по налогам,AI
14357,налоговое преимущество,выгодный эффект в отношении налогов,AI
14358,оксид азота,газообразное соединение азота и кислорода,AI
14359,пасынок/падчерица,ребенок супруга от другого брака,AI
14360,стипендиат,получатель стипендии,AI
14361,тюрьма,учреждение для отбывания наказания,AI
14362,изнурение,сильное длительное усилие,AI
14363,стритбол,уличный баскетбол,AI
14364,скользящий луч,короткий движущийся световой отблеск,AI
14365,ссора,длительная размолвка,AI
14366,склочник,"человек, постоянно вступающий в ссоры",AI
14367,вооруженные силы,военный орган государства,AI
14368,стриптиз,эротический танец со снятием одежды,AI
14369,энергетический концерн,концерн по производству и распределению электричества,AI
14370,электроэнергетика,отрасль экономики электроэнергии,AI
14371,структурная политика,политика развития структуры,AI
14372,структурная проблема,проблема структуры,AI
14373,студенческий протест,протест студентов,AI
14374,сокращение субсидий,снижение субсидий,AI
14375,судетская немка,немка по происхождению из Судетской области,AI
14376,суннит,"последователь суннизма, основной ветви ислама",AI
14377,сюрреализм,"художественное течение XX века, вдохновленное идеей бессознательного",AI
14378,сюрреалист,представитель сюрреализма,AI
14379,симпатизант,"человек, положительно относящийся к идее, партии или лицу",AI
14380,симпосий,древнегреческое застолье с винопитием и речами,AI
14381,эффект синергии,дополнительная выгода от взаимодействия,AI
14382,сценарий,набросок ситуации и рамок действия,AI
14383,смена сцены,переход к другой сцене,AI
14384,табачный концерн,"крупная компания, производящая табачные изделия",AI
14385,тема дня,актуальная тема дня,AI
14386,Таити,остров в Тихом океане,AI
14387,тамил,представитель тамильского народа,AI
14388,автоцистерна,грузовик или прицеп с баком для жидких или газообразных грузов,AI
14389,гонорар,долевая выплата от выручки или прибыли,AI
14390,тарифная зарплата,"оплата труда, согласованная в тарифных переговорах",AI
14391,сторона тарифных переговоров,один из партнеров переговоров,AI
14392,тарифный партнер,"правоспособный партнер, заключающий тарифный договор",AI
14393,тарифная политика,политические действия и вопросы тарифных договоров,AI
14394,Тауэр,фамилия; также название горного массива,AI
14395,головокружение,ощущение головокружения,AI
14396,такса,официально установленная цена или пошлина,AI
14397,технократ,сторонник технократии как формы правления,AI
14398,технологическая акция,акция из технологической отрасли,AI
14399,частичная приватизация,частичная приватизация,AI
14400,телефакс,устройство для передачи изображений сообщений,AI
