id,translate,translate_description,source
2801,эффективность,степень действенности,AI
2802,хозяин,владелец или содержатель заведения,AI
2803,экономический рост,изменение ВВП региона,AI
2804,жилой район,"зона, предназначенная для проживания",AI
2805,место жительства,постоянное место проживания,AI
2806,воркшоп,семинар с практикой и обсуждениями,AI
2807,обломок,разрушенное транспортное средство,AI
2808,бросок,перемещение предмета по воздуху силой,AI
2809,колбаса,мясной продукт в оболочке,AI
2810,юниор,молодой игрок,AI
2811,эпоха,крупный исторический период,AI
2812,вещи,"предметы, материал, оборудование",AI
2813,цитата,дословное воспроизведение текста,AI
2814,гражданское общество,"часть общества вне политики, государства и бизнеса",AI
2815,приготовление,"процесс подготовки, например пищи",AI
2816,подъезд,возможность подъехать к месту,AI
2817,удовлетворенность,довольство ситуацией,AI
2818,поставщик,"компания, поставляющая комплектующие",AI
2819,подтверждение,обещание на определенную меру,AI
2820,объединение,соединение людей или компаний,AI
2821,состав,"способ, как что‑то составлено",AI
2822,надбавка,доплата за особые условия,AI
2823,субсидия,денежная поддержка,AI
2824,поддержка,ободряющие слова,AI
2825,иммиграция,постоянный переезд места жительства одного или нескольких лиц в данную территорию,AI
2826,принуждение,внутреннее или внешнее давление сделать что‑то,AI
2827,поединок,противостояние двух лиц или сторон,AI
2828,промежуток времени,период между двумя моментами,AI
2829,Кипр,островное государство в Средиземном море,AI
2830,азбука/алфавит,"алфавитный порядок букв; алфавит, состоящий из латинских букв",Ilia
2831,отходы/мусор,"остаток, остающийся при использовании или переработке (также в переносном смысле)",Ilia
2832,депутат,избранный член парламентского собрания,Ilia
2833,разграничение,установление границ,Ilia
2834,бездна,"жуткая, опасная глубина",Ilia
2835,устранение (затруднений),"устранение тяготы, вклад в улучшение, устранение недостатка",Ilia
2836,покупатель/заказчик,"лицо, группа или организация, принимающая поставленное или произведенное другим за вознаграждение",Ilia
2837,расчет,"расчет затрат, расходов, потреблений, количеств",Ilia
2838,отстрел,убийство (животных) оружием; количество и вид таких убийств,Ilia
2839,защитник,"защитно настроенный игрок, чья задача нарушать игру соперника и отнимать у него мяч/шайбу и т. п.; предотвращающий голы соперника",AI
2840,ось,"вертикальная или горизонтальная прямая, неизменная линия; срединная линия, вокруг которой вращается тело; мысленная линия с осевыми свойствами симметрии",AI
2841,время адвента,"период адвента, около четырех недель до Рождества, когда христиане празднуют ожидаемое пришествие Господа",AI
2842,агент,"человек, оказывающий посреднические услуги клиентам, особенно артистам, писателям, спортсменам; в общем — посредник, торговый представитель",AI
2843,активист,"целеустремленно действующий человек, часто социально или политически вовлеченный",AI
2844,активистка,"часто политически вовлеченная, целеустремленно действующая женщина",AI
2845,Албания,государство в Юго-Восточной Европе.,AI
2846,алкогольное опьянение,"воздействие алкоголя на человека, который его употребил",AI
2847,употребление алкоголя,употребление алкоголя,AI
2848,всеобще,"совокупность, все",AI
2849,возрастная группа,группа людей одного возраста/возрастного диапазона,AI
2850,начальная фаза,"первый этап периода, отмечающий начало развития",AI
2851,стимул,"то, что мотивирует сделать или не сделать что-то",AI
2852,звонивший,"человек, устанавливающий телефонное соединение",AI
2853,видимость,свойство создавать подозрение или определенное впечатление,AI
2854,сокращающий гол,"гол, уменьшающий отставание до одного",AI
2855,намек,"мимолетная, тонкая отсылка",AI
2856,контактное лицо,предназначенный собеседник по конкретным вопросам или темам,AI
2857,усилие,"большое усилие, старание, выносливость, чтобы чего-то достичь или преодолеть",AI
2858,натиск,"мощная, быстрая атака многих нападающих на цель",AI
2859,сочувствие,участие в чувствах другого человека,AI
2860,привод,"техническое устройство, приводящее что-то в движение",AI
2861,распоряжение,"указание или предписание о том, кто должен что-то получить",AI
2862,Аппенцелль,регион/кантон в Швейцарии.,AI
2863,рабочая повседневность,обычный ход рабочего дня,AI
2864,уровень безработицы,доля людей без работы среди гражданской рабочей силы,AI
2865,рабочий день,"день, в который работают",AI
2866,мир труда,совокупность условий и окружения трудовой деятельности,AI
2867,биоразнообразие,"многообразие видов животных, растений, грибов, протистов и бактерий в среде",AI
2868,лекарственный препарат,"вещество или препарат, применяемый для лечения болезней или уничтожения возбудителей",AI
2869,туз,разговорное: туз,AI
2870,Азербайджан,государство на Кавказе.,AI
2871,ассистент,обычно академически подготовленный помощник,AI
2872,политика убежища,"политика, связанная с убежищем.",AI
2873,ателье,мастерская художника,AI
2874,отъезд,"начало процесса, когда кто-то уходит",AI
2875,местонахождение,"место, где человек находится постоянно или временно",AI
2876,авария при наезде сзади,"столкновение, при котором автомобиль врезается в впереди едущий",AI
2877,доплата,"дополнительная сумма, которую нужно заплатить за товар или услугу",AI
2878,распределение,"распределение частей целого между людьми, странами и т. п.",AI
2879,повышение,процесс повышения стоимости,AI
2880,мгновение,"короткая длительность, момент",AI
2881,внимание,"осознанное, целенаправленное восприятие; фокус",AI
2882,аукцион,"мероприятие, где вещи продают тому, кто предложит больше",AI
2883,исключение,исключение кого-либо или чего-либо,AI
2884,жеребьевка,розыгрыш победы в лотерее/конкурсе,AI
2885,выезд,поездка из одной страны в другую,AI
2886,приостановка,"перерыв, временное прекращение.",AI
2887,выход,"путь, ведущий из (обычно неприятного или опасного) места",AI
2888,удостоверение,"документ, подтверждающий личность и содержащий данные о человеке",AI
2889,выдача наличных,"деньги, выдаваемые (например банкоматом), и сам процесс выдачи",AI
2890,стажёрка,"женщина, заключившая ученический договор с учебным предприятием",AI
2891,дорожная полиция,"полиция, отвечающая за безопасность на автобане",AI
2892,ДТП,авария с участием автомобиля,AI
2893,бакалавр,низшая академическая степень,AI
2894,щека,"щека, скулы, бок лица",AI
2895,ванная комната,помещение для гигиены у раковины или ванне,AI
2896,железнодорожное движение,движение поездов по сети,AI
2897,изгнание,"исключение человека или группы из сообщества, особенно церкви",AI
2898,баскетболист,"спортсмен, играющий в баскетбол",AI
2899,бас,низкий мужской голос,AI
2900,этап строительства,существенная часть строительного проекта,AI
