id,translate,translate_description,source
3501,Валлис,кантон в Швейцарии,AI
3502,тест товаров,проверка товаров,AI
3503,предупреждающий,"человек, предостерегающий других",AI
3504,техническое обслуживание,меры по проверке и поддержанию,AI
3505,отмена,прекращение существования,AI
3506,Дед Мороз,"персонаж, приносящий подарки на Рождество",AI
3507,винодельня,хозяйство по производству вина,AI
3508,Всемирная организация здравоохранения,подразделение ООН по вопросам здоровья,AI
3509,мировой рейтинг,глобальный список по критериям,AI
3510,космос,пространство за пределами атмосферы,AI
3511,мировой рекорд,лучший результат в мире,AI
3512,оборот,устойчивое выражение с переносным значением,AI
3513,верфь,предприятие по строительству и ремонту судов,AI
3514,ценная бумага,"документ, удостоверяющий право",AI
3515,важность,свойство быть значимым,AI
3516,возобновление,продолжение прерванного действия,AI
3517,возвращение,повторное появление,AI
3518,переизбрание,повторное избрание на должность,AI
3519,винодел,"человек, выращивающий и производящий вино",AI
3520,министерство экономики,ведомство по экономическому развитию,AI
3521,ученый,"ученый (Австрия, Швейцария)",AI
3522,погодные условия,характер погоды за период,AI
3523,вдова,"женщина, потерявшая мужа",AI
3524,дом на колесах,автомобиль с оборудованием для жизни,AI
3525,рынок жилья,совокупность спроса и предложения жилья,AI
3526,йога,философская система с духовными и телесными упражнениями,AI
3527,дефицит времени,давление из‑за нехватки времени,AI
3528,эпохальный перелом,смена исторической эпохи,AI
3529,путешествие во времени,перемещение в прошлое или будущее,AI
3530,журнал,регулярное печатное издание,AI
3531,клетка,наименьшая живая единица организма,AI
3532,свидетельские показания,показания свидетеля,AI
3533,снижение ставок,уменьшение процентных ставок,AI
3534,цирк,зрелищное представление в манеже,AI
3535,привязанность,дружеское или любовное чувство,AI
3536,крах,резкое падение или разрушение,AI
3537,совместная жизнь,жизнь вместе,AI
3538,большинство в две трети,квалифицированное большинство с порогом две трети,AI
3539,команда второй лиги,спортивная команда во второй лиге страны,AI
3540,цикл,регулярное повторение; период полного цикла,AI
3541,"картинка, изображение","нечто, изображенное наглядно, графически, оптическими или электронными средствами или символически, более или менее точная копия реального изображения предметов, людей, ситуаций и т. п.",Ilia
3542,касса перед мероприятием,"касса, где билеты продаются непосредственно перед вечерним мероприятием",Ilia
3543,вылет,предусмотренное расписанием время взлета воздушного судна,Ilia
3544,палата депутатов,совокупность депутатов,Ilia
3545,отводок,"часть или побег растения, из которого может развиться новое растение",Ilia
3546,отклонение,отклонение от направления,Ilia
3547,отправитель,"лицо или учреждение, которое через средство связи отправляет информацию получателю",Ilia
3548,отстранение,снятие человека с должности/поста (обычно против его воли),Ilia
3549,заезд,"небольшое отклонение, экскурсия (например в поездке)",AI
3550,опустившийся,"человек, чей социальный или профессиональный статус снизился или снижается",AI
3551,начальник отдела,"человек, который в учреждении или компании руководит подразделением, отделом",AI
3552,сточные воды,"вода, загрязненная бытовым, коммерческим или промышленным использованием, а также стоки с застроенных или закрепленных поверхностей и непреднамеренный приток посторонней воды",AI
3553,лидер обороны,"защитник, который дает указания другим защитникам",AI
3554,осуществление,деятельность или процесс осуществления; разматывание или снятие с намотанного,AI
3555,пашня,"сельскохозяйственная площадь, регулярно обрабатываемая",AI
3556,администрация,"управление, правительство, исполнительная власть",AI
3557,афганец,гражданин или житель Афганистана,AI
3558,агрессор,"нападающий; тот, кто инициирует конфликт",AI
3559,дело,"сборник записей, связанных по содержанию",AI
3560,план действий,"проработанная концепция, описывающая все меры и порядок действий при большом проекте (катастрофа, ЧС, рекламная кампания)",AI
3561,день акции,день для акции или кампании.,AI
3562,обновление,обновление,AI
3563,акцент,типичная особенность произношения или интонации языка (часто у иностранца),AI
3564,алгоритм,точно описанная процедура решения задачи за конечное число однозначных шагов,AI
3565,самостоятельные действия,осуществление чего-либо без посторонней помощи,AI
3566,горное пастбище,"горное пастбище или луг, где летом ведется выпас и иногда обслуживание/гостеприимство",AI
3567,альфа,первая буква греческого алфавита,AI
3568,возрастная граница,максимально или минимально допустимый возраст (обычно для участия в чем-либо),AI
3569,возрастной класс,группа людей (или других существ) одного возраста/возрастного диапазона,AI
3570,болезнь Альцгеймера,болезнь Альцгеймера,AI
3571,должностное лицо,"лицо, занимающее публичную должность",AI
3572,ана,сборник изречений знаменитых людей,AI
3573,подъезд,путь или маршрут до цели,AI
3574,Анкара,столица Турции.,AI
3575,обвинительное заключение,письменный документ для возбуждения судебного дела,AI
3576,созвучие,ассоциация с похожими звуками,AI
3577,опора,"отношение, при котором кто-то получает поддержку от другой стороны",AI
3578,заметка,"дополнительная информация, данная письменно или устно",AI
3579,сосед,сосед участка или водоема,AI
3580,напряжение,"психическая или физическая нагрузка, приводящая к нервозности",AI
3581,Антарктида,континент вокруг Южного полюса.,AI
3582,антифа,"люди, отвергающие фашизм; в узком смысле — организованные группы",AI
3583,первый визит,первый частный или служебный визит для представления,AI
3584,яблоко,"округлый плод яблони с кожицей, мякотью и семенной коробочкой",AI
3585,аптекарь,специалист по лекарствам; обычно владелец или сотрудник аптеки,AI
3586,аппетит,желание есть,AI
3587,злоба,"злонамеренность, коварство, обман",AI
3588,аргентинец,гражданин Аргентины,AI
3589,аромат,"определенный, обычно приятный запах",AI
3590,процедура убежища,последовательность правовых действий для решения о предоставлении убежища,AI
3591,атомная бомба,"авиационная бомба, использующая энергию ядерного процесса",AI
3592,подъем,"поднимающийся участок дороги, ведущий к чему-либо",AI
3593,наклейка,самоклеящееся изображение любой формы,AI
3594,разъяснение,ответ; объяснение,AI
3595,восстание,часто вооруженное действие сопротивления против существующей власти,AI
3596,надстройка,увеличение здания на один или несколько этажей,AI
3597,лифт,средство для подъема и спуска,AI
3598,подмигивание,краткое закрытие и открытие век,AI
3599,аудитория,зал для мероприятий и собраний (особенно в школах и университетах),AI
3600,эксплуатация,"извлечение выгоды, использование (особенно ресурсов)",AI
