id,translate,translate_description,source
8601,духовой оркестр,"обычно большая группа музыкантов, играющих главным образом на духовых инструментах",AI
8602,повреждение кузова,"ущерб при ДТП, когда есть только материальные повреждения без пострадавших",AI
8603,сверло,стержневой инструмент для сверления круглых отверстий вращением,AI
8604,Ботсвана,государство на юге Африки,AI
8605,грудная клетка,"костный каркас из ребер, верхней части позвоночника и грудины, защищающий сердце и легкие",AI
8606,книжный магазин,магазин для продажи книг,AI
8607,федеральное министерство здравоохранения,высший орган здравоохранения федерации под руководством министра,AI
8608,федеральная конституция,конституция федеративного государства,AI
8609,верхний менеджмент,руководство компании,AI
8610,руководящая должность,должность верховного руководителя компании или организации,AI
8611,химикат,"химическое вещество, изготовленное в промышленности или в лаборатории",AI
8612,Химзее,озеро в Баварии,AI
8613,китаец,гражданин Китая,AI
8614,хлор,химический элемент с порядковым номером 17,AI
8615,победитель кубка,победитель кубкового турнира,AI
8616,Дакар,столица Сенегала,AI
8617,собрание делегатов,собрание делегатов,AI
8618,дурак,"человек с меньшим интеллектом или разумом, чем у большинства",AI
8619,детектив,"(обычно частный) сыщик, ищущий доказательства",AI
8620,работник,работник (австр.),AI
8621,диспут,разговор или обмен мнениями с целью убедить оппонента,AI
8622,дисквалификация,отстранение спортсмена от соревнования за нарушение правил,AI
8623,догма,"основное учение с обязательной истинностью, часто со ссылкой на откровение",AI
8624,донна,обращение/титул для некоторых итальянских дворянок,AI
8625,велосипед,велосипед (разг.),AI
8626,драматург,"человек, пишущий драмы",AI
8627,турникет,"крестообразное устройство, пропускающее людей по одному",AI
8628,понимание,понимание взаимосвязей,AI
8629,среднее значение,среднее значение измерений,AI
8630,почетный член,член с почетным статусом,AI
8631,благоговение,трепетное уважение к достоинству или величию,AI
8632,собственная инициатива,"активность, исходящая от человека или организации без внешнего толчка",AI
8633,изобретательность,наличие множества идей,AI
8634,интеграция,включение кого‑то или чего‑то в большую единицу,AI
8635,подоходный налог,налог на доходы физических лиц,AI
8636,служебный автомобиль,специально оснащенное транспортное средство для служебных операций,AI
8637,оперативная группа,группа для выполнения операции,AI
8638,возражение,формальное возражение,AI
8639,внесение,действие внесения записи,AI
8640,возражение,реакция на предложение или идею с выражением сомнений,AI
8641,одиночка,"человек сам по себе, без сопровождающих",AI
8642,индивидуальная гонка,гонка на время в велоспорте,AI
8643,айсберг,"большая масса льда, плавающая в море",AI
8644,тщеславие,чрезмерная забота о собственной совершенстве,AI
8645,освобождение,"освобождение от чего‑то, особенно от обязанности",AI
8646,экспедиция,путешествие с целью открытий,AI
8647,вознаграждение,оговоренное в договоре встречное предоставление,AI
8648,сход с рельсов,"авария, когда рельсовый транспорт сходит с пути",AI
8649,эпидемия,массовое распространение болезни в популяции,AI
8650,эпос,"объемное повествование в стихах, форма эпики",AI
8651,экип,"группа спортсменов, соревнующихся вместе",AI
8652,процент успеха,доля успешных случаев,AI
8653,мир впечатлений,мир переживаний,AI
8654,поддержка,попытка придать кому‑то больше смелости или радости,AI
8655,запасной,запасной игрок,AI
8656,удивление,"состояние, когда приходится удивляться",AI
8657,работа по найму,работа для получения средств к существованию,AI
8658,едок,"человек, который ест или любит есть",AI
8659,эстонец,гражданин Эстонии,AI
8660,чемпионка Европы,лидер Европы; победительница чемпионата Европы,AI
8661,прожиточный минимум,минимум средств для жизни,AI
8662,экспортная экономика,экономика экспорта,AI
8663,грань,ограненная грань; одна из граней драгоценного камня,AI
8664,область знаний,рабочая или научная область,AI
8665,профессиональная компетенция,профессиональная компетентность,AI
8666,профшкола,"учебное заведение, специализирующееся на определенной области",AI
8667,семейная собственность,совокупность имущества семьи,AI
8668,семейная драма,"трагическое, сложное событие в семье",AI
8669,фермер,"человек, владеющий фермой и обычно ведущий ее",AI
8670,лень,внутреннее нежелание делать трудное,AI
8671,инжир,сладкий съедобный плод инжирного дерева,AI
8672,лист инжира,лист инжирного дерева,AI
8673,скальный обломок,кусок скалы,AI
8674,феминистка,"женщина, выступающая за феминизм и права женщин",AI
8675,пятка,задняя часть стопы,AI
8676,стационарная сеть,система телефонной связи по кабелям и линиям,AI
8677,торжественная речь,праздничная речь,AI
8678,командир пожарной службы,руководитель пожарной части,AI
8679,финансовая сила,способность располагать средствами или получать их,AI
8680,финансовый рынок,"совокупность рынков, где обращаются финансовые средства",AI
8681,Финке,фамилия,AI
8682,рыбный рынок,"рынок, где продают свежую рыбу",AI
8683,мясник,"ремесленник, занимающийся забоем и подготовкой мяса",AI
8684,риск побега,"возможность, что кто‑то сбежит",AI
8685,эвакуационный путь,безопасный маршрут для эвакуации и доступа спасателей,AI
8686,управляющая компания,"компания, собирающая средства инвесторов и выпускающая паи",AI
8687,лесничество,"ведомство, отвечающее за лесное хозяйство",AI
8688,передвижение,движение вперед от точки,AI
8689,ископаемое,свидетельство прошлой жизни старше 10 000 лет,AI
8690,фотосессия,время для фотографирования,AI
8691,женское движение,"группа людей, добивающихся равноправия женщин",AI
8692,женский день,8 марта,AI
8693,фристайл,"свободный стиль, например в спорте",AI
8694,освобождение,освобождение от обязанностей,AI
8695,организация досуга,планирование досуга,AI
8696,миротворческая миссия,задача по обеспечению мира и безопасности,AI
8697,премия мира,премия за заслуги в деле мира,AI
8698,гангстер,член преступной банды,AI
8699,садовая выставка,выставка по садоводству,AI
8700,хозяин трактира,"человек, управляющий рестораном/гостиницей",AI
