id,translate,translate_description,source
9101,теолог,"женщина, изучавшая теологию",AI
9102,терапевт,"специалист, применяющий терапию",AI
9103,Салоники,город в Греции,AI
9104,зверек,маленькое животное,AI
9105,столяр,мастер по изготовлению мебели из дерева,AI
9106,первая страница,первая страница издания с заголовком,AI
9107,смертный приговор,"приговор суда, предусматривающий казнь",AI
9108,студия звукозаписи,помещение для записи звука,AI
9109,вратарь,"защитница, предотвращающая голы",AI
9110,достопримечательность,"место, посещаемое туристами",AI
9111,работник туризма,"человек, работающий в туризме",AI
9112,транш,часть целого,AI
9113,меткость,надежность попадания в цель,AI
9114,Тринидад,остров или государство в Карибском море,AI
9115,трубач,"человек, играющий на трубе",AI
9116,гимнастический праздник,праздник с соревнованиями по гимнастике,AI
9117,взнос,"сумма, распределенная между участниками",AI
9118,переворот,быстрая революционная перемена,AI
9119,экологическая организация,объединение для защиты окружающей среды,AI
9120,немилость,потеря благосклонности,AI
9121,низменность,низко расположенная территория,AI
9122,музыкальное сопровождение,сопровождающая музыка,AI
9123,бизнес‑консультант,внешний специалист по улучшению процессов компании,AI
9124,переговоры,официальный разговор по важному вопросу,AI
9125,присвоение,незаконное присвоение чужой собственности,AI
9126,подтекст,скрытый смысл высказывания,AI
9127,подземный мир,подземное царство мертвых,AI
9128,коренной житель,"представитель народа, первым заселившего территорию",AI
9129,правнук,ребенок в третьем поколении,AI
9130,место назначения,пункт назначения отпуска,AI
9131,вариация,изменение или видоизменение,AI
9132,ваза,сосуд для украшения или хранения цветов,AI
9133,отцовство,факт быть отцом,AI
9134,договоренность,сговор о встрече или деле,AI
9135,досада,длительное раздражение,AI
9136,поклонник,"человек, тайно или открыто любящий другого",AI
9137,дом клуба,здание для собраний клуба,AI
9138,председательница клуба,женщина‑председатель клуба,AI
9139,правление клуба,выбранная группа для управления клубом,AI
9140,переплетение,тесная взаимосвязь,AI
9141,насильник,"человек, совершивший изнасилование",AI
9142,умаление,представление как менее важного или опасного,AI
9143,транспортная нагрузка,нагрузка из‑за транспорта,AI
9144,транспортная компания,компания в сфере транспорта,AI
9145,замедление,уменьшение скорости,AI
9146,прокат,действие предоставления во временное пользование,AI
9147,пометка,краткая запись или примечание,AI
9148,смешение,процесс смешивания,AI
9149,зачет,взаимозачет требований,AI
9150,затопление,"действие, из‑за которого объект тонет",AI
9151,страховой рынок,совокупность организаций и лиц в страховой сфере,AI
9152,подорожание,рост цен на товары и услуги,AI
9153,подписание договора,подписание юридического соглашения,AI
9154,знакомость,"ощущение, что что‑то хорошо известно",AI
9155,хранение,договор о хранении чужой вещи,AI
9156,административная реформа,реорганизация управления,AI
9157,вовлечение,процесс или состояние запутанности,AI
9158,искажение,процесс и результат искажения,AI
9159,квартал,период в три месяца,AI
9160,визитка,небольшая карточка с данными,AI
9161,этническая группа,группа внутри народа по этническим признакам,AI
9162,народный театр,театр для народа,AI
9163,волейболист,игрок в волейбол,AI
9164,предварительная запись,запись заранее,AI
9165,функция примера,роль как образца,AI
9166,предвестник,"то, что указывает на грядущее",AI
9167,наличие,состояние существования,AI
9168,преддверие,помещение перед основным,AI
9169,руководитель,лицо на руководящей должности,AI
9170,серия докладов,ряд выступлений,AI
9171,предисловие,введение книги,AI
9172,оружейная система,сложное оружие с компонентами,AI
9173,итог выборов,результат выборов,AI
9174,избирательный участок,территориальная единица для организации голосования,AI
9175,успех на выборах,успех по итогам выборов,AI
9176,степень истинности,доля правды в высказывании,AI
9177,детский дом,приют для сирот,AI
9178,вальдорфская школа,школа по методам Рудольфа Штайнера,AI
9179,лесное озеро,озеро в лесу; также топоним,AI
9180,предупредительный выстрел,выстрел в воздух для предупреждения,AI
9181,водяной пар,вода в газообразной форме,AI
9182,обменный курс,цена валюты в другой валюте,AI
9183,рождественская история,история о Рождестве,AI
9184,виноградник,"участок, где выращивают лозу",AI
9185,винный погреб,подземное помещение для хранения вина,AI
9186,прыжок в длину,соревнование на дальность прыжка,AI
9187,ВТО,международная торговая организация,AI
9188,мировоззрение,понимание мира и взгляд на вещи,AI
9189,рабочий день,"день, когда по закону работать разрешено",AI
9190,рост стоимости,увеличение ценности,AI
9191,день соревнований,день спортивных состязаний,AI
9192,гонка,соревнование в беге или с техникой,AI
9193,посвящение,"слова, адресованные кому‑то",AI
9194,реинтеграция,включение после перерыва,AI
9195,зимняя квартира,место проживания зимой,AI
9196,министерство науки,ведомство по науке,AI
9197,уровень знаний,уровень знаний,AI
9198,жилая зона,"часть, предназначенная для жилья",AI
9199,общежитие,учреждение для проживания определенного круга,AI
9200,небоскреб,очень высокое здание,AI
