id,translate,translate_description,source
8101,индустриализация,"введение и распространение промышленных форм производства, рост роли промышленности",AI
8102,промышленная политика,политика в сфере промышленности,AI
8103,промышленный город,город с развитой промышленностью,AI
8104,пехота,"войска, ведущие бой пешком и вооруженные ручным оружием",AI
8105,обмен информацией,обмен сведениями,AI
8106,внутренние работы,строительные работы внутри здания,AI
8107,внутренняя сторона,"сторона, обращенная к середине объекта",AI
8108,пассажир,пассажир в транспортном средстве,AI
8109,инстинкт,"врожденное, неуправляемое поведение животных",AI
8110,инсулин,"гормон, снижающий уровень сахара в крови",AI
8111,интенсификация,действие по усилению чего-либо и его результат,AI
8112,интермеццо,небольшое выразительное инструментальное произведение,AI
8113,группа инвесторов,группа инвесторов,AI
8114,ягуар,крупная кошка из Америки с желто-рыжим мехом и черными пятнами,AI
8115,номер года,"число, обозначающее определенный год",AI
8116,ярмарка,многодневный рынок с торговлей и развлечениями,AI
8117,японка,жительница Японии,AI
8118,юбиляр,"человек, отмечающий юбилей",AI
8119,младший партнер,партнер моложе или менее влиятельный,AI
8120,кальций,химический элемент с атомным номером 20,AI
8121,верблюд,"крупное млекопитающее, живущее в пустынях и степях",AI
8122,гребень,предмет с зубцами для расчесывания и чистки волос,AI
8123,камп,топоним на нижненемецком,AI
8124,пушка,артиллерийское орудие с пологой траекторией,AI
8125,столовая,"место, где можно недорого поесть",AI
8126,кантональная школа,школа в Швейцарии,AI
8127,капельмейстер,музыкальный руководитель капеллы,AI
8128,карате,боевое искусство без оружия,AI
8129,карточная игра,способ игры в карты,AI
8130,кассир,"человек, ведущий кассу",AI
8131,кассир,"человек, ведущий кассу",AI
8132,договор купли-продажи,договор между покупателем и продавцом,AI
8133,мелкое нарушение,незначительное нарушение правил,AI
8134,конус,"тело с круговым основанием, сходящееся к вершине",AI
8135,исторический центр,"часть города, развившаяся исторически",AI
8136,кетчуп,"соус с основными ингредиентами уксус, сахар и помидоры",AI
8137,цепная реакция,"реакция, где после старта происходит серия последующих реакций",AI
8138,детская клиника,стационарное медучреждение для лиц до 18 лет,AI
8139,детская площадка,"место для игр, оснащенное оборудованием",AI
8140,детская больница,детская больница (австр.),AI
8141,насилие над ребенком,(сексуальное) злоупотребление в отношении ребенка,AI
8142,церковный хор,певческий ансамбль при церкви,AI
8143,церковный съезд,крупное церковное мероприятие,AI
8144,церковный двор,двор при церкви,AI
8145,закрытое совещание,"совещание, проходящее без публики",AI
8146,фортепианный концерт,концерт с солирующим пианино и оркестром,AI
8147,мелочь,монеты небольшой стоимости,AI
8148,дверная ручка,рычаг для открывания двери,AI
8149,петарда,"фейерверк, создающий громкий звук",AI
8150,дефицит,наличие чего-то в недостаточном количестве,AI
8151,сосуществование,одновременное существование рядом,AI
8152,коллективный договор,договор между работодателями и работниками,AI
8153,запятая,знак препинания,AI
8154,коммунист,сторонник коммунизма,AI
8155,процедура банкротства,процедура банкротства,AI
8156,портрет,изображение человека,AI
8157,беседа,легкая разговорная беседа,AI
8158,результат концерна,результат деятельности концерна,AI
8159,концертный вечер,вечер с концертом,AI
8160,серия концертов,ряд концертов,AI
8161,сопродукция,совместное производство,AI
8162,корпус,крупное военное соединение,AI
8163,переписка,обмен письмами,AI
8164,Краков,город в Польше,AI
8165,беспорядки,шумные массовые волнения,AI
8166,заемщик,"человек, берущий кредит",AI
8167,район,территория округа,AI
8168,антикризисное управление,процедуры решения проблем и конфликтов,AI
8169,комитет по культуре,"комитет, занимающийся культурой",AI
8170,культурная программа,программа культурных мероприятий,AI
8171,культовая община,еврейская религиозная община,AI
8172,министр образования,глава министерства по вопросам образования и школьной политики,AI
8173,искусствовед,"ученый, специализирующийся на истории искусства",AI
8174,купол,полусферическая крыша,AI
8175,попечительский совет,надзорный или консультативный орган,AI
8176,короткое замыкание,прямое соединение полюсов источника,AI
8177,земельный парламент,парламент федеральной земли,AI
8178,счетная палата земли,орган финансового контроля земли,AI
8179,земельный председатель,председатель на уровне земли,AI
8180,заседание ландтага,заседание ландтага,AI
8181,сухопутный путь,маршрут по суше,AI
8182,длинная дистанция,относительно длинный путь или маршрут,AI
8183,живость,свойство быть живым,AI
8184,закат жизни,последний этап жизни,AI
8185,партнер по жизни,"человек, с которым живут совместно",AI
8186,законодательная власть,"ветвь власти, издающая законы",AI
8187,давление производительности,требование высокой эффективности,AI
8188,отбойник,дорожное ограждение,AI
8189,процесс обучения,процесс освоения знаний и навыков,AI
8190,курорт/пляж,пляж или курорт,AI
8191,губная помада,косметика для окрашивания губ,AI
8192,Ллойд,элемент названий в морских и страховых компаниях,AI
8193,непринужденность,расслабленная манера,AI
8194,продолжение выплаты зарплаты,"выплата зарплаты при отсутствии работы, например из-за болезни",AI
8195,загрязнение воздуха,"загрязнение воздуха пылью, газами и токсинами",AI
8196,захват власти,"процесс, в ходе которого Гитлер стал канцлером в 1933 году",AI
8197,удержание власти,сохранение власти,AI
8198,маг,человек с магическими способностями,AI
8199,маркировка,"обозначение, метка",AI
8200,маршрут марша,маршрут движения,AI
