id,translate,translate_description,source
7801,лоток/склад/архив,"открытый контейнер (или место), куда кладут вещи (обычно бумагу)",Ilia
7802,договоренность,"устная или письменная договоренность, обязательная и действительная",Ilia
7803,командирование,направление группы лиц в интересах заказчика/работодателя,Ilia
7804,амортизация,уменьшение балансовой стоимости основных средств из-за износа или списание требований из-за невзыскиваемости,Ilia
7805,происхождение,происхождение организмов в контексте эволюции; семейное происхождение человека для определения степени родства,AI
7806,поведение при голосовании,"то, как человек голосует.",AI
7807,значок,носимая копия знака или графического символа,AI
7808,Аден,город в Йемене.,AI
7809,адмирал,адмиральский чин,AI
7810,акционерное общество,"капитальное общество, уставный капитал которого разделен на акции",AI
7811,акустика,"учение о звуке, учение о тонах",AI
7812,алкоголик,"человек, зависимый от регулярного употребления алкоголя",AI
7813,Аллах,Бог в исламе.,AI
7814,альпийский регион,"совокупность территорий у и в Альпах; включает области Франции, Монако, Италии, Швейцарии, Лихтенштейна, Германии, Австрии и Словении",AI
7815,пенсионное обеспечение,общее обеспечение людей в период выхода на пенсию,AI
7816,мастер старой школы,"человек, признанный давно проверенным мастером своего дела",AI
7817,амбивалентность,"двусмысленность, двойственность",AI
7818,муравей,общественное насекомое семейства Formicidae,AI
7819,Амман,столица Иордании.,AI
7820,злоупотребление властью,"злоупотребление властью, которую дает должность",AI
7821,намек,"косвенное, неясное, довольно расплывчатое указание на что-либо",AI
7822,Андорра,карликовое государство между Францией и Испанией.,AI
7823,оспаривание,"требование пересмотреть несправедливое решение, то есть принять его заново",AI
7824,точка опоры,"точка, вокруг которой тело может вращаться",AI
7825,Ангола,государство в Юго-Западной Африке.,AI
7826,зачет,вычет или учет выполненной (или подлежащей выполнению) работы или периода,AI
7827,право,право приобрести или воспользоваться чем-либо,AI
7828,обращение,"обозначение, с которым обращаются к людям",AI
7829,скопление,множество неопределенного количества,AI
7830,подстрекательство,склонение к преступлению или дурному делу,AI
7831,антифашизм,политическое неприятие фашизма и возможных путей к нему,AI
7832,достопримечательность,"место или событие, вызывающее интерес, притягивающее людей",AI
7833,апартеид,прежнее расовое разделение между черными и белыми в Южной Африке,AI
7834,представитель работников,"человек, представляющий интересы работников",AI
7835,разрешение на работу,официальное разрешение для иностранца искать и выполнять оплачиваемую работу,AI
7836,служба занятости,служба по трудоустройству.,AI
7837,министр труда,руководитель министерства труда,AI
7838,приборная панель,"панель с приборами и рычагами управления в машине, автомобиле или самолете",AI
7839,артист,"исполнитель, выступающий главным образом в варьете или цирке",AI
7840,атомный объект,"техническое сооружение атомной науки, энергетики или вооружений",AI
7841,ядерная держава,"государство, обладающее боеготовым ядерным оружием",AI
7842,атриум,квадратный внутренний зал римского дома с отверстием в крыше,AI
7843,Аттерзее,озеро в Австрии.,AI
7844,справка,врачебная справка или свидетельство о здоровье,AI
